area	method	year	quarter	catch
E	LI	1988	1	2613
E	LI	1988	2	3181
E	LI	1988	3	3186
E	LI	1988	4	2990
E	LI	1989	1	4120
E	LI	1989	2	3522
E	LI	1989	3	2850
E	LI	1989	4	2961
E	LI	1990	1	2764
E	LI	1990	2	2844
E	LI	1990	3	2613
E	LI	1990	4	2556
E	LI	1991	1	3214
E	LI	1991	2	3253
E	LI	1991	3	3059
E	LI	1991	4	2985
E	LI	1992	1	3693
E	LI	1992	2	6965
E	LI	1992	3	4068
E	LI	1992	4	2834
E	LI	1993	1	4712
E	LI	1993	2	6542
E	LI	1993	3	4416
E	LI	1993	4	3993
E	LI	1994	1	4684
E	LI	1994	2	4714
E	LI	1994	3	4442
E	LI	1994	4	4349
E	LI	1995	1	4855
E	LI	1995	2	4844
E	LI	1995	3	4617
E	LI	1995	4	4524
E	LI	1996	1	5520
E	LI	1996	2	5501
E	LI	1996	3	5242
E	LI	1996	4	5139
E	LI	1997	1	5834
E	LI	1997	2	5816
E	LI	1997	3	5546
E	LI	1997	4	5438
E	LI	1998	1	4723
E	LI	1998	2	4709
E	LI	1998	3	4526
E	LI	1998	4	4453
E	LI	1999	1	4882
E	LI	1999	2	4868
E	LI	1999	3	4678
E	LI	1999	4	4602
E	LI	2000	1	4979
E	LI	2000	2	4975
E	LI	2000	3	4866
E	LI	2000	4	4824
E	LI	2001	1	4761
E	LI	2001	2	4751
E	LI	2001	3	4652
E	LI	2001	4	4609
E	LI	2002	1	4362
E	LI	2002	2	4352
E	LI	2002	3	4251
E	LI	2002	4	4207
E	LI	2003	1	4670
E	LI	2003	2	4672
E	LI	2003	3	4574
E	LI	2003	4	4535
E	LI	2004	1	5797
E	LI	2004	2	5231
E	LI	2004	3	4977
E	LI	2004	4	5066
E	LI	2005	1	4579
E	LI	2005	2	4578
E	LI	2005	3	4577
E	LI	2005	4	4576
E	LI	2006	1	5396
E	LI	2006	2	5396
E	LI	2006	3	5396
E	LI	2006	4	5396
E	LI	2007	1	6098
E	LI	2007	2	6099
E	LI	2007	3	6098
E	LI	2007	4	6098
E	LI	2008	1	7749
E	LI	2008	2	7751
E	LI	2008	3	7750
E	LI	2008	4	7749
E	LI	2009	1	7729
E	LI	2009	2	7729
E	LI	2009	3	7729
E	LI	2009	4	7729
E	LI	2010	1	8200
E	LI	2010	2	8200
E	LI	2010	3	8200
E	LI	2010	4	8200
E	LI	2011	1	8369
E	LI	2011	2	8369
E	LI	2011	3	8369
E	LI	2011	4	8369
E	LI	2012	1	6102
E	LI	2012	2	6102
E	LI	2012	3	6102
E	LI	2012	4	6102
E	OT	1950	1	26
E	OT	1950	2	26
E	OT	1950	3	26
E	OT	1950	4	26
E	OT	1951	1	38
E	OT	1951	2	38
E	OT	1951	3	38
E	OT	1951	4	38
E	OT	1952	1	30
E	OT	1952	2	30
E	OT	1952	3	30
E	OT	1952	4	49
E	OT	1953	1	27
E	OT	1953	2	22
E	OT	1953	3	22
E	OT	1953	4	52
E	OT	1954	1	35
E	OT	1954	2	49
E	OT	1954	3	49
E	OT	1954	4	33
E	OT	1955	1	36
E	OT	1955	2	39
E	OT	1955	3	22
E	OT	1955	4	40
E	OT	1956	1	35
E	OT	1956	2	40
E	OT	1956	3	28
E	OT	1956	4	83
E	OT	1957	1	62
E	OT	1957	2	58
E	OT	1957	3	27
E	OT	1957	4	38
E	OT	1958	1	39
E	OT	1958	2	49
E	OT	1958	3	29
E	OT	1958	4	51
E	OT	1959	1	66
E	OT	1959	2	34
E	OT	1959	3	30
E	OT	1959	4	32
E	OT	1960	1	52
E	OT	1960	2	67
E	OT	1960	3	40
E	OT	1960	4	60
E	OT	1961	1	58
E	OT	1961	2	51
E	OT	1961	3	60
E	OT	1961	4	72
E	OT	1962	1	108
E	OT	1962	2	74
E	OT	1962	3	86
E	OT	1962	4	95
E	OT	1963	1	97
E	OT	1963	2	114
E	OT	1963	3	108
E	OT	1963	4	96
E	OT	1964	1	103
E	OT	1964	2	93
E	OT	1964	3	107
E	OT	1964	4	111
E	OT	1965	1	99
E	OT	1965	2	107
E	OT	1965	3	92
E	OT	1965	4	99
E	OT	1966	1	64
E	OT	1966	2	64
E	OT	1966	3	73
E	OT	1966	4	72
E	OT	1967	1	80
E	OT	1967	2	80
E	OT	1967	3	74
E	OT	1967	4	72
E	OT	1968	1	93
E	OT	1968	2	86
E	OT	1968	3	78
E	OT	1968	4	77
E	OT	1969	1	87
E	OT	1969	2	91
E	OT	1969	3	82
E	OT	1969	4	81
E	OT	1970	1	70
E	OT	1970	2	77
E	OT	1970	3	114
E	OT	1970	4	68
E	OT	1971	1	55
E	OT	1971	2	49
E	OT	1971	3	46
E	OT	1971	4	46
E	OT	1972	1	77
E	OT	1972	2	78
E	OT	1972	3	79
E	OT	1972	4	75
E	OT	1973	1	96
E	OT	1973	2	92
E	OT	1973	3	92
E	OT	1973	4	93
E	OT	1974	1	82
E	OT	1974	2	82
E	OT	1974	3	81
E	OT	1974	4	81
E	OT	1975	1	66
E	OT	1975	2	66
E	OT	1975	3	66
E	OT	1975	4	65
E	OT	1976	1	119
E	OT	1976	2	118
E	OT	1976	3	117
E	OT	1976	4	117
E	OT	1977	1	113
E	OT	1977	2	112
E	OT	1977	3	112
E	OT	1977	4	112
E	OT	1978	1	335
E	OT	1978	2	331
E	OT	1978	3	331
E	OT	1978	4	330
E	OT	1979	1	311
E	OT	1979	2	310
E	OT	1979	3	314
E	OT	1979	4	312
E	OT	1980	1	355
E	OT	1980	2	356
E	OT	1980	3	354
E	OT	1980	4	356
E	OT	1981	1	407
E	OT	1981	2	404
E	OT	1981	3	407
E	OT	1981	4	403
E	OT	1982	1	470
E	OT	1982	2	472
E	OT	1982	3	468
E	OT	1982	4	468
E	OT	1983	1	456
E	OT	1983	2	452
E	OT	1983	3	452
E	OT	1983	4	453
E	OT	1984	1	444
E	OT	1984	2	435
E	OT	1984	3	437
E	OT	1984	4	437
E	OT	1985	1	458
E	OT	1985	2	466
E	OT	1985	3	476
E	OT	1985	4	461
E	OT	1986	1	460
E	OT	1986	2	456
E	OT	1986	3	455
E	OT	1986	4	455
E	OT	1987	1	478
E	OT	1987	2	470
E	OT	1987	3	470
E	OT	1987	4	473
E	OT	1988	1	578
E	OT	1988	2	553
E	OT	1988	3	550
E	OT	1988	4	550
E	OT	1989	1	615
E	OT	1989	2	607
E	OT	1989	3	607
E	OT	1989	4	654
E	OT	1990	1	557
E	OT	1990	2	535
E	OT	1990	3	537
E	OT	1990	4	534
E	OT	1991	1	631
E	OT	1991	2	625
E	OT	1991	3	627
E	OT	1991	4	633
E	OT	1992	1	662
E	OT	1992	2	652
E	OT	1992	3	629
E	OT	1992	4	628
E	OT	1993	1	882
E	OT	1993	2	933
E	OT	1993	3	880
E	OT	1993	4	860
E	OT	1994	1	991
E	OT	1994	2	973
E	OT	1994	3	966
E	OT	1994	4	995
E	OT	1995	1	966
E	OT	1995	2	972
E	OT	1995	3	986
E	OT	1995	4	1006
E	OT	1996	1	1122
E	OT	1996	2	1136
E	OT	1996	3	1116
E	OT	1996	4	1120
E	OT	1997	1	1268
E	OT	1997	2	1282
E	OT	1997	3	1278
E	OT	1997	4	1255
E	OT	1998	1	1542
E	OT	1998	2	1535
E	OT	1998	3	1544
E	OT	1998	4	1511
E	OT	1999	1	1724
E	OT	1999	2	1752
E	OT	1999	3	1719
E	OT	1999	4	1654
E	OT	2000	1	1883
E	OT	2000	2	1884
E	OT	2000	3	1884
E	OT	2000	4	1884
E	OT	2001	1	1782
E	OT	2001	2	1772
E	OT	2001	3	1885
E	OT	2001	4	1705
E	OT	2002	1	1614
E	OT	2002	2	1615
E	OT	2002	3	1617
E	OT	2002	4	1603
E	OT	2003	1	1986
E	OT	2003	2	2136
E	OT	2003	3	2077
E	OT	2003	4	1856
E	OT	2004	1	2326
E	OT	2004	2	2232
E	OT	2004	3	2083
E	OT	2004	4	2066
E	OT	2005	1	1683
E	OT	2005	2	1830
E	OT	2005	3	1832
E	OT	2005	4	1821
E	OT	2006	1	1924
E	OT	2006	2	2023
E	OT	2006	3	2015
E	OT	2006	4	1992
E	OT	2007	1	2360
E	OT	2007	2	2438
E	OT	2007	3	2572
E	OT	2007	4	2210
E	OT	2008	1	2847
E	OT	2008	2	3177
E	OT	2008	3	2784
E	OT	2008	4	2785
E	OT	2009	1	2829
E	OT	2009	2	2756
E	OT	2009	3	2754
E	OT	2009	4	3012
E	OT	2010	1	3040
E	OT	2010	2	3081
E	OT	2010	3	2925
E	OT	2010	4	2896
E	OT	2011	1	3195
E	OT	2011	2	3060
E	OT	2011	3	2919
E	OT	2011	4	2929
E	OT	2012	1	2630
E	OT	2012	2	2339
E	OT	2012	3	2234
E	OT	2012	4	2221
