year	quarter	region	method	class	proportion	count
1983	0	2	2	24	0.074394	578
1983	0	2	2	25	0.16609	578
1983	0	2	2	26	0.119377	578
1983	0	2	2	27	0.138408	578
1983	0	2	2	28	0.16782	578
1983	0	2	2	29	0.100346	578
1983	0	2	2	30	0.057093	578
1983	0	2	2	31	0.029412	578
1983	0	2	2	32	0.00692	578
1983	0	2	2	33	0.00346	578
1983	0	2	2	34	0	578
1983	0	2	2	35	0	578
1983	0	2	2	36	0	578
1983	0	2	2	37	0	578
1983	0	2	2	38	0	578
1983	0	2	2	39	0	578
1983	1	0	0	10	0	700058
1983	1	0	0	11	0	700058
1983	1	0	0	12	0	700058
1983	1	0	0	13	0	700058
1983	1	0	0	14	0	700058
1983	1	0	0	15	0	700058
1983	1	0	0	16	0.026184	700058
1983	1	0	0	17	0.05384	700058
1983	1	0	0	18	0.055345	700058
1983	1	0	0	19	0.044421	700058
1983	1	0	0	20	0.017186	700058
1983	1	0	0	21	0.013226	700058
1983	1	0	0	22	0.027435	700058
1983	1	0	0	23	0.041129	700058
1983	1	0	0	24	0.111895	700058
1983	1	0	0	25	0.134207	700058
1983	1	0	0	26	0.124041	700058
1983	1	0	0	27	0.109204	700058
1983	1	0	0	28	0.067902	700058
1983	1	0	0	29	0.066966	700058
1983	1	0	0	30	0.043804	700058
1983	1	0	0	31	0.015777	700058
1983	1	0	0	32	0.008062	700058
1983	1	0	0	33	0.019231	700058
1983	1	0	0	34	0.017759	700058
1983	1	0	0	35	0.001618	700058
1983	1	0	0	36	0.000371	700058
1983	1	0	0	37	0.00038	700058
1983	1	0	0	38	1.7e-05	700058
1983	1	0	0	39	0	700058
1983	1	1	1	10	0	412
1983	1	1	1	11	0	412
1983	1	1	1	12	0	412
1983	1	1	1	13	0	412
1983	1	1	1	14	0.004854	412
1983	1	1	1	15	0.031553	412
1983	1	1	1	16	0.06068	412
1983	1	1	1	17	0.070388	412
1983	1	1	1	18	0.114078	412
1983	1	1	1	19	0.177184	412
1983	1	1	1	20	0.150485	412
1983	1	1	1	21	0.065534	412
1983	1	1	1	22	0.021845	412
1983	1	1	1	23	0.021845	412
1983	1	1	1	24	0.021845	412
1983	1	1	1	25	0.009709	412
1983	1	1	1	26	0.002427	412
1983	1	1	1	27	0	412
1983	1	1	1	28	0.002427	412
1983	1	1	1	29	0.007282	412
1983	1	1	1	30	0.01699	412
1983	1	1	1	31	0.038835	412
1983	1	1	1	32	0.065534	412
1983	1	1	1	33	0.055825	412
1983	1	1	1	34	0.029126	412
1983	1	1	1	35	0.01699	412
1983	1	1	1	36	0.007282	412
1983	1	1	1	37	0.004854	412
1983	1	1	1	38	0.002427	412
1983	1	1	1	39	0	412
1983	1	2	2	10	0	510
1983	1	2	2	11	0	510
1983	1	2	2	12	0	510
1983	1	2	2	13	0	510
1983	1	2	2	14	0	510
1983	1	2	2	15	0	510
1983	1	2	2	16	0	510
1983	1	2	2	17	0.001961	510
1983	1	2	2	18	0.007843	510
1983	1	2	2	19	0.003922	510
1983	1	2	2	20	0.02549	510
1983	1	2	2	21	0.015686	510
1983	1	2	2	22	0.019608	510
1983	1	2	2	23	0.029412	510
1983	1	2	2	24	0.047059	510
1983	1	2	2	25	0.101961	510
1983	1	2	2	26	0.096078	510
1983	1	2	2	27	0.14902	510
1983	1	2	2	28	0.156863	510
1983	1	2	2	29	0.111765	510
1983	1	2	2	30	0.129412	510
1983	1	2	2	31	0.078431	510
1983	1	2	2	32	0.017647	510
1983	1	2	2	33	0.005882	510
1983	1	2	2	34	0.001961	510
1983	1	2	2	35	0	510
1983	1	2	2	36	0	510
1983	1	2	2	37	0	510
1983	1	2	2	38	0	510
1983	1	2	2	39	0	510
1983	1	2	4	10	0	160
1983	1	2	4	11	0	160
1983	1	2	4	12	0	160
1983	1	2	4	13	0	160
1983	1	2	4	14	0	160
1983	1	2	4	15	0	160
1983	1	2	4	16	0	160
1983	1	2	4	17	0.00625	160
1983	1	2	4	18	0.01875	160
1983	1	2	4	19	0.00625	160
1983	1	2	4	20	0.00625	160
1983	1	2	4	21	0	160
1983	1	2	4	22	0.06875	160
1983	1	2	4	23	0.06875	160
1983	1	2	4	24	0.04375	160
1983	1	2	4	25	0.075	160
1983	1	2	4	26	0.125	160
1983	1	2	4	27	0.13125	160
1983	1	2	4	28	0.15	160
1983	1	2	4	29	0.09375	160
1983	1	2	4	30	0.075	160
1983	1	2	4	31	0.06875	160
1983	1	2	4	32	0.01875	160
1983	1	2	4	33	0.01875	160
1983	1	2	4	34	0.01875	160
1983	1	2	4	35	0.00625	160
1983	1	2	4	36	0	160
1983	1	2	4	37	0	160
1983	1	2	4	38	0	160
1983	1	2	4	39	0	160
1983	2	0	0	10	0	192726
1983	2	0	0	11	0	192726
1983	2	0	0	12	0	192726
1983	2	0	0	13	0	192726
1983	2	0	0	14	0	192726
1983	2	0	0	15	0	192726
1983	2	0	0	16	0.010777	192726
1983	2	0	0	17	0.01925	192726
1983	2	0	0	18	0.008966	192726
1983	2	0	0	19	0.001245	192726
1983	2	0	0	20	0.00138	192726
1983	2	0	0	21	0.016106	192726
1983	2	0	0	22	0.057128	192726
1983	2	0	0	23	0.077431	192726
1983	2	0	0	24	0.100407	192726
1983	2	0	0	25	0.108838	192726
1983	2	0	0	26	0.131591	192726
1983	2	0	0	27	0.148304	192726
1983	2	0	0	28	0.111889	192726
1983	2	0	0	29	0.073026	192726
1983	2	0	0	30	0.0444	192726
1983	2	0	0	31	0.037878	192726
1983	2	0	0	32	0.020729	192726
1983	2	0	0	33	0.00714	192726
1983	2	0	0	34	0.005069	192726
1983	2	0	0	35	0.010782	192726
1983	2	0	0	36	0.007664	192726
1983	2	0	0	37	0	192726
1983	2	0	0	38	0	192726
1983	2	0	0	39	0	192726
1983	2	1	1	10	0.000715	1398
1983	2	1	1	11	0.001431	1398
1983	2	1	1	12	0.004292	1398
1983	2	1	1	13	0.013591	1398
1983	2	1	1	14	0.026466	1398
1983	2	1	1	15	0.056509	1398
1983	2	1	1	16	0.087268	1398
1983	2	1	1	17	0.097282	1398
1983	2	1	1	18	0.106581	1398
1983	2	1	1	19	0.148784	1398
1983	2	1	1	20	0.171674	1398
1983	2	1	1	21	0.123748	1398
1983	2	1	1	22	0.063662	1398
1983	2	1	1	23	0.032189	1398
1983	2	1	1	24	0.028612	1398
1983	2	1	1	25	0.02432	1398
1983	2	1	1	26	0.01073	1398
1983	2	1	1	27	0.002146	1398
1983	2	1	1	28	0	1398
1983	2	1	1	29	0	1398
1983	2	1	1	30	0	1398
1983	2	1	1	31	0	1398
1983	2	1	1	32	0	1398
1983	2	1	1	33	0	1398
1983	2	1	1	34	0	1398
1983	2	1	1	35	0	1398
1983	2	1	1	36	0	1398
1983	2	1	1	37	0	1398
1983	2	1	1	38	0	1398
1983	2	1	1	39	0	1398
1983	3	0	0	10	0	1546642
1983	3	0	0	11	0	1546642
1983	3	0	0	12	0	1546642
1983	3	0	0	13	0	1546642
1983	3	0	0	14	0	1546642
1983	3	0	0	15	0	1546642
1983	3	0	0	16	0	1546642
1983	3	0	0	17	0.002449	1546642
1983	3	0	0	18	0.002449	1546642
1983	3	0	0	19	0	1546642
1983	3	0	0	20	0	1546642
1983	3	0	0	21	0.02162	1546642
1983	3	0	0	22	0.094497	1546642
1983	3	0	0	23	0.127905	1546642
1983	3	0	0	24	0.108042	1546642
1983	3	0	0	25	0.097196	1546642
1983	3	0	0	26	0.129613	1546642
1983	3	0	0	27	0.150341	1546642
1983	3	0	0	28	0.114889	1546642
1983	3	0	0	29	0.065292	1546642
1983	3	0	0	30	0.025307	1546642
1983	3	0	0	31	0.021634	1546642
1983	3	0	0	32	0.015323	1546642
1983	3	0	0	33	0.003826	1546642
1983	3	0	0	34	0.001665	1546642
1983	3	0	0	35	0.009597	1546642
1983	3	0	0	36	0.008215	1546642
1983	3	0	0	37	0.000142	1546642
1983	3	0	0	38	0	1546642
1983	3	0	0	39	0	1546642
1983	3	1	1	10	0	458
1983	3	1	1	11	0	458
1983	3	1	1	12	0	458
1983	3	1	1	13	0	458
1983	3	1	1	14	0	458
1983	3	1	1	15	0.008734	458
1983	3	1	1	16	0.017467	458
1983	3	1	1	17	0.015284	458
1983	3	1	1	18	0.024017	458
1983	3	1	1	19	0.034934	458
1983	3	1	1	20	0.034934	458
1983	3	1	1	21	0.030568	458
1983	3	1	1	22	0.021834	458
1983	3	1	1	23	0.028384	458
1983	3	1	1	24	0.074236	458
1983	3	1	1	25	0.113537	458
1983	3	1	1	26	0.087336	458
1983	3	1	1	27	0.032751	458
1983	3	1	1	28	0.0131	458
1983	3	1	1	29	0.015284	458
1983	3	1	1	30	0.052402	458
1983	3	1	1	31	0.10917	458
1983	3	1	1	32	0.141921	458
1983	3	1	1	33	0.111354	458
1983	3	1	1	34	0.032751	458
1983	3	1	1	35	0	458
1983	3	1	1	36	0	458
1983	3	1	1	37	0	458
1983	3	1	1	38	0	458
1983	3	1	1	39	0	458
1984	0	0	0	10	0	1249118
1984	0	0	0	11	0	1249118
1984	0	0	0	12	0	1249118
1984	0	0	0	13	0	1249118
1984	0	0	0	14	0.001568	1249118
1984	0	0	0	15	0.002672	1249118
1984	0	0	0	16	0.012259	1249118
1984	0	0	0	17	0.025561	1249118
1984	0	0	0	18	0.023425	1249118
1984	0	0	0	19	0.021614	1249118
1984	0	0	0	20	0.019221	1249118
1984	0	0	0	21	0.030767	1249118
1984	0	0	0	22	0.078745	1249118
1984	0	0	0	23	0.109003	1249118
1984	0	0	0	24	0.110447	1249118
1984	0	0	0	25	0.118641	1249118
1984	0	0	0	26	0.131634	1249118
1984	0	0	0	27	0.118352	1249118
1984	0	0	0	28	0.081107	1249118
1984	0	0	0	29	0.043491	1249118
1984	0	0	0	30	0.023783	1249118
1984	0	0	0	31	0.017611	1249118
1984	0	0	0	32	0.007667	1249118
1984	0	0	0	33	0.004974	1249118
1984	0	0	0	34	0.005734	1249118
1984	0	0	0	35	0.006355	1249118
1984	0	0	0	36	0.003854	1249118
1984	0	0	0	37	0.000751	1249118
1984	0	0	0	38	0.000346	1249118
1984	0	0	0	39	0.00021	1249118
1984	0	1	1	10	0	460
1984	0	1	1	11	0	460
1984	0	1	1	12	0	460
1984	0	1	1	13	0.004348	460
1984	0	1	1	14	0.008696	460
1984	0	1	1	15	0.036957	460
1984	0	1	1	16	0.041304	460
1984	0	1	1	17	0.026087	460
1984	0	1	1	18	0.056522	460
1984	0	1	1	19	0.132609	460
1984	0	1	1	20	0.163043	460
1984	0	1	1	21	0.121739	460
1984	0	1	1	22	0.104348	460
1984	0	1	1	23	0.082609	460
1984	0	1	1	24	0.086957	460
1984	0	1	1	25	0.086957	460
1984	0	1	1	26	0.036957	460
1984	0	1	1	27	0.006522	460
1984	0	1	1	28	0.002174	460
1984	0	1	1	29	0.002174	460
1984	0	1	1	30	0	460
1984	0	1	1	31	0	460
1984	0	1	1	32	0	460
1984	0	1	1	33	0	460
1984	0	1	1	34	0	460
1984	0	1	1	35	0	460
1984	0	1	1	36	0	460
1984	0	1	1	37	0	460
1984	0	1	1	38	0	460
1984	0	1	1	39	0	460
1984	0	2	2	10	0	2000
1984	0	2	2	11	0	2000
1984	0	2	2	12	0	2000
1984	0	2	2	13	0	2000
1984	0	2	2	14	0	2000
1984	0	2	2	15	0	2000
1984	0	2	2	16	0.001	2000
1984	0	2	2	17	0.001	2000
1984	0	2	2	18	5e-04	2000
1984	0	2	2	19	0.0025	2000
1984	0	2	2	20	0.0035	2000
1984	0	2	2	21	0.012	2000
1984	0	2	2	22	0.0285	2000
1984	0	2	2	23	0.057	2000
1984	0	2	2	24	0.095	2000
1984	0	2	2	25	0.074	2000
1984	0	2	2	26	0.0675	2000
1984	0	2	2	27	0.089	2000
1984	0	2	2	28	0.107	2000
1984	0	2	2	29	0.135	2000
1984	0	2	2	30	0.1095	2000
1984	0	2	2	31	0.077	2000
1984	0	2	2	32	0.0595	2000
1984	0	2	2	33	0.034	2000
1984	0	2	2	34	0.0215	2000
1984	0	2	2	35	0.0155	2000
1984	0	2	2	36	0.0065	2000
1984	0	2	2	37	0.0025	2000
1984	0	2	2	38	5e-04	2000
1984	0	2	2	39	0	2000
1984	1	0	0	10	0	2271052
1984	1	0	0	11	0	2271052
1984	1	0	0	12	0	2271052
1984	1	0	0	13	0	2271052
1984	1	0	0	14	0.000131	2271052
1984	1	0	0	15	0.008914	2271052
1984	1	0	0	16	0.020107	2271052
1984	1	0	0	17	0.028042	2271052
1984	1	0	0	18	0.046403	2271052
1984	1	0	0	19	0.048518	2271052
1984	1	0	0	20	0.039708	2271052
1984	1	0	0	21	0.048052	2271052
1984	1	0	0	22	0.064338	2271052
1984	1	0	0	23	0.086367	2271052
1984	1	0	0	24	0.127642	2271052
1984	1	0	0	25	0.133036	2271052
1984	1	0	0	26	0.103278	2271052
1984	1	0	0	27	0.081197	2271052
1984	1	0	0	28	0.055991	2271052
1984	1	0	0	29	0.045141	2271052
1984	1	0	0	30	0.034898	2271052
1984	1	0	0	31	0.017138	2271052
1984	1	0	0	32	0.005042	2271052
1984	1	0	0	33	0.00146	2271052
1984	1	0	0	34	0.001441	2271052
1984	1	0	0	35	0.001817	2271052
1984	1	0	0	36	0.000704	2271052
1984	1	0	0	37	0.000316	2271052
1984	1	0	0	38	0.000316	2271052
1984	1	0	0	39	0	2271052
1984	1	1	1	10	0.012727	550
1984	1	1	1	11	0.014545	550
1984	1	1	1	12	0.003636	550
1984	1	1	1	13	0.012727	550
1984	1	1	1	14	0.045455	550
1984	1	1	1	15	0.123636	550
1984	1	1	1	16	0.136364	550
1984	1	1	1	17	0.096364	550
1984	1	1	1	18	0.103636	550
1984	1	1	1	19	0.116364	550
1984	1	1	1	20	0.125455	550
1984	1	1	1	21	0.078182	550
1984	1	1	1	22	0.032727	550
1984	1	1	1	23	0.034545	550
1984	1	1	1	24	0.029091	550
1984	1	1	1	25	0.018182	550
1984	1	1	1	26	0.007273	550
1984	1	1	1	27	0.001818	550
1984	1	1	1	28	0	550
1984	1	1	1	29	0.003636	550
1984	1	1	1	30	0.003636	550
1984	1	1	1	31	0	550
1984	1	1	1	32	0	550
1984	1	1	1	33	0	550
1984	1	1	1	34	0	550
1984	1	1	1	35	0	550
1984	1	1	1	36	0	550
1984	1	1	1	37	0	550
1984	1	1	1	38	0	550
1984	1	1	1	39	0	550
1984	1	2	2	10	0	4034
1984	1	2	2	11	0	4034
1984	1	2	2	12	0	4034
1984	1	2	2	13	0	4034
1984	1	2	2	14	0	4034
1984	1	2	2	15	0	4034
1984	1	2	2	16	0.000248	4034
1984	1	2	2	17	0.000248	4034
1984	1	2	2	18	0.001239	4034
1984	1	2	2	19	0.002975	4034
1984	1	2	2	20	0.006941	4034
1984	1	2	2	21	0.018592	4034
1984	1	2	2	22	0.031978	4034
1984	1	2	2	23	0.050818	4034
1984	1	2	2	24	0.080317	4034
1984	1	2	2	25	0.09172	4034
1984	1	2	2	26	0.089737	4034
1984	1	2	2	27	0.111304	4034
1984	1	2	2	28	0.113039	4034
1984	1	2	2	29	0.123699	4034
1984	1	2	2	30	0.103371	4034
1984	1	2	2	31	0.079078	4034
1984	1	2	2	32	0.046108	4034
1984	1	2	2	33	0.021567	4034
1984	1	2	2	34	0.015121	4034
1984	1	2	2	35	0.00818	4034
1984	1	2	2	36	0.003223	4034
1984	1	2	2	37	0.000496	4034
1984	1	2	2	38	0	4034
1984	1	2	2	39	0	4034
1984	2	0	0	10	0	4655064
1984	2	0	0	11	0	4655064
1984	2	0	0	12	0	4655064
1984	2	0	0	13	0	4655064
1984	2	0	0	14	9e-06	4655064
1984	2	0	0	15	0.001204	4655064
1984	2	0	0	16	0.015933	4655064
1984	2	0	0	17	0.040827	4655064
1984	2	0	0	18	0.044998	4655064
1984	2	0	0	19	0.045518	4655064
1984	2	0	0	20	0.045521	4655064
1984	2	0	0	21	0.063455	4655064
1984	2	0	0	22	0.072274	4655064
1984	2	0	0	23	0.075442	4655064
1984	2	0	0	24	0.087869	4655064
1984	2	0	0	25	0.065026	4655064
1984	2	0	0	26	0.070709	4655064
1984	2	0	0	27	0.066859	4655064
1984	2	0	0	28	0.086293	4655064
1984	2	0	0	29	0.095891	4655064
1984	2	0	0	30	0.04453	4655064
1984	2	0	0	31	0.030943	4655064
1984	2	0	0	32	0.022115	4655064
1984	2	0	0	33	0.008492	4655064
1984	2	0	0	34	0.008031	4655064
1984	2	0	0	35	0.005303	4655064
1984	2	0	0	36	0.001104	4655064
1984	2	0	0	37	0.000594	4655064
1984	2	0	0	38	0.000169	4655064
1984	2	0	0	39	0.000444	4655064
1984	2	1	1	10	0	490
1984	2	1	1	11	0	490
1984	2	1	1	12	0	490
1984	2	1	1	13	0	490
1984	2	1	1	14	0	490
1984	2	1	1	15	0.002041	490
1984	2	1	1	16	0.012245	490
1984	2	1	1	17	0.061224	490
1984	2	1	1	18	0.169388	490
1984	2	1	1	19	0.238776	490
1984	2	1	1	20	0.204082	490
1984	2	1	1	21	0.110204	490
1984	2	1	1	22	0.040816	490
1984	2	1	1	23	0.026531	490
1984	2	1	1	24	0.020408	490
1984	2	1	1	25	0.012245	490
1984	2	1	1	26	0.004082	490
1984	2	1	1	27	0.004082	490
1984	2	1	1	28	0.022449	490
1984	2	1	1	29	0.030612	490
1984	2	1	1	30	0.022449	490
1984	2	1	1	31	0.010204	490
1984	2	1	1	32	0.002041	490
1984	2	1	1	33	0.002041	490
1984	2	1	1	34	0.002041	490
1984	2	1	1	35	0.002041	490
1984	2	1	1	36	0	490
1984	2	1	1	37	0	490
1984	2	1	1	38	0	490
1984	2	1	1	39	0	490
1984	2	2	2	10	0	8049
1984	2	2	2	11	0	8049
1984	2	2	2	12	0.000497	8049
1984	2	2	2	13	0.000621	8049
1984	2	2	2	14	0.000497	8049
1984	2	2	2	15	0.000994	8049
1984	2	2	2	16	0.001118	8049
1984	2	2	2	17	0.00087	8049
1984	2	2	2	18	0.002112	8049
1984	2	2	2	19	0.006709	8049
1984	2	2	2	20	0.01143	8049
1984	2	2	2	21	0.019506	8049
1984	2	2	2	22	0.028575	8049
1984	2	2	2	23	0.036526	8049
1984	2	2	2	24	0.053547	8049
1984	2	2	2	25	0.068331	8049
1984	2	2	2	26	0.081377	8049
1984	2	2	2	27	0.0979	8049
1984	2	2	2	28	0.124239	8049
1984	2	2	2	29	0.146975	8049
1984	2	2	2	30	0.137533	8049
1984	2	2	2	31	0.09144	8049
1984	2	2	2	32	0.056156	8049
1984	2	2	2	33	0.023357	8049
1984	2	2	2	34	0.005963	8049
1984	2	2	2	35	0.001864	8049
1984	2	2	2	36	0.000497	8049
1984	2	2	2	37	0.000745	8049
1984	2	2	2	38	0.000621	8049
1984	2	2	2	39	0	8049
1984	3	0	0	10	0	6856696
1984	3	0	0	11	0	6856696
1984	3	0	0	12	0	6856696
1984	3	0	0	13	0	6856696
1984	3	0	0	14	0	6856696
1984	3	0	0	15	2.5e-05	6856696
1984	3	0	0	16	0.001442	6856696
1984	3	0	0	17	0.002235	6856696
1984	3	0	0	18	0.002265	6856696
1984	3	0	0	19	0.004594	6856696
1984	3	0	0	20	0.008751	6856696
1984	3	0	0	21	0.030745	6856696
1984	3	0	0	22	0.088867	6856696
1984	3	0	0	23	0.151561	6856696
1984	3	0	0	24	0.15814	6856696
1984	3	0	0	25	0.116885	6856696
1984	3	0	0	26	0.083536	6856696
1984	3	0	0	27	0.064059	6856696
1984	3	0	0	28	0.054162	6856696
1984	3	0	0	29	0.057575	6856696
1984	3	0	0	30	0.05655	6856696
1984	3	0	0	31	0.045338	6856696
1984	3	0	0	32	0.029646	6856696
1984	3	0	0	33	0.017251	6856696
1984	3	0	0	34	0.014764	6856696
1984	3	0	0	35	0.009727	6856696
1984	3	0	0	36	0.001877	6856696
1984	3	0	0	37	4e-06	6856696
1984	3	0	0	38	0	6856696
1984	3	0	0	39	0	6856696
1984	3	2	2	10	0	2553
1984	3	2	2	11	0	2553
1984	3	2	2	12	0	2553
1984	3	2	2	13	0	2553
1984	3	2	2	14	0	2553
1984	3	2	2	15	0.000392	2553
1984	3	2	2	16	0.000392	2553
1984	3	2	2	17	0.000392	2553
1984	3	2	2	18	0.001175	2553
1984	3	2	2	19	0.003134	2553
1984	3	2	2	20	0.009792	2553
1984	3	2	2	21	0.02311	2553
1984	3	2	2	22	0.030944	2553
1984	3	2	2	23	0.059146	2553
1984	3	2	2	24	0.080689	2553
1984	3	2	2	25	0.076381	2553
1984	3	2	2	26	0.098707	2553
1984	3	2	2	27	0.105758	2553
1984	3	2	2	28	0.117509	2553
1984	3	2	2	29	0.126518	2553
1984	3	2	2	30	0.108108	2553
1984	3	2	2	31	0.079906	2553
1984	3	2	2	32	0.048962	2553
1984	3	2	2	33	0.020368	2553
1984	3	2	2	34	0.005092	2553
1984	3	2	2	35	0.002742	2553
1984	3	2	2	36	0.000783	2553
1984	3	2	2	37	0	2553
1984	3	2	2	38	0	2553
1984	3	2	2	39	0	2553
1985	0	0	0	10	0	3897468
1985	0	0	0	11	0	3897468
1985	0	0	0	12	0	3897468
1985	0	0	0	13	0	3897468
1985	0	0	0	14	0	3897468
1985	0	0	0	15	0	3897468
1985	0	0	0	16	0	3897468
1985	0	0	0	17	0.000363	3897468
1985	0	0	0	18	0.003239	3897468
1985	0	0	0	19	0.004204	3897468
1985	0	0	0	20	0.003602	3897468
1985	0	0	0	21	0.005055	3897468
1985	0	0	0	22	0.051455	3897468
1985	0	0	0	23	0.195466	3897468
1985	0	0	0	24	0.276759	3897468
1985	0	0	0	25	0.183354	3897468
1985	0	0	0	26	0.083647	3897468
1985	0	0	0	27	0.049085	3897468
1985	0	0	0	28	0.037155	3897468
1985	0	0	0	29	0.037426	3897468
1985	0	0	0	30	0.030742	3897468
1985	0	0	0	31	0.019873	3897468
1985	0	0	0	32	0.01231	3897468
1985	0	0	0	33	0.004446	3897468
1985	0	0	0	34	0.00053	3897468
1985	0	0	0	35	0.000397	3897468
