year	quarter	region	method	class	proportion	count
1990	3	2	2	17	0.00639	36461
1990	3	2	2	18	0.007981	36461
1990	3	2	2	19	0.011574	36461
1990	3	2	2	20	0.021009	36461
1990	3	2	2	21	0.027673	36461
1990	3	2	2	22	0.026384	36461
1990	3	2	2	23	0.047805	36461
1990	3	2	2	24	0.047201	36461
1990	3	2	2	25	0.050245	36461
1990	3	2	2	26	0.086311	36461
1990	3	2	2	27	0.079263	36461
1990	3	2	2	28	0.108033	36461
1990	3	2	2	29	0.094457	36461
1990	3	2	2	30	0.074436	36461
1990	3	2	2	31	0.111379	36461
1990	3	2	2	32	0.072187	36461
1990	3	2	2	33	0.053975	36461
1990	3	2	2	34	0.02792	36461
1990	3	2	2	35	0.036505	36461
1990	3	2	2	36	0.008201	36461
1990	3	2	2	37	0.000987	36461
1990	3	2	2	38	0	36461
1990	3	2	2	39	0	36461
1990	3	2	3	10	0.000781	1280
1990	3	2	3	11	0	1280
1990	3	2	3	12	0.000781	1280
1990	3	2	3	13	0.00625	1280
1990	3	2	3	14	0.003125	1280
1990	3	2	3	15	0.021875	1280
1990	3	2	3	16	0.025781	1280
1990	3	2	3	17	0.026563	1280
1990	3	2	3	18	0.036719	1280
1990	3	2	3	19	0.060156	1280
1990	3	2	3	20	0.110156	1280
1990	3	2	3	21	0.094531	1280
1990	3	2	3	22	0.066406	1280
1990	3	2	3	23	0.069531	1280
1990	3	2	3	24	0.1125	1280
1990	3	2	3	25	0.122656	1280
1990	3	2	3	26	0.067188	1280
1990	3	2	3	27	0.059375	1280
1990	3	2	3	28	0.044531	1280
1990	3	2	3	29	0.028906	1280
1990	3	2	3	30	0.025	1280
1990	3	2	3	31	0.009375	1280
1990	3	2	3	32	0.007031	1280
1990	3	2	3	33	0.000781	1280
1990	3	2	3	34	0	1280
1990	3	2	3	35	0	1280
1990	3	2	3	36	0	1280
1990	3	2	3	37	0	1280
1990	3	2	3	38	0	1280
1990	3	2	3	39	0	1280
1991	0	0	0	10	0	2855118
1991	0	0	0	11	0	2855118
1991	0	0	0	12	0	2855118
1991	0	0	0	13	0	2855118
1991	0	0	0	14	0	2855118
1991	0	0	0	15	1e-05	2855118
1991	0	0	0	16	0.00047	2855118
1991	0	0	0	17	0.000593	2855118
1991	0	0	0	18	0.000991	2855118
1991	0	0	0	19	0.00206	2855118
1991	0	0	0	20	0.00677	2855118
1991	0	0	0	21	0.017802	2855118
1991	0	0	0	22	0.049393	2855118
1991	0	0	0	23	0.164013	2855118
1991	0	0	0	24	0.201123	2855118
1991	0	0	0	25	0.197577	2855118
1991	0	0	0	26	0.178896	2855118
1991	0	0	0	27	0.105352	2855118
1991	0	0	0	28	0.038319	2855118
1991	0	0	0	29	0.018377	2855118
1991	0	0	0	30	0.00792	2855118
1991	0	0	0	31	0.004384	2855118
1991	0	0	0	32	0.00374	2855118
1991	0	0	0	33	0.000749	2855118
1991	0	0	0	34	0.000612	2855118
1991	0	0	0	35	0.000205	2855118
1991	0	0	0	36	1.4e-05	2855118
1991	0	0	0	37	0	2855118
1991	0	0	0	38	0.000631	2855118
1991	0	0	0	39	0	2855118
1991	0	1	1	10	0	466
1991	0	1	1	11	0	466
1991	0	1	1	12	0	466
1991	0	1	1	13	0	466
1991	0	1	1	14	0.004292	466
1991	0	1	1	15	0.023605	466
1991	0	1	1	16	0.051502	466
1991	0	1	1	17	0.04721	466
1991	0	1	1	18	0.019313	466
1991	0	1	1	19	0.019313	466
1991	0	1	1	20	0.05794	466
1991	0	1	1	21	0.137339	466
1991	0	1	1	22	0.16309	466
1991	0	1	1	23	0.130901	466
1991	0	1	1	24	0.087983	466
1991	0	1	1	25	0.032189	466
1991	0	1	1	26	0.019313	466
1991	0	1	1	27	0.036481	466
1991	0	1	1	28	0.042918	466
1991	0	1	1	29	0.045064	466
1991	0	1	1	30	0.040773	466
1991	0	1	1	31	0.021459	466
1991	0	1	1	32	0.006438	466
1991	0	1	1	33	0.004292	466
1991	0	1	1	34	0.004292	466
1991	0	1	1	35	0.002146	466
1991	0	1	1	36	0.002146	466
1991	0	1	1	37	0	466
1991	0	1	1	38	0	466
1991	0	1	1	39	0	466
1991	0	2	2	10	0	43562
1991	0	2	2	11	0	43562
1991	0	2	2	12	0	43562
1991	0	2	2	13	0	43562
1991	0	2	2	14	0	43562
1991	0	2	2	15	0	43562
1991	0	2	2	16	0.000207	43562
1991	0	2	2	17	4.6e-05	43562
1991	0	2	2	18	0	43562
1991	0	2	2	19	0.000597	43562
1991	0	2	2	20	0.011616	43562
1991	0	2	2	21	0.017883	43562
1991	0	2	2	22	0.02252	43562
1991	0	2	2	23	0.059019	43562
1991	0	2	2	24	0.095198	43562
1991	0	2	2	25	0.039048	43562
1991	0	2	2	26	0.091433	43562
1991	0	2	2	27	0.043157	43562
1991	0	2	2	28	0.101602	43562
1991	0	2	2	29	0.072035	43562
1991	0	2	2	30	0.084546	43562
1991	0	2	2	31	0.112851	43562
1991	0	2	2	32	0.100294	43562
1991	0	2	2	33	0.080873	43562
1991	0	2	2	34	0.016207	43562
1991	0	2	2	35	0.035719	43562
1991	0	2	2	36	0.012855	43562
1991	0	2	2	37	0.002112	43562
1991	0	2	2	38	0.000184	43562
1991	0	2	2	39	0	43562
1991	1	0	0	10	0	8301122
1991	1	0	0	11	0	8301122
1991	1	0	0	12	0	8301122
1991	1	0	0	13	0	8301122
1991	1	0	0	14	0	8301122
1991	1	0	0	15	1.7e-05	8301122
1991	1	0	0	16	0.000188	8301122
1991	1	0	0	17	0.000308	8301122
1991	1	0	0	18	0.002117	8301122
1991	1	0	0	19	0.004948	8301122
1991	1	0	0	20	0.009439	8301122
1991	1	0	0	21	0.02328	8301122
1991	1	0	0	22	0.067377	8301122
1991	1	0	0	23	0.191033	8301122
1991	1	0	0	24	0.223782	8301122
1991	1	0	0	25	0.186097	8301122
1991	1	0	0	26	0.142278	8301122
1991	1	0	0	27	0.098758	8301122
1991	1	0	0	28	0.024762	8301122
1991	1	0	0	29	0.012906	8301122
1991	1	0	0	30	0.004666	8301122
1991	1	0	0	31	0.004496	8301122
1991	1	0	0	32	0.000806	8301122
1991	1	0	0	33	0.00131	8301122
1991	1	0	0	34	0.000635	8301122
1991	1	0	0	35	0.000685	8301122
1991	1	0	0	36	5.2e-05	8301122
1991	1	0	0	37	1.4e-05	8301122
1991	1	0	0	38	3.1e-05	8301122
1991	1	0	0	39	3e-06	8301122
1991	1	1	1	10	0	246
1991	1	1	1	11	0	246
1991	1	1	1	12	0	246
1991	1	1	1	13	0	246
1991	1	1	1	14	0	246
1991	1	1	1	15	0	246
1991	1	1	1	16	0	246
1991	1	1	1	17	0	246
1991	1	1	1	18	0	246
1991	1	1	1	19	0.004065	246
1991	1	1	1	20	0.00813	246
1991	1	1	1	21	0.01626	246
1991	1	1	1	22	0.109756	246
1991	1	1	1	23	0.272358	246
1991	1	1	1	24	0.243902	246
1991	1	1	1	25	0.089431	246
1991	1	1	1	26	0.03252	246
1991	1	1	1	27	0.01626	246
1991	1	1	1	28	0.028455	246
1991	1	1	1	29	0.044715	246
1991	1	1	1	30	0.04878	246
1991	1	1	1	31	0.036585	246
1991	1	1	1	32	0.01626	246
1991	1	1	1	33	0.012195	246
1991	1	1	1	34	0.00813	246
1991	1	1	1	35	0.00813	246
1991	1	1	1	36	0.004065	246
1991	1	1	1	37	0	246
1991	1	1	1	38	0	246
1991	1	1	1	39	0	246
1991	1	2	2	10	0	61537
1991	1	2	2	11	0	61537
1991	1	2	2	12	0.000829	61537
1991	1	2	2	13	0.000553	61537
1991	1	2	2	14	0.000276	61537
1991	1	2	2	15	0.00013	61537
1991	1	2	2	16	0.000699	61537
1991	1	2	2	17	0.000894	61537
1991	1	2	2	18	0.001869	61537
1991	1	2	2	19	0.000536	61537
1991	1	2	2	20	0.005639	61537
1991	1	2	2	21	0.008076	61537
1991	1	2	2	22	0.013423	61537
1991	1	2	2	23	0.035735	61537
1991	1	2	2	24	0.091132	61537
1991	1	2	2	25	0.174188	61537
1991	1	2	2	26	0.12204	61537
1991	1	2	2	27	0.045696	61537
1991	1	2	2	28	0.046736	61537
1991	1	2	2	29	0.05296	61537
1991	1	2	2	30	0.053123	61537
1991	1	2	2	31	0.093391	61537
1991	1	2	2	32	0.09318	61537
1991	1	2	2	33	0.072704	61537
1991	1	2	2	34	0.037425	61537
1991	1	2	2	35	0.029316	61537
1991	1	2	2	36	0.012952	61537
1991	1	2	2	37	0.006256	61537
1991	1	2	2	38	0.000244	61537
1991	1	2	2	39	0	61537
1991	2	0	0	10	0	10054416
1991	2	0	0	11	0	10054416
1991	2	0	0	12	0	10054416
1991	2	0	0	13	0	10054416
1991	2	0	0	14	0	10054416
1991	2	0	0	15	4.1e-05	10054416
1991	2	0	0	16	0.000336	10054416
1991	2	0	0	17	0.000911	10054416
1991	2	0	0	18	0.00202	10054416
1991	2	0	0	19	0.007805	10054416
1991	2	0	0	20	0.028048	10054416
1991	2	0	0	21	0.065668	10054416
1991	2	0	0	22	0.091419	10054416
1991	2	0	0	23	0.107019	10054416
1991	2	0	0	24	0.181213	10054416
1991	2	0	0	25	0.1632	10054416
1991	2	0	0	26	0.115521	10054416
1991	2	0	0	27	0.08451	10054416
1991	2	0	0	28	0.041864	10054416
1991	2	0	0	29	0.033264	10054416
1991	2	0	0	30	0.030099	10054416
1991	2	0	0	31	0.022519	10054416
1991	2	0	0	32	0.012376	10054416
1991	2	0	0	33	0.005704	10054416
1991	2	0	0	34	0.002282	10054416
1991	2	0	0	35	0.00253	10054416
1991	2	0	0	36	0.001467	10054416
1991	2	0	0	37	6.8e-05	10054416
1991	2	0	0	38	0.000114	10054416
1991	2	0	0	39	0	10054416
1991	2	1	1	10	0	786
1991	2	1	1	11	0	786
1991	2	1	1	12	0	786
1991	2	1	1	13	0	786
1991	2	1	1	14	0	786
1991	2	1	1	15	0.001272	786
1991	2	1	1	16	0.001272	786
1991	2	1	1	17	0.001272	786
1991	2	1	1	18	0.012723	786
1991	2	1	1	19	0.041985	786
1991	2	1	1	20	0.092875	786
1991	2	1	1	21	0.118321	786
1991	2	1	1	22	0.113232	786
1991	2	1	1	23	0.109415	786
1991	2	1	1	24	0.097964	786
1991	2	1	1	25	0.131043	786
1991	2	1	1	26	0.136132	786
1991	2	1	1	27	0.073791	786
1991	2	1	1	28	0.02799	786
1991	2	1	1	29	0.013995	786
1991	2	1	1	30	0.015267	786
1991	2	1	1	31	0.008906	786
1991	2	1	1	32	0.002545	786
1991	2	1	1	33	0	786
1991	2	1	1	34	0	786
1991	2	1	1	35	0	786
1991	2	1	1	36	0	786
1991	2	1	1	37	0	786
1991	2	1	1	38	0	786
1991	2	1	1	39	0	786
1991	2	2	2	10	0	56407
1991	2	2	2	11	0	56407
1991	2	2	2	12	0	56407
1991	2	2	2	13	0	56407
1991	2	2	2	14	0.036308	56407
1991	2	2	2	15	0.040669	56407
1991	2	2	2	16	0.021912	56407
1991	2	2	2	17	0.01647	56407
1991	2	2	2	18	0.032425	56407
1991	2	2	2	19	0.024412	56407
1991	2	2	2	20	0.016275	56407
1991	2	2	2	21	0.005159	56407
1991	2	2	2	22	0.010584	56407
1991	2	2	2	23	0.025529	56407
1991	2	2	2	24	0.041839	56407
1991	2	2	2	25	0.066375	56407
1991	2	2	2	26	0.085238	56407
1991	2	2	2	27	0.070381	56407
1991	2	2	2	28	0.047512	56407
1991	2	2	2	29	0.09607	56407
1991	2	2	2	30	0.044587	56407
1991	2	2	2	31	0.115323	56407
1991	2	2	2	32	0.076161	56407
1991	2	2	2	33	0.060453	56407
1991	2	2	2	34	0.037602	56407
1991	2	2	2	35	0.023224	56407
1991	2	2	2	36	0.004255	56407
1991	2	2	2	37	0.001223	56407
1991	2	2	2	38	1.8e-05	56407
1991	2	2	2	39	0	56407
1991	3	0	0	10	0	12915449
1991	3	0	0	11	0	12915449
1991	3	0	0	12	0	12915449
1991	3	0	0	13	0	12915449
1991	3	0	0	14	0	12915449
1991	3	0	0	15	0	12915449
1991	3	0	0	16	0	12915449
1991	3	0	0	17	5.7e-05	12915449
1991	3	0	0	18	0.00056	12915449
1991	3	0	0	19	0.001106	12915449
1991	3	0	0	20	0.004361	12915449
1991	3	0	0	21	0.026315	12915449
1991	3	0	0	22	0.097127	12915449
1991	3	0	0	23	0.141098	12915449
1991	3	0	0	24	0.188016	12915449
1991	3	0	0	25	0.134063	12915449
1991	3	0	0	26	0.101698	12915449
1991	3	0	0	27	0.094117	12915449
1991	3	0	0	28	0.051357	12915449
1991	3	0	0	29	0.042782	12915449
1991	3	0	0	30	0.028459	12915449
1991	3	0	0	31	0.030067	12915449
1991	3	0	0	32	0.024012	12915449
1991	3	0	0	33	0.018972	12915449
1991	3	0	0	34	0.010345	12915449
1991	3	0	0	35	0.002416	12915449
1991	3	0	0	36	0.002594	12915449
1991	3	0	0	37	0.000452	12915449
1991	3	0	0	38	2.5e-05	12915449
1991	3	0	0	39	0	12915449
1991	3	1	1	10	0	1736
1991	3	1	1	11	0	1736
1991	3	1	1	12	0	1736
1991	3	1	1	13	0	1736
1991	3	1	1	14	0	1736
1991	3	1	1	15	0.00288	1736
1991	3	1	1	16	0.013825	1736
1991	3	1	1	17	0.023041	1736
1991	3	1	1	18	0.016705	1736
1991	3	1	1	19	0.013249	1736
1991	3	1	1	20	0.038018	1736
1991	3	1	1	21	0.13076	1736
1991	3	1	1	22	0.25288	1736
1991	3	1	1	23	0.224078	1736
1991	3	1	1	24	0.106567	1736
1991	3	1	1	25	0.051843	1736
1991	3	1	1	26	0.034562	1736
1991	3	1	1	27	0.027074	1736
1991	3	1	1	28	0.014977	1736
1991	3	1	1	29	0.011521	1736
1991	3	1	1	30	0.010945	1736
1991	3	1	1	31	0.008641	1736
1991	3	1	1	32	0.008641	1736
1991	3	1	1	33	0.006336	1736
1991	3	1	1	34	0.00288	1736
1991	3	1	1	35	0.000576	1736
1991	3	1	1	36	0	1736
1991	3	1	1	37	0	1736
1991	3	1	1	38	0	1736
1991	3	1	1	39	0	1736
1991	3	2	2	10	0	109595
1991	3	2	2	11	0	109595
1991	3	2	2	12	0	109595
1991	3	2	2	13	0	109595
1991	3	2	2	14	0.000712	109595
1991	3	2	2	15	0.00448	109595
1991	3	2	2	16	0.013358	109595
1991	3	2	2	17	0.003358	109595
1991	3	2	2	18	0.01845	109595
1991	3	2	2	19	0.026288	109595
1991	3	2	2	20	0.068078	109595
1991	3	2	2	21	0.066974	109595
1991	3	2	2	22	0.060003	109595
1991	3	2	2	23	0.091117	109595
1991	3	2	2	24	0.106373	109595
1991	3	2	2	25	0.104968	109595
1991	3	2	2	26	0.131411	109595
1991	3	2	2	27	0.077631	109595
1991	3	2	2	28	0.058379	109595
1991	3	2	2	29	0.041681	109595
1991	3	2	2	30	0.023322	109595
1991	3	2	2	31	0.028204	109595
1991	3	2	2	32	0.029956	109595
1991	3	2	2	33	0.026397	109595
1991	3	2	2	34	0.009426	109595
1991	3	2	2	35	0.007163	109595
1991	3	2	2	36	0.001515	109595
1991	3	2	2	37	0.000639	109595
1991	3	2	2	38	0.000119	109595
1991	3	2	2	39	0	109595
1992	0	0	0	10	0	7079010
1992	0	0	0	11	0	7079010
1992	0	0	0	12	0	7079010
1992	0	0	0	13	0	7079010
1992	0	0	0	14	0	7079010
1992	0	0	0	15	0	7079010
1992	0	0	0	16	0.000326	7079010
1992	0	0	0	17	0.000583	7079010
1992	0	0	0	18	0.00076	7079010
1992	0	0	0	19	0.000934	7079010
1992	0	0	0	20	0.001486	7079010
1992	0	0	0	21	0.004175	7079010
1992	0	0	0	22	0.037954	7079010
1992	0	0	0	23	0.132272	7079010
1992	0	0	0	24	0.274904	7079010
1992	0	0	0	25	0.264026	7079010
1992	0	0	0	26	0.130054	7079010
1992	0	0	0	27	0.076255	7079010
1992	0	0	0	28	0.031868	7079010
1992	0	0	0	29	0.020538	7079010
1992	0	0	0	30	0.008489	7079010
1992	0	0	0	31	0.004763	7079010
1992	0	0	0	32	0.003744	7079010
1992	0	0	0	33	0.002033	7079010
1992	0	0	0	34	0.001889	7079010
1992	0	0	0	35	0.001565	7079010
1992	0	0	0	36	0.000867	7079010
1992	0	0	0	37	0.000361	7079010
1992	0	0	0	38	0.000124	7079010
1992	0	0	0	39	1.5e-05	7079010
1992	0	1	1	10	0	1926
1992	0	1	1	11	0	1926
1992	0	1	1	12	0	1926
1992	0	1	1	13	0	1926
1992	0	1	1	14	0.000519	1926
1992	0	1	1	15	0.003115	1926
1992	0	1	1	16	0.007269	1926
1992	0	1	1	17	0.007788	1926
1992	0	1	1	18	0.006231	1926
1992	0	1	1	19	0.010384	1926
1992	0	1	1	20	0.040498	1926
1992	0	1	1	21	0.148494	1926
1992	0	1	1	22	0.26947	1926
1992	0	1	1	23	0.233126	1926
1992	0	1	1	24	0.126687	1926
1992	0	1	1	25	0.056594	1926
1992	0	1	1	26	0.020768	1926
1992	0	1	1	27	0.018692	1926
1992	0	1	1	28	0.011942	1926
1992	0	1	1	29	0.010903	1926
1992	0	1	1	30	0.011423	1926
1992	0	1	1	31	0.009346	1926
1992	0	1	1	32	0.005192	1926
1992	0	1	1	33	0.001558	1926
1992	0	1	1	34	0	1926
1992	0	1	1	35	0	1926
1992	0	1	1	36	0	1926
1992	0	1	1	37	0	1926
1992	0	1	1	38	0	1926
1992	0	1	1	39	0	1926
1992	0	2	2	10	0	24457
1992	0	2	2	11	0	24457
1992	0	2	2	12	0.000164	24457
1992	0	2	2	13	0.000736	24457
1992	0	2	2	14	0.000654	24457
1992	0	2	2	15	0.000123	24457
1992	0	2	2	16	0.000123	24457
1992	0	2	2	17	0	24457
1992	0	2	2	18	0.002862	24457
1992	0	2	2	19	0.006992	24457
1992	0	2	2	20	0.033242	24457
1992	0	2	2	21	0.075275	24457
1992	0	2	2	22	0.054381	24457
1992	0	2	2	23	0.077933	24457
1992	0	2	2	24	0.06722	24457
1992	0	2	2	25	0.070246	24457
1992	0	2	2	26	0.07736	24457
1992	0	2	2	27	0.045672	24457
1992	0	2	2	28	0.061128	24457
1992	0	2	2	29	0.056957	24457
1992	0	2	2	30	0.075807	24457
1992	0	2	2	31	0.088482	24457
1992	0	2	2	32	0.076175	24457
1992	0	2	2	33	0.068242	24457
1992	0	2	2	34	0.030298	24457
1992	0	2	2	35	0.022897	24457
1992	0	2	2	36	0.004171	24457
1992	0	2	2	37	0.001881	24457
1992	0	2	2	38	0.000981	24457
1992	0	2	2	39	0	24457
1992	1	0	0	10	0	9439607
1992	1	0	0	11	0	9439607
1992	1	0	0	12	0	9439607
1992	1	0	0	13	0	9439607
1992	1	0	0	14	0	9439607
1992	1	0	0	15	0	9439607
1992	1	0	0	16	0.00117	9439607
1992	1	0	0	17	0.005377	9439607
1992	1	0	0	18	0.008611	9439607
1992	1	0	0	19	0.007813	9439607
1992	1	0	0	20	0.011697	9439607
1992	1	0	0	21	0.0162	9439607
1992	1	0	0	22	0.026133	9439607
1992	1	0	0	23	0.057658	9439607
1992	1	0	0	24	0.156599	9439607
1992	1	0	0	25	0.2976	9439607
1992	1	0	0	26	0.214933	9439607
1992	1	0	0	27	0.111154	9439607
1992	1	0	0	28	0.041442	9439607
1992	1	0	0	29	0.019815	9439607
1992	1	0	0	30	0.009598	9439607
1992	1	0	0	31	0.005452	9439607
1992	1	0	0	32	0.003782	9439607
1992	1	0	0	33	0.001528	9439607
1992	1	0	0	34	0.000664	9439607
1992	1	0	0	35	0.00075	9439607
1992	1	0	0	36	0.000294	9439607
1992	1	0	0	37	0.000438	9439607
1992	1	0	0	38	0.001115	9439607
1992	1	0	0	39	0.000176	9439607
1992	1	0	2	10	0	310
1992	1	0	2	11	0	310
1992	1	0	2	12	0	310
1992	1	0	2	13	0	310
1992	1	0	2	14	0	310
1992	1	0	2	15	0	310
1992	1	0	2	16	0.003226	310
1992	1	0	2	17	0.006452	310
1992	1	0	2	18	0.003226	310
1992	1	0	2	19	0	310
1992	1	0	2	20	0	310
1992	1	0	2	21	0	310
1992	1	0	2	22	0	310
1992	1	0	2	23	0	310
1992	1	0	2	24	0.032258	310
1992	1	0	2	25	0.045161	310
1992	1	0	2	26	0.070968	310
1992	1	0	2	27	0.13871	310
1992	1	0	2	28	0.119355	310
1992	1	0	2	29	0.051613	310
1992	1	0	2	30	0.06129	310
1992	1	0	2	31	0.080645	310
1992	1	0	2	32	0.119355	310
1992	1	0	2	33	0.141935	310
1992	1	0	2	34	0.080645	310
1992	1	0	2	35	0.025806	310
1992	1	0	2	36	0.003226	310
1992	1	0	2	37	0.003226	310
1992	1	0	2	38	0.003226	310
1992	1	0	2	39	0.006452	310
1992	1	1	1	10	0	1740
1992	1	1	1	11	0	1740
1992	1	1	1	12	0	1740
1992	1	1	1	13	0	1740
1992	1	1	1	14	0	1740
1992	1	1	1	15	0	1740
1992	1	1	1	16	0	1740
1992	1	1	1	17	0.001149	1740
1992	1	1	1	18	0.002874	1740
1992	1	1	1	19	0.006322	1740
1992	1	1	1	20	0.015517	1740
1992	1	1	1	21	0.05	1740
1992	1	1	1	22	0.164368	1740
1992	1	1	1	23	0.252299	1740
1992	1	1	1	24	0.222414	1740
1992	1	1	1	25	0.113218	1740
1992	1	1	1	26	0.027011	1740
1992	1	1	1	27	0.017816	1740
1992	1	1	1	28	0.013793	1740
1992	1	1	1	29	0.011494	1740
1992	1	1	1	30	0.017816	1740
1992	1	1	1	31	0.022414	1740
1992	1	1	1	32	0.021264	1740
1992	1	1	1	33	0.017816	1740
1992	1	1	1	34	0.012644	1740
1992	1	1	1	35	0.006897	1740
1992	1	1	1	36	0.002299	1740
1992	1	1	1	37	0.000575	1740
1992	1	1	1	38	0	1740
1992	1	1	1	39	0	1740
1992	1	2	2	10	0	36097
1992	1	2	2	11	0	36097
1992	1	2	2	12	0	36097
1992	1	2	2	13	0	36097
1992	1	2	2	14	0	36097
1992	1	2	2	15	0.000471	36097
1992	1	2	2	16	0.000693	36097
1992	1	2	2	17	0.002327	36097
1992	1	2	2	18	0.028479	36097
1992	1	2	2	19	0.017204	36097
1992	1	2	2	20	0.039255	36097
1992	1	2	2	21	0.046292	36097
1992	1	2	2	22	0.030113	36097
1992	1	2	2	23	0.068731	36097
1992	1	2	2	24	0.077846	36097
1992	1	2	2	25	0.086101	36097
1992	1	2	2	26	0.076156	36097
1992	1	2	2	27	0.031111	36097
1992	1	2	2	28	0.045627	36097
1992	1	2	2	29	0.04837	36097
1992	1	2	2	30	0.060587	36097
1992	1	2	2	31	0.092418	36097
1992	1	2	2	32	0.083747	36097
1992	1	2	2	33	0.070948	36097
1992	1	2	2	34	0.038203	36097
1992	1	2	2	35	0.044242	36097
1992	1	2	2	36	0.006926	36097
1992	1	2	2	37	0.004128	36097
1992	1	2	2	38	0	36097
1992	1	2	2	39	2.8e-05	36097
1992	2	0	0	10	0	8314077
1992	2	0	0	11	0	8314077
1992	2	0	0	12	0	8314077
1992	2	0	0	13	0	8314077
1992	2	0	0	14	0	8314077
1992	2	0	0	15	0	8314077
1992	2	0	0	16	0.000292	8314077
1992	2	0	0	17	0.003101	8314077
1992	2	0	0	18	0.011806	8314077
1992	2	0	0	19	0.014978	8314077
1992	2	0	0	20	0.010969	8314077
1992	2	0	0	21	0.022705	8314077
1992	2	0	0	22	0.051585	8314077
1992	2	0	0	23	0.079189	8314077
1992	2	0	0	24	0.117393	8314077
1992	2	0	0	25	0.148779	8314077
1992	2	0	0	26	0.113952	8314077
1992	2	0	0	27	0.086486	8314077
1992	2	0	0	28	0.064809	8314077
1992	2	0	0	29	0.071912	8314077
1992	2	0	0	30	0.068259	8314077
1992	2	0	0	31	0.073157	8314077
1992	2	0	0	32	0.042434	8314077
1992	2	0	0	33	0.01132	8314077
1992	2	0	0	34	0.004366	8314077
1992	2	0	0	35	0.00146	8314077
1992	2	0	0	36	0.000836	8314077
1992	2	0	0	37	0.000119	8314077
1992	2	0	0	38	9.3e-05	8314077
1992	2	0	0	39	0	8314077
1992	2	0	2	10	0	400
1992	2	0	2	11	0	400
1992	2	0	2	12	0	400
1992	2	0	2	13	0	400
1992	2	0	2	14	0	400
1992	2	0	2	15	0	400
1992	2	0	2	16	0	400
1992	2	0	2	17	0	400
1992	2	0	2	18	0.0025	400
1992	2	0	2	19	0.0025	400
1992	2	0	2	20	0	400
1992	2	0	2	21	0.0025	400
1992	2	0	2	22	0.015	400
1992	2	0	2	23	0.02	400
1992	2	0	2	24	0.0325	400
1992	2	0	2	25	0.0425	400
1992	2	0	2	26	0.0575	400
1992	2	0	2	27	0.105	400
1992	2	0	2	28	0.1125	400
1992	2	0	2	29	0.07	400
1992	2	0	2	30	0.0725	400
1992	2	0	2	31	0.08	400
1992	2	0	2	32	0.0775	400
1992	2	0	2	33	0.075	400
1992	2	0	2	34	0.05	400
1992	2	0	2	35	0.0575	400
1992	2	0	2	36	0.0525	400
1992	2	0	2	37	0.035	400
1992	2	0	2	38	0.025	400
1992	2	0	2	39	0.01	400
1992	2	1	1	10	0	2240
1992	2	1	1	11	0	2240
1992	2	1	1	12	0	2240
1992	2	1	1	13	0	2240
1992	2	1	1	14	0	2240
1992	2	1	1	15	0.001786	2240
1992	2	1	1	16	0.002232	2240
1992	2	1	1	17	0.003125	2240
1992	2	1	1	18	0.008482	2240
1992	2	1	1	19	0.014286	2240
1992	2	1	1	20	0.054464	2240
1992	2	1	1	21	0.117411	2240
1992	2	1	1	22	0.170982	2240
1992	2	1	1	23	0.193304	2240
1992	2	1	1	24	0.191518	2240
1992	2	1	1	25	0.114286	2240
1992	2	1	1	26	0.026786	2240
1992	2	1	1	27	0.01875	2240
1992	2	1	1	28	0.012946	2240
1992	2	1	1	29	0.013839	2240
1992	2	1	1	30	0.018304	2240
1992	2	1	1	31	0.013839	2240
1992	2	1	1	32	0.011161	2240
1992	2	1	1	33	0.008482	2240
1992	2	1	1	34	0.003125	2240
1992	2	1	1	35	0.000893	2240
1992	2	1	1	36	0	2240
1992	2	1	1	37	0	2240
1992	2	1	1	38	0	2240
1992	2	1	1	39	0	2240
1992	2	2	2	10	0	52577
1992	2	2	2	11	0.000552	52577
1992	2	2	2	12	3.8e-05	52577
1992	2	2	2	13	0.00097	52577
1992	2	2	2	14	0.008274	52577
1992	2	2	2	15	0.009586	52577
1992	2	2	2	16	0.002035	52577
1992	2	2	2	17	0.008844	52577
1992	2	2	2	18	0.03899	52577
1992	2	2	2	19	0.021416	52577
1992	2	2	2	20	0.050022	52577
1992	2	2	2	21	0.079217	52577
1992	2	2	2	22	0.039028	52577
1992	2	2	2	23	0.036879	52577
1992	2	2	2	24	0.039504	52577
1992	2	2	2	25	0.043346	52577
1992	2	2	2	26	0.114404	52577
1992	2	2	2	27	0.068547	52577
1992	2	2	2	28	0.109744	52577
1992	2	2	2	29	0.079807	52577
1992	2	2	2	30	0.07625	52577
1992	2	2	2	31	0.026951	52577
1992	2	2	2	32	0.019914	52577
1992	2	2	2	33	0.020655	52577
1992	2	2	2	34	0.044221	52577
1992	2	2	2	35	0.041368	52577
1992	2	2	2	36	0.011849	52577
1992	2	2	2	37	0.007266	52577
1992	2	2	2	38	0.000247	52577
1992	2	2	2	39	7.6e-05	52577
1992	3	0	0	10	0	9963482
1992	3	0	0	11	0	9963482
1992	3	0	0	12	0	9963482
1992	3	0	0	13	0	9963482
1992	3	0	0	14	0	9963482
1992	3	0	0	15	0	9963482
1992	3	0	0	16	0.000212	9963482
1992	3	0	0	17	0.001387	9963482
1992	3	0	0	18	0.004882	9963482
1992	3	0	0	19	0.007519	9963482
1992	3	0	0	20	0.011157	9963482
1992	3	0	0	21	0.02168	9963482
1992	3	0	0	22	0.05138	9963482
1992	3	0	0	23	0.082008	9963482
1992	3	0	0	24	0.101118	9963482
1992	3	0	0	25	0.100878	9963482
