year	quarter	region	method	class	proportion	size
2000	0	2	1	15	0.00189	30158
2000	0	2	1	16	0.000696	30158
2000	0	2	1	17	0.001161	30158
2000	0	2	1	18	0.002321	30158
2000	0	2	1	19	0.0064	30158
2000	0	2	1	20	0.016414	30158
2000	0	2	1	21	0.00945	30158
2000	0	2	1	22	0.014126	30158
2000	0	2	1	23	0.026229	30158
2000	0	2	1	24	0.044134	30158
2000	0	2	1	25	0.09679	30158
2000	0	2	1	26	0.067677	30158
2000	0	2	1	27	0.057995	30158
2000	0	2	1	28	0.073082	30158
2000	0	2	1	29	0.108761	30158
2000	0	2	1	30	0.122521	30158
2000	0	2	1	31	0.099476	30158
2000	0	2	1	32	0.096658	30158
2000	0	2	1	33	0.079117	30158
2000	0	2	1	34	0.049838	30158
2000	0	2	1	35	0.018834	30158
2000	0	2	1	36	0.004808	30158
2000	0	2	1	37	0.000696	30158
2000	0	2	1	38	0	30158
2000	0	2	1	39	3.3e-05	30158
2000	0	3	0	10	0	36416
2000	0	3	0	11	0	36416
2000	0	3	0	12	0	36416
2000	0	3	0	13	0	36416
2000	0	3	0	14	0	36416
2000	0	3	0	15	0	36416
2000	0	3	0	16	0	36416
2000	0	3	0	17	0.000549	36416
2000	0	3	0	18	0.004311	36416
2000	0	3	0	19	0.009913	36416
2000	0	3	0	20	0.021721	36416
2000	0	3	0	21	0.027049	36416
2000	0	3	0	22	0.075022	36416
2000	0	3	0	23	0.255602	36416
2000	0	3	0	24	0.306761	36416
2000	0	3	0	25	0.151774	36416
2000	0	3	0	26	0.039708	36416
2000	0	3	0	27	0.018838	36416
2000	0	3	0	28	0.021611	36416
2000	0	3	0	29	0.028559	36416
2000	0	3	0	30	0.016943	36416
2000	0	3	0	31	0.014252	36416
2000	0	3	0	32	0.003185	36416
2000	0	3	0	33	0.0014	36416
2000	0	3	0	34	0.0014	36416
2000	0	3	0	35	0.0014	36416
2000	0	3	0	36	0	36416
2000	0	3	0	37	0	36416
2000	0	3	0	38	0	36416
2000	0	3	0	39	0	36416
2000	1	0	0	10	0	4478944
2000	1	0	0	11	0	4478944
2000	1	0	0	12	0	4478944
2000	1	0	0	13	0	4478944
2000	1	0	0	14	0	4478944
2000	1	0	0	15	0	4478944
2000	1	0	0	16	0.001068	4478944
2000	1	0	0	17	0	4478944
2000	1	0	0	18	0.00301	4478944
2000	1	0	0	19	0.021567	4478944
2000	1	0	0	20	0.019144	4478944
2000	1	0	0	21	0.010904	4478944
2000	1	0	0	22	0.053774	4478944
2000	1	0	0	23	0.172528	4478944
2000	1	0	0	24	0.370066	4478944
2000	1	0	0	25	0.227178	4478944
2000	1	0	0	26	0.065626	4478944
2000	1	0	0	27	0.020477	4478944
2000	1	0	0	28	0.018804	4478944
2000	1	0	0	29	0.005611	4478944
2000	1	0	0	30	0.005575	4478944
2000	1	0	0	31	0.001341	4478944
2000	1	0	0	32	0.002424	4478944
2000	1	0	0	33	0.000314	4478944
2000	1	0	0	34	0	4478944
2000	1	0	0	35	0.000136	4478944
2000	1	0	0	36	0	4478944
2000	1	0	0	37	0.000451	4478944
2000	1	0	0	38	0	4478944
2000	1	0	0	39	0	4478944
2000	1	1	0	10	0	8878230
2000	1	1	0	11	0	8878230
2000	1	1	0	12	0	8878230
2000	1	1	0	13	0	8878230
2000	1	1	0	14	0	8878230
2000	1	1	0	15	0	8878230
2000	1	1	0	16	0.000507	8878230
2000	1	1	0	17	0.000829	8878230
2000	1	1	0	18	0.003581	8878230
2000	1	1	0	19	0.018433	8878230
2000	1	1	0	20	0.025651	8878230
2000	1	1	0	21	0.041719	8878230
2000	1	1	0	22	0.056272	8878230
2000	1	1	0	23	0.114507	8878230
2000	1	1	0	24	0.202677	8878230
2000	1	1	0	25	0.150854	8878230
2000	1	1	0	26	0.069099	8878230
2000	1	1	0	27	0.04281	8878230
2000	1	1	0	28	0.055904	8878230
2000	1	1	0	29	0.040375	8878230
2000	1	1	0	30	0.046279	8878230
2000	1	1	0	31	0.049576	8878230
2000	1	1	0	32	0.047743	8878230
2000	1	1	0	33	0.022228	8878230
2000	1	1	0	34	0.007249	8878230
2000	1	1	0	35	0.002862	8878230
2000	1	1	0	36	0	8878230
2000	1	1	0	37	0.000845	8878230
2000	1	1	0	38	0	8878230
2000	1	1	0	39	0	8878230
2000	1	2	1	10	0.002594	17732
2000	1	2	1	11	0.001748	17732
2000	1	2	1	12	0.002256	17732
2000	1	2	1	13	0.001015	17732
2000	1	2	1	14	0.001297	17732
2000	1	2	1	15	0.005245	17732
2000	1	2	1	16	0.003722	17732
2000	1	2	1	17	0.00344	17732
2000	1	2	1	18	0.008121	17732
2000	1	2	1	19	0.008065	17732
2000	1	2	1	20	0.018554	17732
2000	1	2	1	21	0.011053	17732
2000	1	2	1	22	0.006316	17732
2000	1	2	1	23	0.021994	17732
2000	1	2	1	24	0.037728	17732
2000	1	2	1	25	0.092093	17732
2000	1	2	1	26	0.079517	17732
2000	1	2	1	27	0.066039	17732
2000	1	2	1	28	0.051207	17732
2000	1	2	1	29	0.048556	17732
2000	1	2	1	30	0.096323	17732
2000	1	2	1	31	0.087807	17732
2000	1	2	1	32	0.129991	17732
2000	1	2	1	33	0.139014	17732
2000	1	2	1	34	0.06102	17732
2000	1	2	1	35	0.013422	17732
2000	1	2	1	36	0.001579	17732
2000	1	2	1	37	0.000282	17732
2000	1	2	1	38	0	17732
2000	1	2	1	39	0	17732
2000	2	1	0	10	0	15127397
2000	2	1	0	11	0	15127397
2000	2	1	0	12	0	15127397
2000	2	1	0	13	0	15127397
2000	2	1	0	14	0	15127397
2000	2	1	0	15	0	15127397
2000	2	1	0	16	0.00284	15127397
2000	2	1	0	17	0.002566	15127397
2000	2	1	0	18	0.015609	15127397
2000	2	1	0	19	0.041362	15127397
2000	2	1	0	20	0.082953	15127397
2000	2	1	0	21	0.09941	15127397
2000	2	1	0	22	0.077383	15127397
2000	2	1	0	23	0.070446	15127397
2000	2	1	0	24	0.053193	15127397
2000	2	1	0	25	0.062892	15127397
2000	2	1	0	26	0.058458	15127397
2000	2	1	0	27	0.068388	15127397
2000	2	1	0	28	0.075573	15127397
2000	2	1	0	29	0.046478	15127397
2000	2	1	0	30	0.042977	15127397
2000	2	1	0	31	0.041908	15127397
2000	2	1	0	32	0.044611	15127397
2000	2	1	0	33	0.051905	15127397
2000	2	1	0	34	0.043019	15127397
2000	2	1	0	35	0.015864	15127397
2000	2	1	0	36	0.00211	15127397
2000	2	1	0	37	5.7e-05	15127397
2000	2	1	0	38	0	15127397
2000	2	1	0	39	0	15127397
2000	2	2	1	10	0.001183	16902
2000	2	2	1	11	0.002307	16902
2000	2	2	1	12	0.001065	16902
2000	2	2	1	13	0.001479	16902
2000	2	2	1	14	0.001361	16902
2000	2	2	1	15	0.013963	16902
2000	2	2	1	16	0.013608	16902
2000	2	2	1	17	0.022838	16902
2000	2	2	1	18	0.033251	16902
2000	2	2	1	19	0.03686	16902
2000	2	2	1	20	0.089339	16902
2000	2	2	1	21	0.083836	16902
2000	2	2	1	22	0.083895	16902
2000	2	2	1	23	0.091764	16902
2000	2	2	1	24	0.095255	16902
2000	2	2	1	25	0.078452	16902
2000	2	2	1	26	0.03893	16902
2000	2	2	1	27	0.03118	16902
2000	2	2	1	28	0.017749	16902
2000	2	2	1	29	0.021122	16902
2000	2	2	1	30	0.034375	16902
2000	2	2	1	31	0.043959	16902
2000	2	2	1	32	0.090344	16902
2000	2	2	1	33	0.053544	16902
2000	2	2	1	34	0.016152	16902
2000	2	2	1	35	0.002189	16902
2000	2	2	1	36	0	16902
2000	2	2	1	37	0	16902
2000	2	2	1	38	0	16902
2000	2	2	1	39	0	16902
2000	3	0	0	10	0	3094
2000	3	0	0	11	0	3094
2000	3	0	0	12	0	3094
2000	3	0	0	13	0	3094
2000	3	0	0	14	0	3094
2000	3	0	0	15	0	3094
2000	3	0	0	16	0	3094
2000	3	0	0	17	0	3094
2000	3	0	0	18	0	3094
2000	3	0	0	19	0.014544	3094
2000	3	0	0	20	0.033613	3094
2000	3	0	0	21	0.096639	3094
2000	3	0	0	22	0.1351	3094
2000	3	0	0	23	0.155139	3094
2000	3	0	0	24	0.156755	3094
2000	3	0	0	25	0.045572	3094
2000	3	0	0	26	0.126374	3094
2000	3	0	0	27	0.181642	3094
2000	3	0	0	28	0.040078	3094
2000	3	0	0	29	0.004848	3094
2000	3	0	0	30	0.004848	3094
2000	3	0	0	31	0	3094
2000	3	0	0	32	0	3094
2000	3	0	0	33	0	3094
2000	3	0	0	34	0	3094
2000	3	0	0	35	0.004848	3094
2000	3	0	0	36	0	3094
2000	3	0	0	37	0	3094
2000	3	0	0	38	0	3094
2000	3	0	0	39	0	3094
2000	3	1	0	10	0	17167931
2000	3	1	0	11	0	17167931
2000	3	1	0	12	0	17167931
2000	3	1	0	13	0	17167931
2000	3	1	0	14	0	17167931
2000	3	1	0	15	0	17167931
2000	3	1	0	16	0.003647	17167931
2000	3	1	0	17	0.002249	17167931
2000	3	1	0	18	0.01825	17167931
2000	3	1	0	19	0.046269	17167931
2000	3	1	0	20	0.094059	17167931
2000	3	1	0	21	0.102075	17167931
2000	3	1	0	22	0.082468	17167931
2000	3	1	0	23	0.065528	17167931
2000	3	1	0	24	0.04379	17167931
2000	3	1	0	25	0.051433	17167931
2000	3	1	0	26	0.053852	17167931
2000	3	1	0	27	0.068228	17167931
2000	3	1	0	28	0.073424	17167931
2000	3	1	0	29	0.042385	17167931
2000	3	1	0	30	0.038721	17167931
2000	3	1	0	31	0.033454	17167931
2000	3	1	0	32	0.045521	17167931
2000	3	1	0	33	0.059567	17167931
2000	3	1	0	34	0.052472	17167931
2000	3	1	0	35	0.019917	17167931
2000	3	1	0	36	0.002692	17167931
2000	3	1	0	37	0	17167931
2000	3	1	0	38	0	17167931
2000	3	1	0	39	0	17167931
2000	3	2	1	10	0.00025	19963
2000	3	2	1	11	1e-04	19963
2000	3	2	1	12	0	19963
2000	3	2	1	13	0.00025	19963
2000	3	2	1	14	0.000551	19963
2000	3	2	1	15	0.006011	19963
2000	3	2	1	16	0.004007	19963
2000	3	2	1	17	0.00521	19963
2000	3	2	1	18	0.016581	19963
2000	3	2	1	19	0.016631	19963
2000	3	2	1	20	0.043881	19963
2000	3	2	1	21	0.033662	19963
2000	3	2	1	22	0.046135	19963
2000	3	2	1	23	0.079197	19963
2000	3	2	1	24	0.110204	19963
2000	3	2	1	25	0.146471	19963
2000	3	2	1	26	0.101538	19963
2000	3	2	1	27	0.104944	19963
2000	3	2	1	28	0.036167	19963
2000	3	2	1	29	0.017583	19963
2000	3	2	1	30	0.041026	19963
2000	3	2	1	31	0.050493	19963
2000	3	2	1	32	0.073336	19963
2000	3	2	1	33	0.050844	19963
2000	3	2	1	34	0.013525	19963
2000	3	2	1	35	0.001353	19963
2000	3	2	1	36	0	19963
2000	3	2	1	37	0	19963
2000	3	2	1	38	0	19963
2000	3	2	1	39	5e-05	19963
2000	3	3	0	10	0	37087
2000	3	3	0	11	0	37087
2000	3	3	0	12	0	37087
2000	3	3	0	13	0	37087
2000	3	3	0	14	0	37087
2000	3	3	0	15	0	37087
2000	3	3	0	16	0.003667	37087
2000	3	3	0	17	0.002049	37087
2000	3	3	0	18	0.016798	37087
2000	3	3	0	19	0.044436	37087
2000	3	3	0	20	0.091488	37087
2000	3	3	0	21	0.102327	37087
2000	3	3	0	22	0.081673	37087
2000	3	3	0	23	0.068083	37087
2000	3	3	0	24	0.045029	37087
2000	3	3	0	25	0.055006	37087
2000	3	3	0	26	0.057756	37087
2000	3	3	0	27	0.075202	37087
2000	3	3	0	28	0.082697	37087
2000	3	3	0	29	0.048669	37087
2000	3	3	0	30	0.038315	37087
2000	3	3	0	31	0.032788	37087
2000	3	3	0	32	0.040688	37087
2000	3	3	0	33	0.051959	37087
2000	3	3	0	34	0.044787	37087
2000	3	3	0	35	0.015127	37087
2000	3	3	0	36	0.001456	37087
2000	3	3	0	37	0	37087
2000	3	3	0	38	0	37087
2000	3	3	0	39	0	37087
2001	0	0	0	10	0	2233922
2001	0	0	0	11	0	2233922
2001	0	0	0	12	0	2233922
2001	0	0	0	13	0	2233922
2001	0	0	0	14	0	2233922
2001	0	0	0	15	0	2233922
2001	0	0	0	16	8.9e-05	2233922
2001	0	0	0	17	5.9e-05	2233922
2001	0	0	0	18	4.9e-05	2233922
2001	0	0	0	19	0.000809	2233922
2001	0	0	0	20	0.003695	2233922
2001	0	0	0	21	0.036936	2233922
2001	0	0	0	22	0.259195	2233922
2001	0	0	0	23	0.390107	2233922
2001	0	0	0	24	0.190933	2233922
2001	0	0	0	25	0.044153	2233922
2001	0	0	0	26	0.022365	2233922
2001	0	0	0	27	0.009213	2233922
2001	0	0	0	28	0.011273	2233922
2001	0	0	0	29	0.013122	2233922
2001	0	0	0	30	0.008431	2233922
2001	0	0	0	31	0.003827	2233922
2001	0	0	0	32	0.001659	2233922
2001	0	0	0	33	0.002087	2233922
2001	0	0	0	34	0.001371	2233922
2001	0	0	0	35	0.000577	2233922
2001	0	0	0	36	5.1e-05	2233922
2001	0	0	0	37	0	2233922
2001	0	0	0	38	0	2233922
2001	0	0	0	39	0	2233922
2001	0	1	0	10	0	6708838
2001	0	1	0	11	0	6708838
2001	0	1	0	12	0	6708838
2001	0	1	0	13	0	6708838
2001	0	1	0	14	0	6708838
2001	0	1	0	15	0	6708838
2001	0	1	0	16	0.001283	6708838
2001	0	1	0	17	0.00235	6708838
2001	0	1	0	18	0.010473	6708838
2001	0	1	0	19	0.024816	6708838
2001	0	1	0	20	0.061327	6708838
2001	0	1	0	21	0.090135	6708838
2001	0	1	0	22	0.106191	6708838
2001	0	1	0	23	0.103797	6708838
2001	0	1	0	24	0.065417	6708838
2001	0	1	0	25	0.047616	6708838
2001	0	1	0	26	0.036807	6708838
2001	0	1	0	27	0.060741	6708838
2001	0	1	0	28	0.078828	6708838
2001	0	1	0	29	0.107385	6708838
2001	0	1	0	30	0.098284	6708838
2001	0	1	0	31	0.04949	6708838
2001	0	1	0	32	0.017738	6708838
2001	0	1	0	33	0.015909	6708838
2001	0	1	0	34	0.01373	6708838
2001	0	1	0	35	0.006478	6708838
2001	0	1	0	36	0.001206	6708838
2001	0	1	0	37	0	6708838
2001	0	1	0	38	0	6708838
2001	0	1	0	39	0	6708838
2001	0	2	1	10	0.000465	23660
2001	0	2	1	11	8.5e-05	23660
2001	0	2	1	12	0	23660
2001	0	2	1	13	0.004353	23660
2001	0	2	1	14	0.005579	23660
2001	0	2	1	15	0.011623	23660
2001	0	2	1	16	0.014624	23660
2001	0	2	1	17	0.013652	23660
2001	0	2	1	18	0.014286	23660
2001	0	2	1	19	0.006805	23660
2001	0	2	1	20	0.02836	23660
2001	0	2	1	21	0.015469	23660
2001	0	2	1	22	0.025486	23660
2001	0	2	1	23	0.064286	23660
2001	0	2	1	24	0.084742	23660
2001	0	2	1	25	0.136898	23660
2001	0	2	1	26	0.101691	23660
2001	0	2	1	27	0.082164	23660
2001	0	2	1	28	0.062088	23660
2001	0	2	1	29	0.025232	23660
2001	0	2	1	30	0.03694	23660
2001	0	2	1	31	0.035207	23660
2001	0	2	1	32	0.081276	23660
2001	0	2	1	33	0.076289	23660
2001	0	2	1	34	0.04497	23660
2001	0	2	1	35	0.020921	23660
2001	0	2	1	36	0.005706	23660
2001	0	2	1	37	0.000719	23660
2001	0	2	1	38	0	23660
2001	0	2	1	39	0	23660
2001	1	0	0	10	0	6263779
2001	1	0	0	11	0	6263779
2001	1	0	0	12	0	6263779
2001	1	0	0	13	0	6263779
2001	1	0	0	14	0	6263779
2001	1	0	0	15	0.000186	6263779
2001	1	0	0	16	0.000289	6263779
2001	1	0	0	17	0.001086	6263779
2001	1	0	0	18	0.001408	6263779
2001	1	0	0	19	0.002597	6263779
2001	1	0	0	20	0.007915	6263779
2001	1	0	0	21	0.025809	6263779
2001	1	0	0	22	0.120882	6263779
2001	1	0	0	23	0.31214	6263779
2001	1	0	0	24	0.288287	6263779
2001	1	0	0	25	0.134457	6263779
2001	1	0	0	26	0.046251	6263779
2001	1	0	0	27	0.034227	6263779
2001	1	0	0	28	0.013508	6263779
2001	1	0	0	29	0.007022	6263779
2001	1	0	0	30	0.002782	6263779
2001	1	0	0	31	0.000129	6263779
2001	1	0	0	32	0.000151	6263779
2001	1	0	0	33	0.000253	6263779
2001	1	0	0	34	0.000355	6263779
2001	1	0	0	35	0	6263779
2001	1	0	0	36	0.000266	6263779
2001	1	0	0	37	0	6263779
2001	1	0	0	38	0	6263779
2001	1	0	0	39	0	6263779
2001	1	1	0	10	0	3190133
2001	1	1	0	11	0	3190133
2001	1	1	0	12	0	3190133
2001	1	1	0	13	0	3190133
2001	1	1	0	14	0	3190133
2001	1	1	0	15	0	3190133
2001	1	1	0	16	0	3190133
2001	1	1	0	17	0.003295	3190133
2001	1	1	0	18	0.020006	3190133
2001	1	1	0	19	0.059116	3190133
2001	1	1	0	20	0.101679	3190133
2001	1	1	0	21	0.11165	3190133
2001	1	1	0	22	0.128788	3190133
2001	1	1	0	23	0.116498	3190133
2001	1	1	0	24	0.096949	3190133
2001	1	1	0	25	0.074322	3190133
2001	1	1	0	26	0.046509	3190133
2001	1	1	0	27	0.040694	3190133
2001	1	1	0	28	0.052421	3190133
2001	1	1	0	29	0.049356	3190133
2001	1	1	0	30	0.041176	3190133
2001	1	1	0	31	0.022194	3190133
2001	1	1	0	32	0.007492	3190133
2001	1	1	0	33	0.007261	3190133
2001	1	1	0	34	0.007894	3190133
2001	1	1	0	35	0.008064	3190133
2001	1	1	0	36	0.003971	3190133
2001	1	1	0	37	0.000666	3190133
2001	1	1	0	38	0	3190133
2001	1	1	0	39	0	3190133
2001	1	2	1	10	0.000148	13504
2001	1	2	1	11	0	13504
2001	1	2	1	12	0	13504
2001	1	2	1	13	0.000222	13504
2001	1	2	1	14	0.000592	13504
2001	1	2	1	15	0.026214	13504
2001	1	2	1	16	0.017773	13504
2001	1	2	1	17	0.025918	13504
2001	1	2	1	18	0.029843	13504
2001	1	2	1	19	0.036508	13504
2001	1	2	1	20	0.067313	13504
2001	1	2	1	21	0.066055	13504
2001	1	2	1	22	0.053762	13504
2001	1	2	1	23	0.117447	13504
2001	1	2	1	24	0.079014	13504
2001	1	2	1	25	0.097156	13504
2001	1	2	1	26	0.069609	13504
2001	1	2	1	27	0.050355	13504
2001	1	2	1	28	0.01755	13504
2001	1	2	1	29	0.004591	13504
2001	1	2	1	30	0.010664	13504
2001	1	2	1	31	0.011996	13504
2001	1	2	1	32	0.042358	13504
2001	1	2	1	33	0.069757	13504
2001	1	2	1	34	0.056132	13504
2001	1	2	1	35	0.033101	13504
2001	1	2	1	36	0.012811	13504
2001	1	2	1	37	0.00311	13504
2001	1	2	1	38	0	13504
2001	1	2	1	39	0	13504
2001	2	1	0	10	0	22794918
2001	2	1	0	11	0	22794918
2001	2	1	0	12	0	22794918
2001	2	1	0	13	0	22794918
2001	2	1	0	14	0	22794918
2001	2	1	0	15	0	22794918
2001	2	1	0	16	0.000382	22794918
2001	2	1	0	17	0.001923	22794918
2001	2	1	0	18	0.00739	22794918
2001	2	1	0	19	0.017484	22794918
2001	2	1	0	20	0.045994	22794918
2001	2	1	0	21	0.113147	22794918
2001	2	1	0	22	0.146055	22794918
2001	2	1	0	23	0.158468	22794918
2001	2	1	0	24	0.132206	22794918
2001	2	1	0	25	0.103248	22794918
2001	2	1	0	26	0.067015	22794918
2001	2	1	0	27	0.042892	22794918
2001	2	1	0	28	0.029529	22794918
2001	2	1	0	29	0.030566	22794918
2001	2	1	0	30	0.024561	22794918
2001	2	1	0	31	0.024948	22794918
2001	2	1	0	32	0.025405	22794918
2001	2	1	0	33	0.015663	22794918
2001	2	1	0	34	0.008682	22794918
2001	2	1	0	35	0.003317	22794918
2001	2	1	0	36	0.000966	22794918
2001	2	1	0	37	0.000111	22794918
2001	2	1	0	38	5e-05	22794918
2001	2	1	0	39	0	22794918
2001	2	2	1	10	0	4494
2001	2	2	1	11	0	4494
2001	2	2	1	12	0	4494
2001	2	2	1	13	0	4494
2001	2	2	1	14	0	4494
2001	2	2	1	15	0	4494
2001	2	2	1	16	0	4494
2001	2	2	1	17	0.000445	4494
2001	2	2	1	18	0.001335	4494
2001	2	2	1	19	0.009791	4494
2001	2	2	1	20	0.068091	4494
2001	2	2	1	21	0.048954	4494
2001	2	2	1	22	0.109924	4494
2001	2	2	1	23	0.276368	4494
2001	2	2	1	24	0.160214	4494
2001	2	2	1	25	0.078104	4494
2001	2	2	1	26	0.032488	4494
2001	2	2	1	27	0.013574	4494
2001	2	2	1	28	0.000668	4494
2001	2	2	1	29	0.013574	4494
2001	2	2	1	30	0.025812	4494
2001	2	2	1	31	0.031598	4494
2001	2	2	1	32	0.069426	4494
2001	2	2	1	33	0.039608	4494
2001	2	2	1	34	0.012684	4494
2001	2	2	1	35	0.005785	4494
2001	2	2	1	36	0.001558	4494
2001	2	2	1	37	0	4494
2001	2	2	1	38	0	4494
2001	2	2	1	39	0	4494
2001	3	1	0	10	0	16045258
2001	3	1	0	11	0	16045258
2001	3	1	0	12	0	16045258
2001	3	1	0	13	0.000199	16045258
2001	3	1	0	14	0.000198	16045258
2001	3	1	0	15	0.000969	16045258
2001	3	1	0	16	0.003528	16045258
2001	3	1	0	17	0.009792	16045258
2001	3	1	0	18	0.027705	16045258
2001	3	1	0	19	0.054053	16045258
2001	3	1	0	20	0.06034	16045258
2001	3	1	0	21	0.049956	16045258
2001	3	1	0	22	0.052856	16045258
2001	3	1	0	23	0.052748	16045258
2001	3	1	0	24	0.053861	16045258
2001	3	1	0	25	0.074524	16045258
2001	3	1	0	26	0.087198	16045258
2001	3	1	0	27	0.106119	16045258
2001	3	1	0	28	0.110202	16045258
2001	3	1	0	29	0.075443	16045258
2001	3	1	0	30	0.050206	16045258
2001	3	1	0	31	0.045466	16045258
2001	3	1	0	32	0.03427	16045258
2001	3	1	0	33	0.026997	16045258
2001	3	1	0	34	0.014439	16045258
2001	3	1	0	35	0.006631	16045258
2001	3	1	0	36	0.001615	16045258
2001	3	1	0	37	0.000684	16045258
2001	3	1	0	38	2e-06	16045258
2001	3	1	0	39	0	16045258
2001	3	2	1	10	8.8e-05	11366
2001	3	2	1	11	0	11366
2001	3	2	1	12	0	11366
2001	3	2	1	13	0	11366
2001	3	2	1	14	0	11366
2001	3	2	1	15	0	11366
2001	3	2	1	16	0	11366
2001	3	2	1	17	0	11366
2001	3	2	1	18	0.000352	11366
2001	3	2	1	19	0.000792	11366
2001	3	2	1	20	0.01742	11366
2001	3	2	1	21	0.014429	11366
2001	3	2	1	22	0.035985	11366
2001	3	2	1	23	0.1347	11366
2001	3	2	1	24	0.086662	11366
2001	3	2	1	25	0.067834	11366
2001	3	2	1	26	0.045399	11366
2001	3	2	1	27	0.024811	11366
2001	3	2	1	28	0.021731	11366
2001	3	2	1	29	0.020148	11366
2001	3	2	1	30	0.093613	11366
2001	3	2	1	31	0.101179	11366
2001	3	2	1	32	0.134788	11366
2001	3	2	1	33	0.120447	11366
2001	3	2	1	34	0.062731	11366
2001	3	2	1	35	0.016453	11366
2001	3	2	1	36	0.000352	11366
2001	3	2	1	37	0	11366
2001	3	2	1	38	0	11366
2001	3	2	1	39	8.8e-05	11366
2002	0	0	0	10	0	1557443
2002	0	0	0	11	0	1557443
2002	0	0	0	12	0	1557443
2002	0	0	0	13	0	1557443
2002	0	0	0	14	0	1557443
2002	0	0	0	15	0	1557443
2002	0	0	0	16	0	1557443
2002	0	0	0	17	0.001703	1557443
2002	0	0	0	18	0.001058	1557443
2002	0	0	0	19	0.002397	1557443
2002	0	0	0	20	0.00929	1557443
2002	0	0	0	21	0.025435	1557443
2002	0	0	0	22	0.145548	1557443
2002	0	0	0	23	0.358568	1557443
2002	0	0	0	24	0.258745	1557443
2002	0	0	0	25	0.079731	1557443
2002	0	0	0	26	0.03871	1557443
2002	0	0	0	27	0.016304	1557443
2002	0	0	0	28	0.018478	1557443
2002	0	0	0	29	0.009386	1557443
2002	0	0	0	30	0.010051	1557443
2002	0	0	0	31	0.011261	1557443
2002	0	0	0	32	0.00655	1557443
2002	0	0	0	33	0.003075	1557443
2002	0	0	0	34	0.002748	1557443
2002	0	0	0	35	0.000571	1557443
2002	0	0	0	36	0.00039	1557443
2002	0	0	0	37	0	1557443
2002	0	0	0	38	0	1557443
2002	0	0	0	39	0	1557443
2002	0	1	0	10	0	10698746
2002	0	1	0	11	0	10698746
2002	0	1	0	12	0	10698746
2002	0	1	0	13	0	10698746
2002	0	1	0	14	0	10698746
2002	0	1	0	15	0	10698746
2002	0	1	0	16	0.000978	10698746
2002	0	1	0	17	0.000945	10698746
2002	0	1	0	18	0.003422	10698746
2002	0	1	0	19	0.007829	10698746
2002	0	1	0	20	0.022307	10698746
2002	0	1	0	21	0.060124	10698746
2002	0	1	0	22	0.124787	10698746
2002	0	1	0	23	0.158096	10698746
2002	0	1	0	24	0.120006	10698746
2002	0	1	0	25	0.082776	10698746
2002	0	1	0	26	0.073977	10698746
2002	0	1	0	27	0.071332	10698746
2002	0	1	0	28	0.064147	10698746
2002	0	1	0	29	0.073497	10698746
2002	0	1	0	30	0.059531	10698746
2002	0	1	0	31	0.036509	10698746
2002	0	1	0	32	0.018509	10698746
2002	0	1	0	33	0.010354	10698746
2002	0	1	0	34	0.006672	10698746
2002	0	1	0	35	0.002344	10698746
2002	0	1	0	36	0.001168	10698746
2002	0	1	0	37	0	10698746
2002	0	1	0	38	0.00069	10698746
2002	0	1	0	39	0	10698746
2002	0	2	1	10	0	10980
2002	0	2	1	11	9.1e-05	10980
2002	0	2	1	12	9.1e-05	10980
2002	0	2	1	13	0	10980
2002	0	2	1	14	0	10980
2002	0	2	1	15	0.000182	10980
2002	0	2	1	16	9.1e-05	10980
2002	0	2	1	17	0.000182	10980
2002	0	2	1	18	0.001184	10980
2002	0	2	1	19	0.001275	10980
2002	0	2	1	20	0.018579	10980
2002	0	2	1	21	0.023042	10980
2002	0	2	1	22	0.085064	10980
2002	0	2	1	23	0.246357	10980
2002	0	2	1	24	0.149727	10980
2002	0	2	1	25	0.121494	10980
2002	0	2	1	26	0.096175	10980
2002	0	2	1	27	0.052095	10980
2002	0	2	1	28	0.027231	10980
2002	0	2	1	29	0.012204	10980
2002	0	2	1	30	0.029144	10980
2002	0	2	1	31	0.031421	10980
2002	0	2	1	32	0.048452	10980
2002	0	2	1	33	0.039253	10980
2002	0	2	1	34	0.013388	10980
2002	0	2	1	35	0.003005	10980
2002	0	2	1	36	0.000182	10980
2002	0	2	1	37	9.1e-05	10980
2002	0	2	1	38	0	10980
2002	0	2	1	39	0	10980
2002	1	0	0	10	0	4982581
2002	1	0	0	11	0	4982581
2002	1	0	0	12	0	4982581
2002	1	0	0	13	0	4982581
2002	1	0	0	14	0	4982581
2002	1	0	0	15	0	4982581
2002	1	0	0	16	0	4982581
2002	1	0	0	17	0.000156	4982581
2002	1	0	0	18	0.004635	4982581
2002	1	0	0	19	0.004434	4982581
2002	1	0	0	20	0.003199	4982581
2002	1	0	0	21	0.015638	4982581
2002	1	0	0	22	0.097074	4982581
2002	1	0	0	23	0.352807	4982581
2002	1	0	0	24	0.350621	4982581
2002	1	0	0	25	0.112709	4982581
2002	1	0	0	26	0.034331	4982581
2002	1	0	0	27	0.012971	4982581
2002	1	0	0	28	0.004575	4982581
2002	1	0	0	29	0.003248	4982581
2002	1	0	0	30	0.001326	4982581
2002	1	0	0	31	0.00033	4982581
2002	1	0	0	32	0.001012	4982581
2002	1	0	0	33	0.000934	4982581
2002	1	0	0	34	0	4982581
2002	1	0	0	35	0	4982581
2002	1	0	0	36	0	4982581
2002	1	0	0	37	0	4982581
2002	1	0	0	38	0	4982581
