year	quarter	region	method	class	proportion	size
1987	2	3	2	16	0	844
1987	2	3	2	17	0	844
1987	2	3	2	18	0	844
1987	2	3	2	19	0	844
1987	2	3	2	20	0.013033	844
1987	2	3	2	21	0.066351	844
1987	2	3	2	22	0.101896	844
1987	2	3	2	23	0.112559	844
1987	2	3	2	24	0.193128	844
1987	2	3	2	25	0.248815	844
1987	2	3	2	26	0.155213	844
1987	2	3	2	27	0.050948	844
1987	2	3	2	28	0.027251	844
1987	2	3	2	29	0.018957	844
1987	2	3	2	30	0.009479	844
1987	2	3	2	31	0.00237	844
1987	2	3	2	32	0	844
1987	2	3	2	33	0	844
1987	2	3	2	34	0	844
1987	2	3	2	35	0	844
1987	2	3	2	36	0	844
1987	2	3	2	37	0	844
1987	2	3	2	38	0	844
1987	2	3	2	39	0	844
1987	3	0	0	10	0	784
1987	3	0	0	11	0	784
1987	3	0	0	12	0	784
1987	3	0	0	13	0	784
1987	3	0	0	14	0	784
1987	3	0	0	15	0	784
1987	3	0	0	16	0	784
1987	3	0	0	17	0	784
1987	3	0	0	18	0.010204	784
1987	3	0	0	19	0.010204	784
1987	3	0	0	20	0.001276	784
1987	3	0	0	21	0.006378	784
1987	3	0	0	22	0.021684	784
1987	3	0	0	23	0.047194	784
1987	3	0	0	24	0.065051	784
1987	3	0	0	25	0.085459	784
1987	3	0	0	26	0.100765	784
1987	3	0	0	27	0.102041	784
1987	3	0	0	28	0.123724	784
1987	3	0	0	29	0.119898	784
1987	3	0	0	30	0.08801	784
1987	3	0	0	31	0.085459	784
1987	3	0	0	32	0.066327	784
1987	3	0	0	33	0.03699	784
1987	3	0	0	34	0.022959	784
1987	3	0	0	35	0.006378	784
1987	3	0	0	36	0	784
1987	3	0	0	37	0	784
1987	3	0	0	38	0	784
1987	3	0	0	39	0	784
1987	3	1	0	10	0	7563938
1987	3	1	0	11	0	7563938
1987	3	1	0	12	0	7563938
1987	3	1	0	13	0	7563938
1987	3	1	0	14	2e-06	7563938
1987	3	1	0	15	3e-06	7563938
1987	3	1	0	16	7e-06	7563938
1987	3	1	0	17	0.000379	7563938
1987	3	1	0	18	0.000916	7563938
1987	3	1	0	19	0.00165	7563938
1987	3	1	0	20	0.004893	7563938
1987	3	1	0	21	0.010738	7563938
1987	3	1	0	22	0.021911	7563938
1987	3	1	0	23	0.046627	7563938
1987	3	1	0	24	0.062561	7563938
1987	3	1	0	25	0.07182	7563938
1987	3	1	0	26	0.080662	7563938
1987	3	1	0	27	0.082257	7563938
1987	3	1	0	28	0.093185	7563938
1987	3	1	0	29	0.091252	7563938
1987	3	1	0	30	0.08174	7563938
1987	3	1	0	31	0.083119	7563938
1987	3	1	0	32	0.072605	7563938
1987	3	1	0	33	0.060658	7563938
1987	3	1	0	34	0.053492	7563938
1987	3	1	0	35	0.038417	7563938
1987	3	1	0	36	0.024186	7563938
1987	3	1	0	37	0.011901	7563938
1987	3	1	0	38	0.003841	7563938
1987	3	1	0	39	0.001178	7563938
1987	3	3	1	10	0	25128
1987	3	3	1	11	0	25128
1987	3	3	1	12	0	25128
1987	3	3	1	13	0.000119	25128
1987	3	3	1	14	0.000438	25128
1987	3	3	1	15	0.004298	25128
1987	3	3	1	16	0.009909	25128
1987	3	3	1	17	0.014764	25128
1987	3	3	1	18	0.02539	25128
1987	3	3	1	19	0.041309	25128
1987	3	3	1	20	0.059416	25128
1987	3	3	1	21	0.070161	25128
1987	3	3	1	22	0.075493	25128
1987	3	3	1	23	0.092208	25128
1987	3	3	1	24	0.10932	25128
1987	3	3	1	25	0.108286	25128
1987	3	3	1	26	0.097262	25128
1987	3	3	1	27	0.082498	25128
1987	3	3	1	28	0.066102	25128
1987	3	3	1	29	0.049984	25128
1987	3	3	1	30	0.031519	25128
1987	3	3	1	31	0.01763	25128
1987	3	3	1	32	0.010904	25128
1987	3	3	1	33	0.007243	25128
1987	3	3	1	34	0.004537	25128
1987	3	3	1	35	0.003223	25128
1987	3	3	1	36	0.003223	25128
1987	3	3	1	37	0.00382	25128
1987	3	3	1	38	0.004258	25128
1987	3	3	1	39	0.004457	25128
1987	3	3	2	10	0	880
1987	3	3	2	11	0	880
1987	3	3	2	12	0	880
1987	3	3	2	13	0	880
1987	3	3	2	14	0	880
1987	3	3	2	15	0	880
1987	3	3	2	16	0	880
1987	3	3	2	17	0	880
1987	3	3	2	18	0	880
1987	3	3	2	19	0	880
1987	3	3	2	20	0	880
1987	3	3	2	21	0.002273	880
1987	3	3	2	22	0.017045	880
1987	3	3	2	23	0.035227	880
1987	3	3	2	24	0.092045	880
1987	3	3	2	25	0.190909	880
1987	3	3	2	26	0.239773	880
1987	3	3	2	27	0.176136	880
1987	3	3	2	28	0.119318	880
1987	3	3	2	29	0.092045	880
1987	3	3	2	30	0.030682	880
1987	3	3	2	31	0.002273	880
1987	3	3	2	32	0.001136	880
1987	3	3	2	33	0.001136	880
1987	3	3	2	34	0	880
1987	3	3	2	35	0	880
1987	3	3	2	36	0	880
1987	3	3	2	37	0	880
1987	3	3	2	38	0	880
1987	3	3	2	39	0	880
1988	0	0	0	10	0	7912
1988	0	0	0	11	0	7912
1988	0	0	0	12	0	7912
1988	0	0	0	13	0	7912
1988	0	0	0	14	0	7912
1988	0	0	0	15	0	7912
1988	0	0	0	16	0	7912
1988	0	0	0	17	0	7912
1988	0	0	0	18	0.010111	7912
1988	0	0	0	19	0.012133	7912
1988	0	0	0	20	0.004424	7912
1988	0	0	0	21	0.023382	7912
1988	0	0	0	22	0.084934	7912
1988	0	0	0	23	0.168099	7912
1988	0	0	0	24	0.239004	7912
1988	0	0	0	25	0.241026	7912
1988	0	0	0	26	0.128918	7912
1988	0	0	0	27	0.045248	7912
1988	0	0	0	28	0.024899	7912
1988	0	0	0	29	0.005308	7912
1988	0	0	0	30	0.005308	7912
1988	0	0	0	31	0.004803	7912
1988	0	0	0	32	0.002401	7912
1988	0	0	0	33	0	7912
1988	0	0	0	34	0	7912
1988	0	0	0	35	0	7912
1988	0	0	0	36	0	7912
1988	0	0	0	37	0	7912
1988	0	0	0	38	0	7912
1988	0	0	0	39	0	7912
1988	0	1	0	10	0	3665270
1988	0	1	0	11	0	3665270
1988	0	1	0	12	0	3665270
1988	0	1	0	13	0	3665270
1988	0	1	0	14	7.4e-05	3665270
1988	0	1	0	15	0.000933	3665270
1988	0	1	0	16	0.002892	3665270
1988	0	1	0	17	0.006164	3665270
1988	0	1	0	18	0.008445	3665270
1988	0	1	0	19	0.008587	3665270
1988	0	1	0	20	0.008838	3665270
1988	0	1	0	21	0.017754	3665270
1988	0	1	0	22	0.051663	3665270
1988	0	1	0	23	0.108086	3665270
1988	0	1	0	24	0.166756	3665270
1988	0	1	0	25	0.191138	3665270
1988	0	1	0	26	0.154812	3665270
1988	0	1	0	27	0.098522	3665270
1988	0	1	0	28	0.068124	3665270
1988	0	1	0	29	0.04784	3665270
1988	0	1	0	30	0.026666	3665270
1988	0	1	0	31	0.015831	3665270
1988	0	1	0	32	0.00875	3665270
1988	0	1	0	33	0.003857	3665270
1988	0	1	0	34	0.002074	3665270
1988	0	1	0	35	0.000637	3665270
1988	0	1	0	36	0.000679	3665270
1988	0	1	0	37	0.000601	3665270
1988	0	1	0	38	0.000174	3665270
1988	0	1	0	39	5.1e-05	3665270
1988	0	3	2	10	0	29576
1988	0	3	2	11	0	29576
1988	0	3	2	12	0	29576
1988	0	3	2	13	0	29576
1988	0	3	2	14	0.000135	29576
1988	0	3	2	15	0.004328	29576
1988	0	3	2	16	0.006796	29576
1988	0	3	2	17	0.004801	29576
1988	0	3	2	18	0.007269	29576
1988	0	3	2	19	0.009907	29576
1988	0	3	2	20	0.008115	29576
1988	0	3	2	21	0.011935	29576
1988	0	3	2	22	0.024682	29576
1988	0	3	2	23	0.022417	29576
1988	0	3	2	24	0.087605	29576
1988	0	3	2	25	0.098932	29576
1988	0	3	2	26	0.075162	29576
1988	0	3	2	27	0.077935	29576
1988	0	3	2	28	0.088923	29576
1988	0	3	2	29	0.080741	29576
1988	0	3	2	30	0.067791	29576
1988	0	3	2	31	0.07692	29576
1988	0	3	2	32	0.086962	29576
1988	0	3	2	33	0.0519	29576
1988	0	3	2	34	0.040709	29576
1988	0	3	2	35	0.031681	29576
1988	0	3	2	36	0.017717	29576
1988	0	3	2	37	0.014843	29576
1988	0	3	2	38	0.001217	29576
1988	0	3	2	39	0.000169	29576
1988	0	3	3	10	0	3672
1988	0	3	3	11	0.000272	3672
1988	0	3	3	12	0.000545	3672
1988	0	3	3	13	0.001362	3672
1988	0	3	3	14	0.000817	3672
1988	0	3	3	15	0.009259	3672
1988	0	3	3	16	0.04793	3672
1988	0	3	3	17	0.059913	3672
1988	0	3	3	18	0.074074	3672
1988	0	3	3	19	0.077342	3672
1988	0	3	3	20	0.074074	3672
1988	0	3	3	21	0.084423	3672
1988	0	3	3	22	0.086329	3672
1988	0	3	3	23	0.081155	3672
1988	0	3	3	24	0.090686	3672
1988	0	3	3	25	0.079248	3672
1988	0	3	3	26	0.071078	3672
1988	0	3	3	27	0.062364	3672
1988	0	3	3	28	0.049292	3672
1988	0	3	3	29	0.034586	3672
1988	0	3	3	30	0.0128	3672
1988	0	3	3	31	0.001089	3672
1988	0	3	3	32	0	3672
1988	0	3	3	33	0.000817	3672
1988	0	3	3	34	0.000545	3672
1988	0	3	3	35	0	3672
1988	0	3	3	36	0	3672
1988	0	3	3	37	0	3672
1988	0	3	3	38	0	3672
1988	0	3	3	39	0	3672
1988	1	0	0	10	0	2343676
1988	1	0	0	11	0	2343676
1988	1	0	0	12	0	2343676
1988	1	0	0	13	0	2343676
1988	1	0	0	14	0	2343676
1988	1	0	0	15	0	2343676
1988	1	0	0	16	0	2343676
1988	1	0	0	17	0.000147	2343676
1988	1	0	0	18	0.000719	2343676
1988	1	0	0	19	0.003214	2343676
1988	1	0	0	20	0.010567	2343676
1988	1	0	0	21	0.049802	2343676
1988	1	0	0	22	0.153942	2343676
1988	1	0	0	23	0.21335	2343676
1988	1	0	0	24	0.18791	2343676
1988	1	0	0	25	0.159171	2343676
1988	1	0	0	26	0.112771	2343676
1988	1	0	0	27	0.062018	2343676
1988	1	0	0	28	0.027125	2343676
1988	1	0	0	29	0.008422	2343676
1988	1	0	0	30	0.004949	2343676
1988	1	0	0	31	0.001963	2343676
1988	1	0	0	32	0.000517	2343676
1988	1	0	0	33	0.001913	2343676
1988	1	0	0	34	0.0015	2343676
1988	1	0	0	35	0	2343676
1988	1	0	0	36	0	2343676
1988	1	0	0	37	0	2343676
1988	1	0	0	38	0	2343676
1988	1	0	0	39	0	2343676
1988	1	1	0	10	0	4396074
1988	1	1	0	11	0	4396074
1988	1	1	0	12	0.004072	4396074
1988	1	1	0	13	0.007464	4396074
1988	1	1	0	14	0.004071	4396074
1988	1	1	0	15	0.003484	4396074
1988	1	1	0	16	0.008058	4396074
1988	1	1	0	17	0.014825	4396074
1988	1	1	0	18	0.021974	4396074
1988	1	1	0	19	0.02342	4396074
1988	1	1	0	20	0.028457	4396074
1988	1	1	0	21	0.056921	4396074
1988	1	1	0	22	0.128645	4396074
1988	1	1	0	23	0.190849	4396074
1988	1	1	0	24	0.167648	4396074
1988	1	1	0	25	0.113722	4396074
1988	1	1	0	26	0.072818	4396074
1988	1	1	0	27	0.052801	4396074
1988	1	1	0	28	0.045478	4396074
1988	1	1	0	29	0.023518	4396074
1988	1	1	0	30	0.009435	4396074
1988	1	1	0	31	0.005235	4396074
1988	1	1	0	32	0.002879	4396074
1988	1	1	0	33	0.002514	4396074
1988	1	1	0	34	0.003069	4396074
1988	1	1	0	35	0.00272	4396074
1988	1	1	0	36	0.001706	4396074
1988	1	1	0	37	0.001803	4396074
1988	1	1	0	38	0.001449	4396074
1988	1	1	0	39	0.000725	4396074
1988	1	3	2	10	0	65120
1988	1	3	2	11	0.000154	65120
1988	1	3	2	12	0.000461	65120
1988	1	3	2	13	0.000829	65120
1988	1	3	2	14	0.000722	65120
1988	1	3	2	15	0.000246	65120
1988	1	3	2	16	0	65120
1988	1	3	2	17	0.000967	65120
1988	1	3	2	18	0.006143	65120
1988	1	3	2	19	0.005528	65120
1988	1	3	2	20	0.004822	65120
1988	1	3	2	21	0.004023	65120
1988	1	3	2	22	0.011087	65120
1988	1	3	2	23	0.009244	65120
1988	1	3	2	24	0.023679	65120
1988	1	3	2	25	0.027442	65120
1988	1	3	2	26	0.064788	65120
1988	1	3	2	27	0.096253	65120
1988	1	3	2	28	0.090172	65120
1988	1	3	2	29	0.098096	65120
1988	1	3	2	30	0.093965	65120
1988	1	3	2	31	0.091585	65120
1988	1	3	2	32	0.089251	65120
1988	1	3	2	33	0.079684	65120
1988	1	3	2	34	0.065633	65120
1988	1	3	2	35	0.060719	65120
1988	1	3	2	36	0.048495	65120
1988	1	3	2	37	0.018412	65120
1988	1	3	2	38	0.005436	65120
1988	1	3	2	39	0.001275	65120
1988	1	3	3	10	0	3382
1988	1	3	3	11	0	3382
1988	1	3	3	12	0	3382
1988	1	3	3	13	0	3382
1988	1	3	3	14	0	3382
1988	1	3	3	15	0.000591	3382
1988	1	3	3	16	0.0411	3382
1988	1	3	3	17	0.073329	3382
1988	1	3	3	18	0.070373	3382
1988	1	3	3	19	0.073625	3382
1988	1	3	3	20	0.068598	3382
1988	1	3	3	21	0.07806	3382
1988	1	3	3	22	0.073034	3382
1988	1	3	3	23	0.067711	3382
1988	1	3	3	24	0.077173	3382
1988	1	3	3	25	0.075695	3382
1988	1	3	3	26	0.076878	3382
1988	1	3	3	27	0.075695	3382
1988	1	3	3	28	0.061798	3382
1988	1	3	3	29	0.044057	3382
1988	1	3	3	30	0.026611	3382
1988	1	3	3	31	0.00414	3382
1988	1	3	3	32	0.003844	3382
1988	1	3	3	33	0.003548	3382
1988	1	3	3	34	0.00207	3382
1988	1	3	3	35	0.00207	3382
1988	1	3	3	36	0	3382
1988	1	3	3	37	0	3382
1988	1	3	3	38	0	3382
1988	1	3	3	39	0	3382
1988	2	0	0	10	0	932
1988	2	0	0	11	0	932
1988	2	0	0	12	0	932
1988	2	0	0	13	0	932
1988	2	0	0	14	0	932
1988	2	0	0	15	0	932
1988	2	0	0	16	0	932
1988	2	0	0	17	0	932
1988	2	0	0	18	0	932
1988	2	0	0	19	0	932
1988	2	0	0	20	0.145923	932
1988	2	0	0	21	0.145923	932
1988	2	0	0	22	0	932
1988	2	0	0	23	0	932
1988	2	0	0	24	0	932
1988	2	0	0	25	0	932
1988	2	0	0	26	0	932
1988	2	0	0	27	0.032189	932
1988	2	0	0	28	0.032189	932
1988	2	0	0	29	0.032189	932
1988	2	0	0	30	0.042918	932
1988	2	0	0	31	0.042918	932
1988	2	0	0	32	0.053648	932
1988	2	0	0	33	0.053648	932
1988	2	0	0	34	0.107296	932
1988	2	0	0	35	0.107296	932
1988	2	0	0	36	0.042918	932
1988	2	0	0	37	0.053648	932
1988	2	0	0	38	0.064378	932
1988	2	0	0	39	0.032189	932
1988	2	1	0	10	0	11490130
1988	2	1	0	11	0	11490130
1988	2	1	0	12	0	11490130
1988	2	1	0	13	0	11490130
1988	2	1	0	14	0	11490130
1988	2	1	0	15	0	11490130
1988	2	1	0	16	1e-06	11490130
1988	2	1	0	17	0.000234	11490130
1988	2	1	0	18	0.000944	11490130
1988	2	1	0	19	0.0035	11490130
1988	2	1	0	20	0.009	11490130
1988	2	1	0	21	0.024331	11490130
1988	2	1	0	22	0.064373	11490130
1988	2	1	0	23	0.121656	11490130
1988	2	1	0	24	0.151137	11490130
1988	2	1	0	25	0.133002	11490130
1988	2	1	0	26	0.096587	11490130
1988	2	1	0	27	0.07782	11490130
1988	2	1	0	28	0.088685	11490130
1988	2	1	0	29	0.087825	11490130
1988	2	1	0	30	0.06072	11490130
1988	2	1	0	31	0.034761	11490130
1988	2	1	0	32	0.019619	11490130
1988	2	1	0	33	0.012008	11490130
1988	2	1	0	34	0.00715	11490130
1988	2	1	0	35	0.004035	11490130
1988	2	1	0	36	0.001237	11490130
1988	2	1	0	37	0.000764	11490130
1988	2	1	0	38	0.000526	11490130
1988	2	1	0	39	6.4e-05	11490130
1988	2	3	2	10	0	53660
1988	2	3	2	11	0	53660
1988	2	3	2	12	0.00013	53660
1988	2	3	2	13	0.000596	53660
1988	2	3	2	14	0.001398	53660
1988	2	3	2	15	0.00123	53660
1988	2	3	2	16	0.002162	53660
1988	2	3	2	17	0.002851	53660
1988	2	3	2	18	0.005255	53660
1988	2	3	2	19	0.011908	53660
1988	2	3	2	20	0.014461	53660
1988	2	3	2	21	0.014424	53660
1988	2	3	2	22	0.023071	53660
1988	2	3	2	23	0.043291	53660
1988	2	3	2	24	0.050783	53660
1988	2	3	2	25	0.072382	53660
1988	2	3	2	26	0.059709	53660
1988	2	3	2	27	0.131383	53660
1988	2	3	2	28	0.125885	53660
1988	2	3	2	29	0.104361	53660
1988	2	3	2	30	0.084849	53660
1988	2	3	2	31	0.049758	53660
1988	2	3	2	32	0.058013	53660
1988	2	3	2	33	0.056411	53660
1988	2	3	2	34	0.055833	53660
1988	2	3	2	35	0.018878	53660
1988	2	3	2	36	0.00656	53660
1988	2	3	2	37	0.0041	53660
1988	2	3	2	38	0.000186	53660
1988	2	3	2	39	0.00013	53660
1988	2	3	3	10	0	3955
1988	2	3	3	11	0	3955
1988	2	3	3	12	0	3955
1988	2	3	3	13	0	3955
1988	2	3	3	14	0	3955
1988	2	3	3	15	0	3955
1988	2	3	3	16	0.05512	3955
1988	2	3	3	17	0.072819	3955
1988	2	3	3	18	0.090518	3955
1988	2	3	3	19	0.058154	3955
1988	2	3	3	20	0.064223	3955
1988	2	3	3	21	0.107712	3955
1988	2	3	3	22	0.075348	3955
1988	2	3	3	23	0.093805	3955
1988	2	3	3	24	0.07914	3955
1988	2	3	3	25	0.080657	3955
1988	2	3	3	26	0.097851	3955
1988	2	3	3	27	0.059671	3955
1988	2	3	3	28	0.043236	3955
1988	2	3	3	29	0.015676	3955
1988	2	3	3	30	0.006068	3955
1988	2	3	3	31	0	3955
1988	2	3	3	32	0	3955
1988	2	3	3	33	0	3955
1988	2	3	3	34	0	3955
1988	2	3	3	35	0	3955
1988	2	3	3	36	0	3955
1988	2	3	3	37	0	3955
1988	2	3	3	38	0	3955
1988	2	3	3	39	0	3955
1988	3	0	0	10	0	7648
1988	3	0	0	11	0	7648
1988	3	0	0	12	0	7648
1988	3	0	0	13	0	7648
1988	3	0	0	14	0	7648
1988	3	0	0	15	0	7648
1988	3	0	0	16	0	7648
1988	3	0	0	17	0	7648
1988	3	0	0	18	0.000523	7648
1988	3	0	0	19	0.001308	7648
1988	3	0	0	20	0.002354	7648
1988	3	0	0	21	0.035696	7648
1988	3	0	0	22	0.055309	7648
1988	3	0	0	23	0.083421	7648
1988	3	0	0	24	0.159519	7648
1988	3	0	0	25	0.1841	7648
1988	3	0	0	26	0.155988	7648
1988	3	0	0	27	0.09715	7648
1988	3	0	0	28	0.052171	7648
1988	3	0	0	29	0.048509	7648
1988	3	0	0	30	0.041449	7648
1988	3	0	0	31	0.02785	7648
1988	3	0	0	32	0.016475	7648
1988	3	0	0	33	0.008368	7648
1988	3	0	0	34	0.007584	7648
1988	3	0	0	35	0.009022	7648
1988	3	0	0	36	0.007191	7648
1988	3	0	0	37	0.004315	7648
1988	3	0	0	38	0.001438	7648
1988	3	0	0	39	0.000262	7648
1988	3	1	0	10	0	12659094
1988	3	1	0	11	0	12659094
1988	3	1	0	12	0	12659094
1988	3	1	0	13	0	12659094
1988	3	1	0	14	0	12659094
1988	3	1	0	15	0.004794	12659094
1988	3	1	0	16	0.021234	12659094
1988	3	1	0	17	0.022277	12659094
1988	3	1	0	18	0.007813	12659094
1988	3	1	0	19	0.011068	12659094
1988	3	1	0	20	0.023259	12659094
1988	3	1	0	21	0.038378	12659094
1988	3	1	0	22	0.059765	12659094
1988	3	1	0	23	0.089317	12659094
1988	3	1	0	24	0.125254	12659094
1988	3	1	0	25	0.149242	12659094
1988	3	1	0	26	0.126671	12659094
1988	3	1	0	27	0.074016	12659094
1988	3	1	0	28	0.047979	12659094
1988	3	1	0	29	0.044649	12659094
1988	3	1	0	30	0.045801	12659094
1988	3	1	0	31	0.044738	12659094
1988	3	1	0	32	0.029589	12659094
1988	3	1	0	33	0.013435	12659094
1988	3	1	0	34	0.00783	12659094
1988	3	1	0	35	0.006191	12659094
1988	3	1	0	36	0.003693	12659094
1988	3	1	0	37	0.001854	12659094
1988	3	1	0	38	0.001141	12659094
1988	3	1	0	39	1.2e-05	12659094
1988	3	3	0	10	0	660
1988	3	3	0	11	0	660
1988	3	3	0	12	0	660
1988	3	3	0	13	0	660
1988	3	3	0	14	0	660
1988	3	3	0	15	0	660
1988	3	3	0	16	0	660
1988	3	3	0	17	0	660
1988	3	3	0	18	0.00303	660
1988	3	3	0	19	0.015152	660
1988	3	3	0	20	0.004545	660
1988	3	3	0	21	0.016667	660
1988	3	3	0	22	0.024242	660
1988	3	3	0	23	0.071212	660
1988	3	3	0	24	0.159091	660
1988	3	3	0	25	0.248485	660
1988	3	3	0	26	0.240909	660
1988	3	3	0	27	0.148485	660
1988	3	3	0	28	0.042424	660
1988	3	3	0	29	0.016667	660
1988	3	3	0	30	0.007576	660
1988	3	3	0	31	0.001515	660
1988	3	3	0	32	0	660
1988	3	3	0	33	0	660
1988	3	3	0	34	0	660
1988	3	3	0	35	0	660
1988	3	3	0	36	0	660
1988	3	3	0	37	0	660
1988	3	3	0	38	0	660
1988	3	3	0	39	0	660
1988	3	3	2	10	0	25760
1988	3	3	2	11	0	25760
1988	3	3	2	12	0	25760
1988	3	3	2	13	0	25760
1988	3	3	2	14	0	25760
1988	3	3	2	15	0	25760
1988	3	3	2	16	7.8e-05	25760
1988	3	3	2	17	0	25760
1988	3	3	2	18	0.003882	25760
1988	3	3	2	19	0.008152	25760
1988	3	3	2	20	0.010675	25760
1988	3	3	2	21	0.031755	25760
1988	3	3	2	22	0.02993	25760
1988	3	3	2	23	0.063315	25760
1988	3	3	2	24	0.041964	25760
1988	3	3	2	25	0.053998	25760
1988	3	3	2	26	0.068517	25760
1988	3	3	2	27	0.092391	25760
1988	3	3	2	28	0.102834	25760
1988	3	3	2	29	0.08816	25760
1988	3	3	2	30	0.088276	25760
1988	3	3	2	31	0.089441	25760
1988	3	3	2	32	0.096661	25760
1988	3	3	2	33	0.075116	25760
1988	3	3	2	34	0.038315	25760
1988	3	3	2	35	0.008696	25760
1988	3	3	2	36	0.006405	25760
1988	3	3	2	37	0.001436	25760
1988	3	3	2	38	0	25760
1988	3	3	2	39	0	25760
1988	3	3	3	10	0	4072
1988	3	3	3	11	0	4072
1988	3	3	3	12	0	4072
1988	3	3	3	13	0	4072
1988	3	3	3	14	0	4072
1988	3	3	3	15	0	4072
1988	3	3	3	16	0.065079	4072
1988	3	3	3	17	0.06557	4072
1988	3	3	3	18	0.088409	4072
1988	3	3	3	19	0.076375	4072
1988	3	3	3	20	0.100933	4072
1988	3	3	3	21	0.146365	4072
1988	3	3	3	22	0.083497	4072
1988	3	3	3	23	0.099214	4072
1988	3	3	3	24	0.084971	4072
1988	3	3	3	25	0.076375	4072
1988	3	3	3	26	0.077112	4072
1988	3	3	3	27	0.012525	4072
1988	3	3	3	28	0.009086	4072
1988	3	3	3	29	0.009086	4072
1988	3	3	3	30	0.003438	4072
1988	3	3	3	31	0.001965	4072
1988	3	3	3	32	0	4072
1988	3	3	3	33	0	4072
1988	3	3	3	34	0	4072
1988	3	3	3	35	0	4072
1988	3	3	3	36	0	4072
1988	3	3	3	37	0	4072
1988	3	3	3	38	0	4072
1988	3	3	3	39	0	4072
1989	0	1	0	10	0	11932107
1989	0	1	0	11	0	11932107
1989	0	1	0	12	0	11932107
1989	0	1	0	13	0	11932107
1989	0	1	0	14	0	11932107
1989	0	1	0	15	4.4e-05	11932107
1989	0	1	0	16	0.000147	11932107
1989	0	1	0	17	0.000758	11932107
1989	0	1	0	18	0.00234	11932107
1989	0	1	0	19	0.005051	11932107
1989	0	1	0	20	0.021599	11932107
1989	0	1	0	21	0.061018	11932107
1989	0	1	0	22	0.102611	11932107
1989	0	1	0	23	0.126305	11932107
1989	0	1	0	24	0.144583	11932107
1989	0	1	0	25	0.159764	11932107
1989	0	1	0	26	0.141449	11932107
1989	0	1	0	27	0.098242	11932107
1989	0	1	0	28	0.05921	11932107
1989	0	1	0	29	0.030882	11932107
1989	0	1	0	30	0.015703	11932107
1989	0	1	0	31	0.012801	11932107
1989	0	1	0	32	0.009563	11932107
1989	0	1	0	33	0.004839	11932107
1989	0	1	0	34	0.001487	11932107
1989	0	1	0	35	0.000755	11932107
1989	0	1	0	36	0.00052	11932107
1989	0	1	0	37	0.000225	11932107
1989	0	1	0	38	0.000102	11932107
1989	0	1	0	39	4e-06	11932107
1989	0	1	2	10	0	168
1989	0	1	2	11	0	168
1989	0	1	2	12	0	168
1989	0	1	2	13	0	168
1989	0	1	2	14	0	168
1989	0	1	2	15	0	168
1989	0	1	2	16	0	168
1989	0	1	2	17	0	168
1989	0	1	2	18	0	168
1989	0	1	2	19	0	168
1989	0	1	2	20	0.011905	168
1989	0	1	2	21	0.02381	168
1989	0	1	2	22	0.029762	168
1989	0	1	2	23	0.017857	168
1989	0	1	2	24	0.005952	168
1989	0	1	2	25	0.017857	168
1989	0	1	2	26	0.02381	168
1989	0	1	2	27	0.02381	168
1989	0	1	2	28	0.029762	168
1989	0	1	2	29	0.041667	168
1989	0	1	2	30	0.053571	168
1989	0	1	2	31	0.059524	168
1989	0	1	2	32	0.059524	168
1989	0	1	2	33	0.065476	168
1989	0	1	2	34	0.077381	168
1989	0	1	2	35	0.130952	168
1989	0	1	2	36	0.160714	168
1989	0	1	2	37	0.10119	168
1989	0	1	2	38	0.041667	168
1989	0	1	2	39	0.017857	168
1989	0	3	0	10	0	317
1989	0	3	0	11	0	317
1989	0	3	0	12	0	317
1989	0	3	0	13	0	317
1989	0	3	0	14	0	317
1989	0	3	0	15	0	317
1989	0	3	0	16	0	317
1989	0	3	0	17	0	317
1989	0	3	0	18	0	317
1989	0	3	0	19	0	317
1989	0	3	0	20	0	317
1989	0	3	0	21	0	317
1989	0	3	0	22	0.031546	317
1989	0	3	0	23	0.15142	317
1989	0	3	0	24	0.290221	317
1989	0	3	0	25	0.214511	317
1989	0	3	0	26	0.129338	317
1989	0	3	0	27	0.107256	317
1989	0	3	0	28	0.028391	317
1989	0	3	0	29	0.025237	317
1989	0	3	0	30	0.012618	317
1989	0	3	0	31	0	317
1989	0	3	0	32	0.003155	317
1989	0	3	0	33	0.003155	317
1989	0	3	0	34	0	317
1989	0	3	0	35	0.003155	317
1989	0	3	0	36	0	317
1989	0	3	0	37	0	317
1989	0	3	0	38	0	317
1989	0	3	0	39	0	317
1989	0	3	2	10	0	26629
1989	0	3	2	11	0	26629
1989	0	3	2	12	0	26629
1989	0	3	2	13	0.000939	26629
1989	0	3	2	14	0.000714	26629
1989	0	3	2	15	0.000413	26629
1989	0	3	2	16	0.001389	26629
1989	0	3	2	17	0.001727	26629
1989	0	3	2	18	0.001615	26629
1989	0	3	2	19	0.001727	26629
1989	0	3	2	20	0.003117	26629
1989	0	3	2	21	0.005107	26629
1989	0	3	2	22	0.007736	26629
1989	0	3	2	23	0.029742	26629
1989	0	3	2	24	0.053062	26629
1989	0	3	2	25	0.060573	26629
1989	0	3	2	26	0.090766	26629
1989	0	3	2	27	0.080026	26629
1989	0	3	2	28	0.108453	26629
1989	0	3	2	29	0.087574	26629
1989	0	3	2	30	0.109167	26629
1989	0	3	2	31	0.11525	26629
1989	0	3	2	32	0.093282	26629
1989	0	3	2	33	0.078298	26629
1989	0	3	2	34	0.039656	26629
1989	0	3	2	35	0.01934	26629
1989	0	3	2	36	0.005783	26629
