name	label	value
catches	1994-2-1-4	0	
catches	1994-2-2-0	6075	
catches	1994-2-2-1	1681	
catches	1994-2-2-2	10584	
catches	1994-2-2-3	4442	
catches	1994-2-2-4	966	
catches	1994-3-0-0	51942	
catches	1994-3-0-1	728	
catches	1994-3-0-2	4124	
catches	1994-3-0-3	1571	
catches	1994-3-0-4	19	
catches	1994-3-1-0	0	
catches	1994-3-1-1	15304	
catches	1994-3-1-2	0	
catches	1994-3-1-3	166	
catches	1994-3-1-4	0	
catches	1994-3-2-0	9034	
catches	1994-3-2-1	1681	
catches	1994-3-2-2	8123	
catches	1994-3-2-3	4349	
catches	1994-3-2-4	995	
recruits_deviation	1995	0	
catches	1995-0-0-0	38812	
catches	1995-0-0-1	3223	
catches	1995-0-0-2	2225	
catches	1995-0-0-3	1823	
catches	1995-0-0-4	14	
catches	1995-0-1-0	0	
catches	1995-0-1-1	19719	
catches	1995-0-1-2	0	
catches	1995-0-1-3	91	
catches	1995-0-1-4	0	
catches	1995-0-2-0	8873	
catches	1995-0-2-1	2340	
catches	1995-0-2-2	5667	
catches	1995-0-2-3	4855	
catches	1995-0-2-4	966	
catches	1995-1-0-0	38129	
catches	1995-1-0-1	299	
catches	1995-1-0-2	3016	
catches	1995-1-0-3	1832	
catches	1995-1-0-4	17	
catches	1995-1-1-0	0	
catches	1995-1-1-1	14758	
catches	1995-1-1-2	0	
catches	1995-1-1-3	143	
catches	1995-1-1-4	0	
catches	1995-1-2-0	6851	
catches	1995-1-2-1	1973	
catches	1995-1-2-2	6505	
catches	1995-1-2-3	4844	
catches	1995-1-2-4	972	
catches	1995-2-0-0	44195	
catches	1995-2-0-1	28	
catches	1995-2-0-2	1509	
catches	1995-2-0-3	2735	
catches	1995-2-0-4	21	
catches	1995-2-1-0	0	
catches	1995-2-1-1	12169	
catches	1995-2-1-2	0	
catches	1995-2-1-3	120	
catches	1995-2-1-4	0	
catches	1995-2-2-0	6167	
catches	1995-2-2-1	1943	
catches	1995-2-2-2	9910	
catches	1995-2-2-3	4617	
catches	1995-2-2-4	986	
catches	1995-3-0-0	42262	
catches	1995-3-0-1	811	
catches	1995-3-0-2	2329	
catches	1995-3-0-3	1658	
catches	1995-3-0-4	17	
catches	1995-3-1-0	0	
catches	1995-3-1-1	23252	
catches	1995-3-1-2	0	
catches	1995-3-1-3	122	
catches	1995-3-1-4	0	
catches	1995-3-2-0	7767	
catches	1995-3-2-1	1981	
catches	1995-3-2-2	7401	
catches	1995-3-2-3	4524	
catches	1995-3-2-4	1006	
recruits_deviation	1996	0	
catches	1996-0-0-0	29389	
catches	1996-0-0-1	3241	
catches	1996-0-0-2	1763	
catches	1996-0-0-3	1844	
catches	1996-0-0-4	12	
catches	1996-0-1-0	0	
catches	1996-0-1-1	19079	
catches	1996-0-1-2	0	
catches	1996-0-1-3	101	
catches	1996-0-1-4	0	
catches	1996-0-2-0	6780	
catches	1996-0-2-1	2221	
catches	1996-0-2-2	6988	
catches	1996-0-2-3	5520	
catches	1996-0-2-4	1122	
catches	1996-1-0-0	31540	
catches	1996-1-0-1	301	
catches	1996-1-0-2	2241	
catches	1996-1-0-3	1856	
catches	1996-1-0-4	33	
catches	1996-1-1-0	0	
catches	1996-1-1-1	17640	
catches	1996-1-1-2	0	
catches	1996-1-1-3	90	
catches	1996-1-1-4	0	
catches	1996-1-2-0	4443	
catches	1996-1-2-1	2011	
catches	1996-1-2-2	7953	
catches	1996-1-2-3	5501	
catches	1996-1-2-4	1136	
catches	1996-2-0-0	33367	
catches	1996-2-0-1	28	
catches	1996-2-0-2	1349	
catches	1996-2-0-3	2763	
catches	1996-2-0-4	9	
catches	1996-2-1-0	0	
catches	1996-2-1-1	13947	
catches	1996-2-1-2	0	
catches	1996-2-1-3	61	
catches	1996-2-1-4	0	
catches	1996-2-2-0	5858	
catches	1996-2-2-1	2011	
catches	1996-2-2-2	11878	
catches	1996-2-2-3	5242	
catches	1996-2-2-4	1116	
catches	1996-3-0-0	47541	
catches	1996-3-0-1	816	
catches	1996-3-0-2	1738	
catches	1996-3-0-3	1680	
catches	1996-3-0-4	9	
catches	1996-3-1-0	0	
catches	1996-3-1-1	15508	
catches	1996-3-1-2	0	
catches	1996-3-1-3	73	
catches	1996-3-1-4	2	
catches	1996-3-2-0	6532	
catches	1996-3-2-1	2011	
catches	1996-3-2-2	8986	
catches	1996-3-2-3	5139	
catches	1996-3-2-4	1120	
recruits_deviation	1997	0	
catches	1997-0-0-0	31095	
catches	1997-0-0-1	3042	
catches	1997-0-0-2	3369	
catches	1997-0-0-3	1827	
catches	1997-0-0-4	10	
catches	1997-0-1-0	0	
catches	1997-0-1-1	17823	
catches	1997-0-1-2	0	
catches	1997-0-1-3	119	
catches	1997-0-1-4	0	
catches	1997-0-2-0	6206	
catches	1997-0-2-1	351	
catches	1997-0-2-2	9322	
catches	1997-0-2-3	5834	
catches	1997-0-2-4	1268	
catches	1997-1-0-0	25900	
catches	1997-1-0-1	282	
catches	1997-1-0-2	4159	
catches	1997-1-0-3	1839	
catches	1997-1-0-4	15	
catches	1997-1-1-0	0	
catches	1997-1-1-1	15834	
catches	1997-1-1-2	0	
catches	1997-1-1-3	557	
catches	1997-1-1-4	0	
catches	1997-1-2-0	5290	
catches	1997-1-2-1	351	
catches	1997-1-2-2	10327	
catches	1997-1-2-3	5816	
catches	1997-1-2-4	1282	
catches	1997-2-0-0	34135	
catches	1997-2-0-1	26	
catches	1997-2-0-2	2734	
catches	1997-2-0-3	2687	
catches	1997-2-0-4	20	
catches	1997-2-1-0	0	
catches	1997-2-1-1	17542	
catches	1997-2-1-2	0	
catches	1997-2-1-3	108	
catches	1997-2-1-4	0	
catches	1997-2-2-0	5704	
catches	1997-2-2-1	351	
catches	1997-2-2-2	14415	
catches	1997-2-2-3	5546	
catches	1997-2-2-4	1278	
catches	1997-3-0-0	48300	
catches	1997-3-0-1	766	
catches	1997-3-0-2	3285	
catches	1997-3-0-3	1670	
catches	1997-3-0-4	11	
catches	1997-3-1-0	0	
catches	1997-3-1-1	16891	
catches	1997-3-1-2	0	
catches	1997-3-1-3	141	
catches	1997-3-1-4	0	
catches	1997-3-2-0	6583	
catches	1997-3-2-1	351	
catches	1997-3-2-2	11403	
catches	1997-3-2-3	5438	
catches	1997-3-2-4	1255	
recruits_deviation	1998	0	
catches	1998-0-0-0	29824	
catches	1998-0-0-1	4078	
catches	1998-0-0-2	2362	
catches	1998-0-0-3	2135	
catches	1998-0-0-4	45	
catches	1998-0-1-0	0	
catches	1998-0-1-1	20458	
catches	1998-0-1-2	0	
catches	1998-0-1-3	112	
catches	1998-0-1-4	0	
catches	1998-0-2-0	19710	
catches	1998-0-2-1	1977	
catches	1998-0-2-2	8958	
catches	1998-0-2-3	4723	
catches	1998-0-2-4	1542	
catches	1998-1-0-0	27771	
catches	1998-1-0-1	379	
catches	1998-1-0-2	2910	
catches	1998-1-0-3	2146	
catches	1998-1-0-4	32	
catches	1998-1-1-0	0	
catches	1998-1-1-1	14871	
catches	1998-1-1-2	0	
catches	1998-1-1-3	144	
catches	1998-1-1-4	2	
catches	1998-1-2-0	5570	
catches	1998-1-2-1	380	
catches	1998-1-2-2	9711	
catches	1998-1-2-3	4709	
catches	1998-1-2-4	1535	
catches	1998-2-0-0	34455	
catches	1998-2-0-1	35	
catches	1998-2-0-2	1827	
catches	1998-2-0-3	3289	
catches	1998-2-0-4	9	
catches	1998-2-1-0	0	
catches	1998-2-1-1	15409	
catches	1998-2-1-2	0	
catches	1998-2-1-3	210	
catches	1998-2-1-4	1	
catches	1998-2-2-0	5686	
catches	1998-2-2-1	380	
catches	1998-2-2-2	12774	
catches	1998-2-2-3	4526	
catches	1998-2-2-4	1544	
catches	1998-3-0-0	36648	
catches	1998-3-0-1	1027	
catches	1998-3-0-2	2318	
catches	1998-3-0-3	1924	
catches	1998-3-0-4	5	
catches	1998-3-1-0	0	
catches	1998-3-1-1	27050	
catches	1998-3-1-2	0	
catches	1998-3-1-3	152	
catches	1998-3-1-4	0	
catches	1998-3-2-0	8058	
catches	1998-3-2-1	709	
catches	1998-3-2-2	10517	
catches	1998-3-2-3	4453	
catches	1998-3-2-4	1511	
recruits_deviation	1999	0	
catches	1999-0-0-0	37396	
catches	1999-0-0-1	3833	
catches	1999-0-0-2	4676	
catches	1999-0-0-3	1870	
catches	1999-0-0-4	24	
catches	1999-0-1-0	0	
catches	1999-0-1-1	22121	
catches	1999-0-1-2	0	
catches	1999-0-1-3	219	
catches	1999-0-1-4	0	
catches	1999-0-2-0	9143	
catches	1999-0-2-1	1055	
catches	1999-0-2-2	12152	
catches	1999-0-2-3	4882	
catches	1999-0-2-4	1724	
catches	1999-1-0-0	36889	
catches	1999-1-0-1	356	
catches	1999-1-0-2	5454	
catches	1999-1-0-3	1884	
catches	1999-1-0-4	21	
catches	1999-1-1-0	0	
catches	1999-1-1-1	24847	
catches	1999-1-1-2	0	
catches	1999-1-1-3	100	
catches	1999-1-1-4	0	
catches	1999-1-2-0	7110	
catches	1999-1-2-1	396	
catches	1999-1-2-2	12937	
catches	1999-1-2-3	4868	
catches	1999-1-2-4	1752	
catches	1999-2-0-0	58104	
catches	1999-2-0-1	33	
catches	1999-2-0-2	4150	
catches	1999-2-0-3	2809	
catches	1999-2-0-4	18	
catches	1999-2-1-0	0	
catches	1999-2-1-1	24306	
catches	1999-2-1-2	0	
catches	1999-2-1-3	133	
catches	1999-2-1-4	0	
catches	1999-2-2-0	5736	
catches	1999-2-2-1	396	
catches	1999-2-2-2	16128	
catches	1999-2-2-3	4678	
catches	1999-2-2-4	1719	
catches	1999-3-0-0	55422	
catches	1999-3-0-1	965	
catches	1999-3-0-2	4648	
catches	1999-3-0-3	1701	
catches	1999-3-0-4	21	
catches	1999-3-1-0	0	
catches	1999-3-1-1	21024	
catches	1999-3-1-2	0	
catches	1999-3-1-3	139	
catches	1999-3-1-4	0	
catches	1999-3-2-0	6199	
catches	1999-3-2-1	396	
catches	1999-3-2-2	13777	
catches	1999-3-2-3	4602	
catches	1999-3-2-4	1654	
recruits_deviation	2000	0	
catches	2000-0-0-0	33239	
catches	2000-0-0-1	3610	
catches	2000-0-0-2	5812	
catches	2000-0-0-3	1765	
catches	2000-0-0-4	15	
catches	2000-0-1-0	0	
catches	2000-0-1-1	23521	
catches	2000-0-1-2	0	
catches	2000-0-1-3	463	
catches	2000-0-1-4	0	
catches	2000-0-2-0	7200	
catches	2000-0-2-1	361	
catches	2000-0-2-2	13204	
catches	2000-0-2-3	4979	
catches	2000-0-2-4	1883	
catches	2000-1-0-0	43610	
catches	2000-1-0-1	335	
catches	2000-1-0-2	6274	
catches	2000-1-0-3	1650	
catches	2000-1-0-4	18	
catches	2000-1-1-0	0	
catches	2000-1-1-1	18155	
catches	2000-1-1-2	0	
catches	2000-1-1-3	209	
catches	2000-1-1-4	0	
catches	2000-1-2-0	5484	
catches	2000-1-2-1	361	
catches	2000-1-2-2	13764	
catches	2000-1-2-3	4975	
catches	2000-1-2-4	1884	
catches	2000-2-0-0	53097	
catches	2000-2-0-1	31	
catches	2000-2-0-2	5303	
catches	2000-2-0-3	2790	
catches	2000-2-0-4	19	
catches	2000-2-1-0	0	
catches	2000-2-1-1	19305	
catches	2000-2-1-2	0	
catches	2000-2-1-3	155	
catches	2000-2-1-4	0	
catches	2000-2-2-0	5253	
catches	2000-2-2-1	361	
catches	2000-2-2-2	16038	
catches	2000-2-2-3	4866	
catches	2000-2-2-4	1884	
catches	2000-3-0-0	63579	
catches	2000-3-0-1	909	
catches	2000-3-0-2	5946	
catches	2000-3-0-3	1720	
catches	2000-3-0-4	12	
catches	2000-3-1-0	0	
catches	2000-3-1-1	17791	
catches	2000-3-1-2	0	
catches	2000-3-1-3	75	
catches	2000-3-1-4	5	
catches	2000-3-2-0	5638	
catches	2000-3-2-1	361	
catches	2000-3-2-2	14362	
catches	2000-3-2-3	4824	
catches	2000-3-2-4	1884	
recruits_deviation	2001	0	
catches	2001-0-0-0	30984	
catches	2001-0-0-1	3922	
catches	2001-0-0-2	6717	
catches	2001-0-0-3	1890	
catches	2001-0-0-4	6	
catches	2001-0-1-0	0	
catches	2001-0-1-1	22189	
catches	2001-0-1-2	0	
catches	2001-0-1-3	91	
catches	2001-0-1-4	0	
catches	2001-0-2-0	6150	
catches	2001-0-2-1	352	
catches	2001-0-2-2	12006	
catches	2001-0-2-3	4761	
catches	2001-0-2-4	1782	
catches	2001-1-0-0	26146	
catches	2001-1-0-1	268	
catches	2001-1-0-2	7004	
catches	2001-1-0-3	1708	
catches	2001-1-0-4	5	
catches	2001-1-1-0	0	
catches	2001-1-1-1	17097	
catches	2001-1-1-2	0	
catches	2001-1-1-3	94	
catches	2001-1-1-4	0	
catches	2001-1-2-0	4048	
catches	2001-1-2-1	352	
catches	2001-1-2-2	12566	
catches	2001-1-2-3	4751	
catches	2001-1-2-4	1772	
catches	2001-2-0-0	64690	
catches	2001-2-0-1	36	
catches	2001-2-0-2	6314	
catches	2001-2-0-3	2651	
catches	2001-2-0-4	6	
catches	2001-2-1-0	0	
catches	2001-2-1-1	20338	
catches	2001-2-1-2	0	
catches	2001-2-1-3	915	
catches	2001-2-1-4	6	
catches	2001-2-2-0	5112	
catches	2001-2-2-1	352	
catches	2001-2-2-2	14840	
catches	2001-2-2-3	4652	
catches	2001-2-2-4	1885	
catches	2001-3-0-0	58407	
catches	2001-3-0-1	811	
catches	2001-3-0-2	7530	
catches	2001-3-0-3	1778	
catches	2001-3-0-4	8	
catches	2001-3-1-0	0	
catches	2001-3-1-1	27182	
catches	2001-3-1-2	0	
catches	2001-3-1-3	131	
catches	2001-3-1-4	1	
catches	2001-3-2-0	5352	
catches	2001-3-2-1	352	
catches	2001-3-2-2	13241	
catches	2001-3-2-3	4609	
catches	2001-3-2-4	1705	
recruits_deviation	2002	0	
catches	2002-0-0-0	39298	
catches	2002-0-0-1	3648	
catches	2002-0-0-2	6629	
catches	2002-0-0-3	2088	
catches	2002-0-0-4	5	
catches	2002-0-1-0	0	
catches	2002-0-1-1	29266	
catches	2002-0-1-2	0	
catches	2002-0-1-3	128	
catches	2002-0-1-4	34	
catches	2002-0-2-0	10021	
catches	2002-0-2-1	305	
catches	2002-0-2-2	11295	
catches	2002-0-2-3	4362	
catches	2002-0-2-4	1614	
catches	2002-1-0-0	35208	
catches	2002-1-0-1	249	
catches	2002-1-0-2	6960	
catches	2002-1-0-3	1767	
catches	2002-1-0-4	3	
catches	2002-1-1-0	0	
catches	2002-1-1-1	26386	
catches	2002-1-1-2	0	
catches	2002-1-1-3	101	
catches	2002-1-1-4	0	
catches	2002-1-2-0	2428	
catches	2002-1-2-1	305	
catches	2002-1-2-2	11714	
catches	2002-1-2-3	4352	
catches	2002-1-2-4	1615	
catches	2002-2-0-0	88146	
catches	2002-2-0-1	33	
catches	2002-2-0-2	6247	
catches	2002-2-0-3	2436	
catches	2002-2-0-4	3	
catches	2002-2-1-0	0	
catches	2002-2-1-1	26531	
catches	2002-2-1-2	0	
catches	2002-2-1-3	216	
catches	2002-2-1-4	57	
catches	2002-2-2-0	2440	
catches	2002-2-2-1	305	
catches	2002-2-2-2	13856	
catches	2002-2-2-3	4251	
catches	2002-2-2-4	1617	
catches	2002-3-0-0	73091	
catches	2002-3-0-1	754	
catches	2002-3-0-2	6597	
catches	2002-3-0-3	2114	
catches	2002-3-0-4	3	
catches	2002-3-1-0	0	
catches	2002-3-1-1	31673	
catches	2002-3-1-2	0	
catches	2002-3-1-3	849	
catches	2002-3-1-4	82	
catches	2002-3-2-0	2350	
catches	2002-3-2-1	305	
catches	2002-3-2-2	12557	
catches	2002-3-2-3	4207	
catches	2002-3-2-4	1603	
recruits_deviation	2003	0	
catches	2003-0-0-0	54201	
catches	2003-0-0-1	4354	
catches	2003-0-0-2	9837	
catches	2003-0-0-3	2159	
catches	2003-0-0-4	10	
catches	2003-0-1-0	0	
catches	2003-0-1-1	28813	
catches	2003-0-1-2	0	
catches	2003-0-1-3	27	
catches	2003-0-1-4	99	
catches	2003-0-2-0	8710	
catches	2003-0-2-1	313	
catches	2003-0-2-2	15287	
catches	2003-0-2-3	4670	
catches	2003-0-2-4	1986	
catches	2003-1-0-0	21940	
catches	2003-1-0-1	177	
catches	2003-1-0-2	10146	
catches	2003-1-0-3	1821	
catches	2003-1-0-4	14	
catches	2003-1-1-0	0	
catches	2003-1-1-1	26844	
catches	2003-1-1-2	0	
catches	2003-1-1-3	24	
catches	2003-1-1-4	0	
catches	2003-1-2-0	2211	
catches	2003-1-2-1	313	
catches	2003-1-2-2	15721	
catches	2003-1-2-3	4672	
catches	2003-1-2-4	2136	
catches	2003-2-0-0	53374	
catches	2003-2-0-1	39	
catches	2003-2-0-2	9516	
catches	2003-2-0-3	2550	
catches	2003-2-0-4	12	
catches	2003-2-1-0	0	
catches	2003-2-1-1	22579	
catches	2003-2-1-2	0	
catches	2003-2-1-3	52	
catches	2003-2-1-4	167	
catches	2003-2-2-0	2836	
catches	2003-2-2-1	313	
catches	2003-2-2-2	18064	
catches	2003-2-2-3	4574	
catches	2003-2-2-4	2077	
catches	2003-3-0-0	79490	
catches	2003-3-0-1	714	
catches	2003-3-0-2	9941	
catches	2003-3-0-3	2179	
catches	2003-3-0-4	11	
catches	2003-3-1-0	0	
catches	2003-3-1-1	29286	
catches	2003-3-1-2	0	
catches	2003-3-1-3	198	
catches	2003-3-1-4	240	
catches	2003-3-2-0	3060	
catches	2003-3-2-1	313	
catches	2003-3-2-2	16453	
catches	2003-3-2-3	4535	
catches	2003-3-2-4	1856	
recruits_deviation	2004	0	
catches	2004-0-0-0	29790	
catches	2004-0-0-1	4907	
catches	2004-0-0-2	14401	
catches	2004-0-0-3	2291	
catches	2004-0-0-4	9	
catches	2004-0-1-0	0	
catches	2004-0-1-1	31026	
catches	2004-0-1-2	0	
catches	2004-0-1-3	158	
catches	2004-0-1-4	8	
catches	2004-0-2-0	10363	
catches	2004-0-2-1	369	
catches	2004-0-2-2	15848	
catches	2004-0-2-3	5797	
catches	2004-0-2-4	2326	
catches	2004-1-0-0	18073	
catches	2004-1-0-1	80	
catches	2004-1-0-2	14668	
catches	2004-1-0-3	1886	
catches	2004-1-0-4	9	
catches	2004-1-1-0	0	
catches	2004-1-1-1	19650	
catches	2004-1-1-2	0	
catches	2004-1-1-3	36	
catches	2004-1-1-4	0	
catches	2004-1-2-0	3010	
catches	2004-1-2-1	369	
catches	2004-1-2-2	16246	
catches	2004-1-2-3	5231	
catches	2004-1-2-4	2232	
catches	2004-2-0-0	44834	
catches	2004-2-0-1	60	
catches	2004-2-0-2	13895	
catches	2004-2-0-3	2721	
catches	2004-2-0-4	15	
catches	2004-2-1-0	0	
catches	2004-2-1-1	23610	
catches	2004-2-1-2	0	
catches	2004-2-1-3	698	
catches	2004-2-1-4	5	
catches	2004-2-2-0	2946	
catches	2004-2-2-1	369	
catches	2004-2-2-2	19299	
catches	2004-2-2-3	4977	
catches	2004-2-2-4	2083	
catches	2004-3-0-0	61585	
catches	2004-3-0-1	768	
catches	2004-3-0-2	14328	
catches	2004-3-0-3	2349	
catches	2004-3-0-4	12	
catches	2004-3-1-0	0	
catches	2004-3-1-1	30256	
catches	2004-3-1-2	0	
catches	2004-3-1-3	4268	
catches	2004-3-1-4	34	
catches	2004-3-2-0	2774	
catches	2004-3-2-1	369	
catches	2004-3-2-2	17303	
catches	2004-3-2-3	5066	
catches	2004-3-2-4	2066	
recruits_deviation	2005	0	
catches	2005-0-0-0	38175	
catches	2005-0-0-1	6945	
catches	2005-0-0-2	20663	
catches	2005-0-0-3	2573	
catches	2005-0-0-4	16	
catches	2005-0-1-0	0	
catches	2005-0-1-1	27975	
catches	2005-0-1-2	0	
catches	2005-0-1-3	349	
catches	2005-0-1-4	49	
catches	2005-0-2-0	4707	
catches	2005-0-2-1	323	
catches	2005-0-2-2	12490	
catches	2005-0-2-3	4579	
catches	2005-0-2-4	1683	
catches	2005-1-0-0	44270	
catches	2005-1-0-1	0	
catches	2005-1-0-2	21308	
catches	2005-1-0-3	1751	
catches	2005-1-0-4	29	
catches	2005-1-1-0	0	
catches	2005-1-1-1	34401	
catches	2005-1-1-2	0	
catches	2005-1-1-3	451	
catches	2005-1-1-4	0	
catches	2005-1-2-0	4715	
catches	2005-1-2-1	323	
catches	2005-1-2-2	12490	
catches	2005-1-2-3	4578	
catches	2005-1-2-4	1830	
catches	2005-2-0-0	63640	
catches	2005-2-0-1	0	
catches	2005-2-0-2	20460	
catches	2005-2-0-3	3405	
catches	2005-2-0-4	26	
catches	2005-2-1-0	0	
catches	2005-2-1-1	27548	
catches	2005-2-1-2	0	
catches	2005-2-1-3	242	
catches	2005-2-1-4	87	
catches	2005-2-2-0	4032	
catches	2005-2-2-1	323	
catches	2005-2-2-2	12490	
catches	2005-2-2-3	4577	
catches	2005-2-2-4	1832	
catches	2005-3-0-0	62341	
catches	2005-3-0-1	0	
catches	2005-3-0-2	20947	
catches	2005-3-0-3	2277	
catches	2005-3-0-4	30	
catches	2005-3-1-0	0	
catches	2005-3-1-1	40488	
catches	2005-3-1-2	0	
catches	2005-3-1-3	468	
catches	2005-3-1-4	2	
catches	2005-3-2-0	4714	
catches	2005-3-2-1	323	
catches	2005-3-2-2	12490	
catches	2005-3-2-3	4576	
catches	2005-3-2-4	1821	
recruits_deviation	2006	0	
catches	2006-0-0-0	34205	
catches	2006-0-0-1	3554	
catches	2006-0-0-2	25644	
catches	2006-0-0-3	2927	
catches	2006-0-0-4	90	
catches	2006-0-1-0	0	
catches	2006-0-1-1	39502	
catches	2006-0-1-2	0	
catches	2006-0-1-3	322	
catches	2006-0-1-4	0	
catches	2006-0-2-0	6860	
catches	2006-0-2-1	391	
catches	2006-0-2-2	12711	
catches	2006-0-2-3	5396	
catches	2006-0-2-4	1924	
catches	2006-1-0-0	40405	
catches	2006-1-0-1	1366	
catches	2006-1-0-2	26223	
catches	2006-1-0-3	2943	
catches	2006-1-0-4	24	
catches	2006-1-1-0	0	
catches	2006-1-1-1	44547	
catches	2006-1-1-2	0	
catches	2006-1-1-3	448	
catches	2006-1-1-4	0	
catches	2006-1-2-0	4960	
catches	2006-1-2-1	391	
catches	2006-1-2-2	12711	
catches	2006-1-2-3	5396	
catches	2006-1-2-4	2023	
catches	2006-2-0-0	77851	
catches	2006-2-0-1	1609	
catches	2006-2-0-2	26133	
catches	2006-2-0-3	2924	
catches	2006-2-0-4	16	
catches	2006-2-1-0	0	
catches	2006-2-1-1	22138	
catches	2006-2-1-2	0	
catches	2006-2-1-3	491	
catches	2006-2-1-4	0	
catches	2006-2-2-0	4873	
catches	2006-2-2-1	391	
catches	2006-2-2-2	12711	
catches	2006-2-2-3	5396	
catches	2006-2-2-4	2015	
catches	2006-3-0-0	90279	
catches	2006-3-0-1	2606	
catches	2006-3-0-2	26678	
catches	2006-3-0-3	2919	
catches	2006-3-0-4	13	
catches	2006-3-1-0	0	
catches	2006-3-1-1	30543	
catches	2006-3-1-2	0	
catches	2006-3-1-3	324	
catches	2006-3-1-4	144	
catches	2006-3-2-0	5625	
catches	2006-3-2-1	391	
catches	2006-3-2-2	12711	
catches	2006-3-2-3	5396	
catches	2006-3-2-4	1992	
recruits_deviation	2007	0	
catches	2007-0-0-0	26496	
catches	2007-0-0-1	1909	
catches	2007-0-0-2	17686	
catches	2007-0-0-3	2866	
catches	2007-0-0-4	14	
catches	2007-0-1-0	0	
catches	2007-0-1-1	29496	
catches	2007-0-1-2	0	
catches	2007-0-1-3	213	
catches	2007-0-1-4	0	
catches	2007-0-2-0	6998	
catches	2007-0-2-1	457	
catches	2007-0-2-2	16111	
catches	2007-0-2-3	6098	
catches	2007-0-2-4	2360	
catches	2007-1-0-0	31126	
catches	2007-1-0-1	1741	
catches	2007-1-0-2	17656	
catches	2007-1-0-3	2855	
catches	2007-1-0-4	19	
catches	2007-1-1-0	0	
catches	2007-1-1-1	24119	
catches	2007-1-1-2	0	
catches	2007-1-1-3	226	
catches	2007-1-1-4	0	
catches	2007-1-2-0	6916	
catches	2007-1-2-1	457	
catches	2007-1-2-2	16111	
catches	2007-1-2-3	6099	
catches	2007-1-2-4	2438	
catches	2007-2-0-0	48779	
catches	2007-2-0-1	1726	
catches	2007-2-0-2	17643	
catches	2007-2-0-3	2847	
catches	2007-2-0-4	19	
catches	2007-2-1-0	0	
catches	2007-2-1-1	15500	
catches	2007-2-1-2	0	
catches	2007-2-1-3	411	
catches	2007-2-1-4	0	
catches	2007-2-2-0	5800	
catches	2007-2-2-1	457	
catches	2007-2-2-2	16111	
catches	2007-2-2-3	6098	
catches	2007-2-2-4	2572	
catches	2007-3-0-0	33453	
catches	2007-3-0-1	3592	
catches	2007-3-0-2	17652	
catches	2007-3-0-3	2878	
catches	2007-3-0-4	27	
catches	2007-3-1-0	0	
catches	2007-3-1-1	26692	
catches	2007-3-1-2	0	
catches	2007-3-1-3	203	
catches	2007-3-1-4	0	
catches	2007-3-2-0	7362	
catches	2007-3-2-1	457	
catches	2007-3-2-2	16111	
catches	2007-3-2-3	6098	
catches	2007-3-2-4	2210	
recruits_deviation	2008	0	
catches	2008-0-0-0	14777	
catches	2008-0-0-1	2281	
catches	2008-0-0-2	11806	
catches	2008-0-0-3	3228	
catches	2008-0-0-4	19	
catches	2008-0-1-0	0	
catches	2008-0-1-1	17001	
catches	2008-0-1-2	0	
catches	2008-0-1-3	194	
catches	2008-0-1-4	0	
catches	2008-0-2-0	9033	
catches	2008-0-2-1	593	
catches	2008-0-2-2	17628	
catches	2008-0-2-3	7749	
catches	2008-0-2-4	2847	
catches	2008-1-0-0	33005	
catches	2008-1-0-1	2401	
catches	2008-1-0-2	11777	
catches	2008-1-0-3	3242	
catches	2008-1-0-4	34	
catches	2008-1-1-0	0	
catches	2008-1-1-1	18879	
catches	2008-1-1-2	0	
catches	2008-1-1-3	441	
catches	2008-1-1-4	0	
catches	2008-1-2-0	7937	
catches	2008-1-2-1	593	
catches	2008-1-2-2	17628	
catches	2008-1-2-3	7751	
catches	2008-1-2-4	3177	
catches	2008-2-0-0	45678	
catches	2008-2-0-1	2728	
catches	2008-2-0-2	11764	
catches	2008-2-0-3	3231	
catches	2008-2-0-4	31	
catches	2008-2-1-0	0	
catches	2008-2-1-1	22712	
catches	2008-2-1-2	0	
catches	2008-2-1-3	589	
catches	2008-2-1-4	0	
catches	2008-2-2-0	7513	
catches	2008-2-2-1	593	
catches	2008-2-2-2	17628	
catches	2008-2-2-3	7750	
catches	2008-2-2-4	2784	
catches	2008-3-0-0	46699	
catches	2008-3-0-1	3558	
catches	2008-3-0-2	11774	
catches	2008-3-0-3	3245	
catches	2008-3-0-4	19	
catches	2008-3-1-0	0	
catches	2008-3-1-1	26992	
catches	2008-3-1-2	0	
catches	2008-3-1-3	262	
catches	2008-3-1-4	0	
catches	2008-3-2-0	8314	
catches	2008-3-2-1	593	
catches	2008-3-2-2	17628	
catches	2008-3-2-3	7749	
catches	2008-3-2-4	2785	
recruits_deviation	2009	0	
catches	2009-0-0-0	42650	
catches	2009-0-0-1	1764	
catches	2009-0-0-2	12287	
catches	2009-0-0-3	2587	
catches	2009-0-0-4	17	
catches	2009-0-1-0	0	
catches	2009-0-1-1	14848	
catches	2009-0-1-2	0	
catches	2009-0-1-3	255	
catches	2009-0-1-4	0	
catches	2009-0-2-0	9133	
catches	2009-0-2-1	607	
catches	2009-0-2-2	17356	
catches	2009-0-2-3	7729	
catches	2009-0-2-4	2829	
catches	2009-1-0-0	21240	
catches	2009-1-0-1	872	
catches	2009-1-0-2	12284	
catches	2009-1-0-3	2614	
catches	2009-1-0-4	36	
catches	2009-1-1-0	0	
catches	2009-1-1-1	14871	
catches	2009-1-1-2	0	
catches	2009-1-1-3	329	
