name	label	value
catches	1964-1-0-4	71	
catches	1964-1-1-0	0	
catches	1964-1-1-1	2186	
catches	1964-1-1-2	0	
catches	1964-1-1-3	0	
catches	1964-1-1-4	0	
catches	1964-1-2-0	0	
catches	1964-1-2-1	687	
catches	1964-1-2-2	728	
catches	1964-1-2-3	969	
catches	1964-1-2-4	93	
catches	1964-2-0-0	55	
catches	1964-2-0-1	8	
catches	1964-2-0-2	834	
catches	1964-2-0-3	104	
catches	1964-2-0-4	29	
catches	1964-2-1-0	0	
catches	1964-2-1-1	1700	
catches	1964-2-1-2	0	
catches	1964-2-1-3	0	
catches	1964-2-1-4	0	
catches	1964-2-2-0	0	
catches	1964-2-2-1	687	
catches	1964-2-2-2	728	
catches	1964-2-2-3	969	
catches	1964-2-2-4	107	
catches	1964-3-0-0	55	
catches	1964-3-0-1	120	
catches	1964-3-0-2	834	
catches	1964-3-0-3	60	
catches	1964-3-0-4	100	
catches	1964-3-1-0	0	
catches	1964-3-1-1	1789	
catches	1964-3-1-2	0	
catches	1964-3-1-3	0	
catches	1964-3-1-4	0	
catches	1964-3-2-0	0	
catches	1964-3-2-1	687	
catches	1964-3-2-2	728	
catches	1964-3-2-3	969	
catches	1964-3-2-4	111	
catches	1965-0-0-0	3	
catches	1965-0-0-1	57	
catches	1965-0-0-2	903	
catches	1965-0-0-3	79	
catches	1965-0-0-4	78	
catches	1965-0-1-0	0	
catches	1965-0-1-1	4099	
catches	1965-0-1-2	0	
catches	1965-0-1-3	0	
catches	1965-0-1-4	0	
catches	1965-0-2-0	0	
catches	1965-0-2-1	664	
catches	1965-0-2-2	743	
catches	1965-0-2-3	997	
catches	1965-0-2-4	99	
catches	1965-1-0-0	3	
catches	1965-1-0-1	16	
catches	1965-1-0-2	922	
catches	1965-1-0-3	61	
catches	1965-1-0-4	122	
catches	1965-1-1-0	0	
catches	1965-1-1-1	3852	
catches	1965-1-1-2	0	
catches	1965-1-1-3	0	
catches	1965-1-1-4	0	
catches	1965-1-2-0	0	
catches	1965-1-2-1	664	
catches	1965-1-2-2	743	
catches	1965-1-2-3	997	
catches	1965-1-2-4	107	
catches	1965-2-0-0	3	
catches	1965-2-0-1	5	
catches	1965-2-0-2	903	
catches	1965-2-0-3	84	
catches	1965-2-0-4	20	
catches	1965-2-1-0	0	
catches	1965-2-1-1	2996	
catches	1965-2-1-2	0	
catches	1965-2-1-3	0	
catches	1965-2-1-4	0	
catches	1965-2-2-0	0	
catches	1965-2-2-1	664	
catches	1965-2-2-2	743	
catches	1965-2-2-3	997	
catches	1965-2-2-4	92	
catches	1965-3-0-0	3	
catches	1965-3-0-1	77	
catches	1965-3-0-2	903	
catches	1965-3-0-3	58	
catches	1965-3-0-4	44	
catches	1965-3-1-0	0	
catches	1965-3-1-1	3153	
catches	1965-3-1-2	0	
catches	1965-3-1-3	0	
catches	1965-3-1-4	0	
catches	1965-3-2-0	0	
catches	1965-3-2-1	664	
catches	1965-3-2-2	743	
catches	1965-3-2-3	997	
catches	1965-3-2-4	99	
catches	1966-0-0-0	0	
catches	1966-0-0-1	41	
catches	1966-0-0-2	1205	
catches	1966-0-0-3	75	
catches	1966-0-0-4	99	
catches	1966-0-1-0	0	
catches	1966-0-1-1	4913	
catches	1966-0-1-2	0	
catches	1966-0-1-3	0	
catches	1966-0-1-4	0	
catches	1966-0-2-0	0	
catches	1966-0-2-1	440	
catches	1966-0-2-2	1163	
catches	1966-0-2-3	1105	
catches	1966-0-2-4	64	
catches	1966-1-0-0	0	
catches	1966-1-0-1	12	
catches	1966-1-0-2	1205	
catches	1966-1-0-3	62	
catches	1966-1-0-4	214	
catches	1966-1-1-0	0	
catches	1966-1-1-1	4617	
catches	1966-1-1-2	0	
catches	1966-1-1-3	0	
catches	1966-1-1-4	0	
catches	1966-1-2-0	0	
catches	1966-1-2-1	440	
catches	1966-1-2-2	1163	
catches	1966-1-2-3	1105	
catches	1966-1-2-4	64	
catches	1966-2-0-0	0	
catches	1966-2-0-1	4	
catches	1966-2-0-2	1218	
catches	1966-2-0-3	78	
catches	1966-2-0-4	57	
catches	1966-2-1-0	0	
catches	1966-2-1-1	3591	
catches	1966-2-1-2	0	
catches	1966-2-1-3	0	
catches	1966-2-1-4	0	
catches	1966-2-2-0	0	
catches	1966-2-2-1	440	
catches	1966-2-2-2	1163	
catches	1966-2-2-3	1105	
catches	1966-2-2-4	73	
catches	1966-3-0-0	0	
catches	1966-3-0-1	55	
catches	1966-3-0-2	1205	
catches	1966-3-0-3	59	
catches	1966-3-0-4	95	
catches	1966-3-1-0	0	
catches	1966-3-1-1	3779	
catches	1966-3-1-2	0	
catches	1966-3-1-3	0	
catches	1966-3-1-4	0	
catches	1966-3-2-0	0	
catches	1966-3-2-1	440	
catches	1966-3-2-2	1163	
catches	1966-3-2-3	1105	
catches	1966-3-2-4	72	
catches	1967-0-0-0	0	
catches	1967-0-0-1	59	
catches	1967-0-0-2	1171	
catches	1967-0-0-3	97	
catches	1967-0-0-4	105	
catches	1967-0-1-0	0	
catches	1967-0-1-1	5494	
catches	1967-0-1-2	0	
catches	1967-0-1-3	0	
catches	1967-0-1-4	0	
catches	1967-0-2-0	0	
catches	1967-0-2-1	484	
catches	1967-0-2-2	1234	
catches	1967-0-2-3	1136	
catches	1967-0-2-4	80	
catches	1967-1-0-0	0	
catches	1967-1-0-1	17	
catches	1967-1-0-2	1172	
catches	1967-1-0-3	79	
catches	1967-1-0-4	118	
catches	1967-1-1-0	0	
catches	1967-1-1-1	5163	
catches	1967-1-1-2	0	
catches	1967-1-1-3	0	
catches	1967-1-1-4	0	
catches	1967-1-2-0	0	
catches	1967-1-2-1	484	
catches	1967-1-2-2	1234	
catches	1967-1-2-3	1136	
catches	1967-1-2-4	80	
catches	1967-2-0-0	0	
catches	1967-2-0-1	5	
catches	1967-2-0-2	1190	
catches	1967-2-0-3	102	
catches	1967-2-0-4	36	
catches	1967-2-1-0	0	
catches	1967-2-1-1	4016	
catches	1967-2-1-2	0	
catches	1967-2-1-3	0	
catches	1967-2-1-4	0	
catches	1967-2-2-0	0	
catches	1967-2-2-1	484	
catches	1967-2-2-2	1234	
catches	1967-2-2-3	1136	
catches	1967-2-2-4	74	
catches	1967-3-0-0	0	
catches	1967-3-0-1	80	
catches	1967-3-0-2	1171	
catches	1967-3-0-3	75	
catches	1967-3-0-4	78	
catches	1967-3-1-0	0	
catches	1967-3-1-1	4226	
catches	1967-3-1-2	0	
catches	1967-3-1-3	0	
catches	1967-3-1-4	0	
catches	1967-3-2-0	0	
catches	1967-3-2-1	484	
catches	1967-3-2-2	1234	
catches	1967-3-2-3	1136	
catches	1967-3-2-4	72	
catches	1968-0-0-0	0	
catches	1968-0-0-1	90	
catches	1968-0-0-2	1177	
catches	1968-0-0-3	124	
catches	1968-0-0-4	124	
catches	1968-0-1-0	0	
catches	1968-0-1-1	5087	
catches	1968-0-1-2	0	
catches	1968-0-1-3	0	
catches	1968-0-1-4	0	
catches	1968-0-2-0	0	
catches	1968-0-2-1	548	
catches	1968-0-2-2	1321	
catches	1968-0-2-3	1159	
catches	1968-0-2-4	93	
catches	1968-1-0-0	0	
catches	1968-1-0-1	26	
catches	1968-1-0-2	1178	
catches	1968-1-0-3	97	
catches	1968-1-0-4	205	
catches	1968-1-1-0	0	
catches	1968-1-1-1	4781	
catches	1968-1-1-2	0	
catches	1968-1-1-3	0	
catches	1968-1-1-4	0	
catches	1968-1-2-0	0	
catches	1968-1-2-1	548	
catches	1968-1-2-2	1321	
catches	1968-1-2-3	1159	
catches	1968-1-2-4	86	
catches	1968-2-0-0	0	
catches	1968-2-0-1	8	
catches	1968-2-0-2	1206	
catches	1968-2-0-3	133	
catches	1968-2-0-4	82	
catches	1968-2-1-0	0	
catches	1968-2-1-1	3719	
catches	1968-2-1-2	0	
catches	1968-2-1-3	0	
catches	1968-2-1-4	0	
catches	1968-2-2-0	0	
catches	1968-2-2-1	548	
catches	1968-2-2-2	1321	
catches	1968-2-2-3	1159	
catches	1968-2-2-4	78	
catches	1968-3-0-0	0	
catches	1968-3-0-1	121	
catches	1968-3-0-2	1177	
catches	1968-3-0-3	91	
catches	1968-3-0-4	151	
catches	1968-3-1-0	0	
catches	1968-3-1-1	3913	
catches	1968-3-1-2	0	
catches	1968-3-1-3	0	
catches	1968-3-1-4	0	
catches	1968-3-2-0	0	
catches	1968-3-2-1	548	
catches	1968-3-2-2	1321	
catches	1968-3-2-3	1159	
catches	1968-3-2-4	77	
catches	1969-0-0-0	0	
catches	1969-0-0-1	74	
catches	1969-0-0-2	1063	
catches	1969-0-0-3	149	
catches	1969-0-0-4	149	
catches	1969-0-1-0	0	
catches	1969-0-1-1	5698	
catches	1969-0-1-2	0	
catches	1969-0-1-3	0	
catches	1969-0-1-4	0	
catches	1969-0-2-0	0	
catches	1969-0-2-1	613	
catches	1969-0-2-2	1432	
catches	1969-0-2-3	1224	
catches	1969-0-2-4	87	
catches	1969-1-0-0	0	
catches	1969-1-0-1	29	
catches	1969-1-0-2	1065	
catches	1969-1-0-3	111	
catches	1969-1-0-4	36	
catches	1969-1-1-0	0	
catches	1969-1-1-1	5355	
catches	1969-1-1-2	0	
catches	1969-1-1-3	0	
catches	1969-1-1-4	0	
catches	1969-1-2-0	0	
catches	1969-1-2-1	613	
catches	1969-1-2-2	1432	
catches	1969-1-2-3	1224	
catches	1969-1-2-4	91	
catches	1969-2-0-0	0	
catches	1969-2-0-1	19	
catches	1969-2-0-2	1103	
catches	1969-2-0-3	162	
catches	1969-2-0-4	53	
catches	1969-2-1-0	0	
catches	1969-2-1-1	4165	
catches	1969-2-1-2	0	
catches	1969-2-1-3	0	
catches	1969-2-1-4	0	
catches	1969-2-2-0	0	
catches	1969-2-2-1	613	
catches	1969-2-2-2	1432	
catches	1969-2-2-3	1224	
catches	1969-2-2-4	82	
catches	1969-3-0-0	0	
catches	1969-3-0-1	221	
catches	1969-3-0-2	1063	
catches	1969-3-0-3	103	
catches	1969-3-0-4	60	
catches	1969-3-1-0	0	
catches	1969-3-1-1	4383	
catches	1969-3-1-2	0	
catches	1969-3-1-3	0	
catches	1969-3-1-4	0	
catches	1969-3-2-0	0	
catches	1969-3-2-1	613	
catches	1969-3-2-2	1432	
catches	1969-3-2-3	1224	
catches	1969-3-2-4	81	
catches	1970-0-0-0	0	
catches	1970-0-0-1	70	
catches	1970-0-0-2	969	
catches	1970-0-0-3	174	
catches	1970-0-0-4	17	
catches	1970-0-1-0	0	
catches	1970-0-1-1	6554	
catches	1970-0-1-2	0	
catches	1970-0-1-3	203	
catches	1970-0-1-4	0	
catches	1970-0-2-0	0	
catches	1970-0-2-1	482	
catches	1970-0-2-2	892	
catches	1970-0-2-3	1046	
catches	1970-0-2-4	70	
catches	1970-1-0-0	0	
catches	1970-1-0-1	30	
catches	1970-1-0-2	970	
catches	1970-1-0-3	141	
catches	1970-1-0-4	32	
catches	1970-1-1-0	0	
catches	1970-1-1-1	5346	
catches	1970-1-1-2	0	
catches	1970-1-1-3	92	
catches	1970-1-1-4	0	
catches	1970-1-2-0	0	
catches	1970-1-2-1	482	
catches	1970-1-2-2	1050	
catches	1970-1-2-3	1046	
catches	1970-1-2-4	77	
catches	1970-2-0-0	0	
catches	1970-2-0-1	15	
catches	1970-2-0-2	1004	
catches	1970-2-0-3	185	
catches	1970-2-0-4	6	
catches	1970-2-1-0	0	
catches	1970-2-1-1	6808	
catches	1970-2-1-2	0	
catches	1970-2-1-3	163	
catches	1970-2-1-4	0	
catches	1970-2-2-0	0	
catches	1970-2-2-1	482	
catches	1970-2-2-2	1706	
catches	1970-2-2-3	1046	
catches	1970-2-2-4	114	
catches	1970-3-0-0	0	
catches	1970-3-0-1	185	
catches	1970-3-0-2	969	
catches	1970-3-0-3	134	
catches	1970-3-0-4	34	
catches	1970-3-1-0	0	
catches	1970-3-1-1	8892	
catches	1970-3-1-2	0	
catches	1970-3-1-3	176	
catches	1970-3-1-4	0	
catches	1970-3-2-0	0	
catches	1970-3-2-1	482	
catches	1970-3-2-2	1066	
catches	1970-3-2-3	1046	
catches	1970-3-2-4	68	
catches	1971-0-0-0	0	
catches	1971-0-0-1	101	
catches	1971-0-0-2	793	
catches	1971-0-0-3	230	
catches	1971-0-0-4	46	
catches	1971-0-1-0	0	
catches	1971-0-1-1	6866	
catches	1971-0-1-2	0	
catches	1971-0-1-3	174	
catches	1971-0-1-4	0	
catches	1971-0-2-0	0	
catches	1971-0-2-1	350	
catches	1971-0-2-2	716	
catches	1971-0-2-3	982	
catches	1971-0-2-4	55	
catches	1971-1-0-0	0	
catches	1971-1-0-1	46	
catches	1971-1-0-2	795	
catches	1971-1-0-3	185	
catches	1971-1-0-4	30	
catches	1971-1-1-0	0	
catches	1971-1-1-1	6479	
catches	1971-1-1-2	0	
catches	1971-1-1-3	131	
catches	1971-1-1-4	0	
catches	1971-1-2-0	0	
catches	1971-1-2-1	350	
catches	1971-1-2-2	962	
catches	1971-1-2-3	982	
catches	1971-1-2-4	49	
catches	1971-2-0-0	0	
catches	1971-2-0-1	26	
catches	1971-2-0-2	840	
catches	1971-2-0-3	244	
catches	1971-2-0-4	30	
catches	1971-2-1-0	0	
catches	1971-2-1-1	5570	
catches	1971-2-1-2	0	
catches	1971-2-1-3	59	
catches	1971-2-1-4	0	
catches	1971-2-2-0	0	
catches	1971-2-2-1	350	
catches	1971-2-2-2	1472	
catches	1971-2-2-3	982	
catches	1971-2-2-4	46	
catches	1971-3-0-0	0	
catches	1971-3-0-1	256	
catches	1971-3-0-2	793	
catches	1971-3-0-3	175	
catches	1971-3-0-4	26	
catches	1971-3-1-0	0	
catches	1971-3-1-1	9092	
catches	1971-3-1-2	0	
catches	1971-3-1-3	119	
catches	1971-3-1-4	0	
catches	1971-3-2-0	0	
catches	1971-3-2-1	350	
catches	1971-3-2-2	782	
catches	1971-3-2-3	982	
catches	1971-3-2-4	46	
catches	1972-0-0-0	0	
catches	1972-0-0-1	73	
catches	1972-0-0-2	947	
catches	1972-0-0-3	237	
catches	1972-0-0-4	37	
catches	1972-0-1-0	0	
catches	1972-0-1-1	6816	
catches	1972-0-1-2	0	
catches	1972-0-1-3	124	
catches	1972-0-1-4	0	
catches	1972-0-2-0	0	
catches	1972-0-2-1	579	
catches	1972-0-2-2	1043	
catches	1972-0-2-3	1283	
catches	1972-0-2-4	77	
catches	1972-1-0-0	0	
catches	1972-1-0-1	36	
catches	1972-1-0-2	948	
catches	1972-1-0-3	205	
catches	1972-1-0-4	80	
catches	1972-1-1-0	0	
catches	1972-1-1-1	3582	
catches	1972-1-1-2	0	
catches	1972-1-1-3	54	
catches	1972-1-1-4	0	
catches	1972-1-2-0	0	
catches	1972-1-2-1	579	
catches	1972-1-2-2	1321	
catches	1972-1-2-3	1283	
catches	1972-1-2-4	78	
catches	1972-2-0-0	0	
catches	1972-2-0-1	16	
catches	1972-2-0-2	980	
catches	1972-2-0-3	248	
catches	1972-2-0-4	23	
catches	1972-2-1-0	0	
catches	1972-2-1-1	3866	
catches	1972-2-1-2	0	
catches	1972-2-1-3	91	
catches	1972-2-1-4	0	
catches	1972-2-2-0	0	
catches	1972-2-2-1	579	
catches	1972-2-2-2	1933	
catches	1972-2-2-3	1283	
catches	1972-2-2-4	79	
catches	1972-3-0-0	0	
catches	1972-3-0-1	175	
catches	1972-3-0-2	947	
catches	1972-3-0-3	198	
catches	1972-3-0-4	50	
catches	1972-3-1-0	0	
catches	1972-3-1-1	3214	
catches	1972-3-1-2	0	
catches	1972-3-1-3	71	
catches	1972-3-1-4	0	
catches	1972-3-2-0	0	
catches	1972-3-2-1	579	
catches	1972-3-2-2	1379	
catches	1972-3-2-3	1283	
catches	1972-3-2-4	75	
catches	1973-0-0-0	0	
catches	1973-0-0-1	1451	
catches	1973-0-0-2	1090	
catches	1973-0-0-3	337	
catches	1973-0-0-4	13	
catches	1973-0-1-0	0	
catches	1973-0-1-1	6326	
catches	1973-0-1-2	0	
catches	1973-0-1-3	169	
catches	1973-0-1-4	0	
catches	1973-0-2-0	0	
catches	1973-0-2-1	703	
catches	1973-0-2-2	1222	
catches	1973-0-2-3	1418	
catches	1973-0-2-4	96	
catches	1973-1-0-0	0	
catches	1973-1-0-1	1308	
catches	1973-1-0-2	884	
catches	1973-1-0-3	277	
catches	1973-1-0-4	10	
catches	1973-1-1-0	0	
catches	1973-1-1-1	3383	
catches	1973-1-1-2	0	
catches	1973-1-1-3	108	
catches	1973-1-1-4	0	
catches	1973-1-2-0	0	
catches	1973-1-2-1	703	
catches	1973-1-2-2	1576	
catches	1973-1-2-3	1794	
catches	1973-1-2-4	92	
catches	1973-2-0-0	0	
catches	1973-2-0-1	1271	
catches	1973-2-0-2	608	
catches	1973-2-0-3	356	
catches	1973-2-0-4	4	
catches	1973-2-1-0	0	
catches	1973-2-1-1	3750	
catches	1973-2-1-2	0	
catches	1973-2-1-3	25	
catches	1973-2-1-4	0	
catches	1973-2-2-0	0	
catches	1973-2-2-1	703	
catches	1973-2-2-2	2362	
catches	1973-2-2-3	1797	
catches	1973-2-2-4	92	
catches	1973-3-0-0	0	
catches	1973-3-0-1	1517	
catches	1973-3-0-2	466	
catches	1973-3-0-3	264	
catches	1973-3-0-4	2	
catches	1973-3-1-0	0	
catches	1973-3-1-1	6089	
catches	1973-3-1-2	0	
catches	1973-3-1-3	149	
catches	1973-3-1-4	0	
catches	1973-3-2-0	0	
catches	1973-3-2-1	703	
catches	1973-3-2-2	1667	
catches	1973-3-2-3	1668	
catches	1973-3-2-4	93	
catches	1974-0-0-0	0	
catches	1974-0-0-1	2867	
catches	1974-0-0-2	1380	
catches	1974-0-0-3	385	
catches	1974-0-0-4	9	
catches	1974-0-1-0	0	
catches	1974-0-1-1	5876	
catches	1974-0-1-2	0	
catches	1974-0-1-3	221	
catches	1974-0-1-4	0	
catches	1974-0-2-0	0	
catches	1974-0-2-1	617	
catches	1974-0-2-2	1055	
catches	1974-0-2-3	1939	
catches	1974-0-2-4	82	
catches	1974-1-0-0	0	
catches	1974-1-0-1	2688	
catches	1974-1-0-2	1332	
catches	1974-1-0-3	311	
catches	1974-1-0-4	16	
catches	1974-1-1-0	0	
catches	1974-1-1-1	6779	
catches	1974-1-1-2	0	
catches	1974-1-1-3	105	
catches	1974-1-1-4	0	
catches	1974-1-2-0	0	
catches	1974-1-2-1	617	
catches	1974-1-2-2	1371	
catches	1974-1-2-3	1931	
catches	1974-1-2-4	82	
catches	1974-2-0-0	0	
catches	1974-2-0-1	2645	
catches	1974-2-0-2	609	
catches	1974-2-0-3	409	
catches	1974-2-0-4	3	
catches	1974-2-1-0	0	
catches	1974-2-1-1	4010	
catches	1974-2-1-2	0	
catches	1974-2-1-3	19	
catches	1974-2-1-4	0	
catches	1974-2-2-0	0	
catches	1974-2-2-1	617	
catches	1974-2-2-2	2653	
catches	1974-2-2-3	1819	
catches	1974-2-2-4	81	
catches	1974-3-0-0	0	
catches	1974-3-0-1	2953	
catches	1974-3-0-2	867	
catches	1974-3-0-3	295	
catches	1974-3-0-4	6	
catches	1974-3-1-0	0	
catches	1974-3-1-1	5864	
catches	1974-3-1-2	0	
catches	1974-3-1-3	76	
catches	1974-3-1-4	0	
catches	1974-3-2-0	0	
catches	1974-3-2-1	617	
catches	1974-3-2-2	1708	
catches	1974-3-2-3	1775	
catches	1974-3-2-4	81	
catches	1975-0-0-0	0	
catches	1975-0-0-1	797	
catches	1975-0-0-2	1402	
catches	1975-0-0-3	442	
catches	1975-0-0-4	11	
catches	1975-0-1-0	0	
catches	1975-0-1-1	3796	
catches	1975-0-1-2	0	
catches	1975-0-1-3	69	
catches	1975-0-1-4	0	
catches	1975-0-2-0	0	
catches	1975-0-2-1	502	
catches	1975-0-2-2	969	
catches	1975-0-2-3	2741	
catches	1975-0-2-4	66	
catches	1975-1-0-0	0	
catches	1975-1-0-1	538	
catches	1975-1-0-2	1667	
catches	1975-1-0-3	335	
catches	1975-1-0-4	7	
catches	1975-1-1-0	0	
catches	1975-1-1-1	4567	
catches	1975-1-1-2	0	
catches	1975-1-1-3	73	
catches	1975-1-1-4	0	
catches	1975-1-2-0	0	
catches	1975-1-2-1	502	
catches	1975-1-2-2	1425	
catches	1975-1-2-3	2729	
catches	1975-1-2-4	66	
catches	1975-2-0-0	0	
catches	1975-2-0-1	476	
catches	1975-2-0-2	597	
catches	1975-2-0-3	476	
catches	1975-2-0-4	2	
catches	1975-2-1-0	0	
catches	1975-2-1-1	3494	
catches	1975-2-1-2	0	
catches	1975-2-1-3	54	
catches	1975-2-1-4	0	
catches	1975-2-2-0	0	
catches	1975-2-2-1	502	
catches	1975-2-2-2	3277	
catches	1975-2-2-3	2569	
catches	1975-2-2-4	66	
catches	1975-3-0-0	0	
catches	1975-3-0-1	922	
catches	1975-3-0-2	995	
catches	1975-3-0-3	311	
catches	1975-3-0-4	3	
catches	1975-3-1-0	0	
catches	1975-3-1-1	3068	
catches	1975-3-1-2	0	
catches	1975-3-1-3	73	
catches	1975-3-1-4	0	
catches	1975-3-2-0	0	
catches	1975-3-2-1	502	
catches	1975-3-2-2	1912	
catches	1975-3-2-3	2504	
catches	1975-3-2-4	65	
catches	1976-0-0-0	0	
catches	1976-0-0-1	265	
catches	1976-0-0-2	1124	
catches	1976-0-0-3	436	
catches	1976-0-0-4	1	
catches	1976-0-1-0	0	
catches	1976-0-1-1	5351	
catches	1976-0-1-2	0	
catches	1976-0-1-3	139	
catches	1976-0-1-4	0	
catches	1976-0-2-0	0	
catches	1976-0-2-1	900	
catches	1976-0-2-2	1555	
catches	1976-0-2-3	3136	
catches	1976-0-2-4	119	
catches	1976-1-0-0	0	
catches	1976-1-0-1	78	
catches	1976-1-0-2	1481	
catches	1976-1-0-3	359	
catches	1976-1-0-4	8	
catches	1976-1-1-0	0	
catches	1976-1-1-1	5866	
catches	1976-1-1-2	0	
catches	1976-1-1-3	121	
catches	1976-1-1-4	0	
catches	1976-1-2-0	0	
catches	1976-1-2-1	900	
catches	1976-1-2-2	2063	
catches	1976-1-2-3	3123	
catches	1976-1-2-4	118	
catches	1976-2-0-0	0	
catches	1976-2-0-1	33	
catches	1976-2-0-2	707	
catches	1976-2-0-3	461	
catches	1976-2-0-4	0	
catches	1976-2-1-0	0	
catches	1976-2-1-1	3362	
catches	1976-2-1-2	0	
catches	1976-2-1-3	58	
catches	1976-2-1-4	0	
catches	1976-2-2-0	0	
catches	1976-2-2-1	900	
catches	1976-2-2-2	4127	
catches	1976-2-2-3	2944	
catches	1976-2-2-4	117	
catches	1976-3-0-0	0	
catches	1976-3-0-1	356	
catches	1976-3-0-2	1094	
catches	1976-3-0-3	342	
catches	1976-3-0-4	0	
catches	1976-3-1-0	0	
catches	1976-3-1-1	4008	
catches	1976-3-1-2	0	
catches	1976-3-1-3	159	
catches	1976-3-1-4	0	
catches	1976-3-2-0	0	
catches	1976-3-2-1	900	
catches	1976-3-2-2	2606	
catches	1976-3-2-3	2872	
catches	1976-3-2-4	117	
catches	1977-0-0-0	0	
catches	1977-0-0-1	331	
catches	1977-0-0-2	1011	
catches	1977-0-0-3	478	
catches	1977-0-0-4	1	
catches	1977-0-1-0	0	
catches	1977-0-1-1	3844	
catches	1977-0-1-2	0	
catches	1977-0-1-3	123	
catches	1977-0-1-4	0	
catches	1977-0-2-0	0	
catches	1977-0-2-1	911	
catches	1977-0-2-2	1567	
catches	1977-0-2-3	3524	
catches	1977-0-2-4	113	
catches	1977-1-0-0	0	
catches	1977-1-0-1	160	
catches	1977-1-0-2	1335	
catches	1977-1-0-3	407	
catches	1977-1-0-4	5	
catches	1977-1-1-0	0	
catches	1977-1-1-1	3405	
catches	1977-1-1-2	0	
catches	1977-1-1-3	77	
catches	1977-1-1-4	0	
catches	1977-1-2-0	0	
catches	1977-1-2-1	911	
catches	1977-1-2-2	2167	
catches	1977-1-2-3	3508	
catches	1977-1-2-4	112	
catches	1977-2-0-0	0	
catches	1977-2-0-1	119	
catches	1977-2-0-2	647	
catches	1977-2-0-3	500	
catches	1977-2-0-4	2	
catches	1977-2-1-0	0	
catches	1977-2-1-1	3154	
catches	1977-2-1-2	0	
catches	1977-2-1-3	24	
catches	1977-2-1-4	0	
catches	1977-2-2-0	0	
catches	1977-2-2-1	911	
catches	1977-2-2-2	4609	
catches	1977-2-2-3	3296	
catches	1977-2-2-4	112	
catches	1977-3-0-0	0	
catches	1977-3-0-1	413	
catches	1977-3-0-2	998	
catches	1977-3-0-3	391	
catches	1977-3-0-4	1	
catches	1977-3-1-0	0	
catches	1977-3-1-1	3263	
catches	1977-3-1-2	0	
catches	1977-3-1-3	82	
catches	1977-3-1-4	0	
catches	1977-3-2-0	132	
catches	1977-3-2-1	911	
catches	1977-3-2-2	2810	
catches	1977-3-2-3	3212	
catches	1977-3-2-4	112	
catches	1978-0-0-0	0	
catches	1978-0-0-1	517	
catches	1978-0-0-2	588	
catches	1978-0-0-3	598	
catches	1978-0-0-4	7	
catches	1978-0-1-0	0	
catches	1978-0-1-1	4585	
catches	1978-0-1-2	0	
catches	1978-0-1-3	107	
catches	1978-0-1-4	0	
catches	1978-0-2-0	1341	
catches	1978-0-2-1	1122	
catches	1978-0-2-2	1510	
catches	1978-0-2-3	1559	
catches	1978-0-2-4	335	
catches	1978-1-0-0	0	
catches	1978-1-0-1	240	
catches	1978-1-0-2	784	
catches	1978-1-0-3	484	
catches	1978-1-0-4	6	
catches	1978-1-1-0	0	
catches	1978-1-1-1	2625	
catches	1978-1-1-2	0	
catches	1978-1-1-3	51	
catches	1978-1-1-4	0	
catches	1978-1-2-0	735	
catches	1978-1-2-1	1122	
catches	1978-1-2-2	1784	
catches	1978-1-2-3	1554	
catches	1978-1-2-4	331	
catches	1978-2-0-0	0	
catches	1978-2-0-1	174	
catches	1978-2-0-2	458	
catches	1978-2-0-3	635	
catches	1978-2-0-4	0	
catches	1978-2-1-0	0	
catches	1978-2-1-1	2798	
catches	1978-2-1-2	0	
catches	1978-2-1-3	34	
catches	1978-2-1-4	0	
catches	1978-2-2-0	1459	
catches	1978-2-2-1	1122	
catches	1978-2-2-2	2901	
catches	1978-2-2-3	1484	
catches	1978-2-2-4	331	
catches	1978-3-0-0	0	
catches	1978-3-0-1	650	
catches	1978-3-0-2	591	
catches	1978-3-0-3	459	
catches	1978-3-0-4	3	
catches	1978-3-1-0	0	
catches	1978-3-1-1	3154	
catches	1978-3-1-2	0	
catches	1978-3-1-3	79	
catches	1978-3-1-4	0	
catches	1978-3-2-0	2012	
catches	1978-3-2-1	1122	
catches	1978-3-2-2	2078	
catches	1978-3-2-3	1456	
catches	1978-3-2-4	330	
catches	1979-0-0-0	12	
catches	1979-0-0-1	579	
catches	1979-0-0-2	992	
catches	1979-0-0-3	696	
catches	1979-0-0-4	3	
catches	1979-0-1-0	0	
catches	1979-0-1-1	5203	
catches	1979-0-1-2	0	
catches	1979-0-1-3	83	
catches	1979-0-1-4	0	
catches	1979-0-2-0	1355	
catches	1979-0-2-1	996	
catches	1979-0-2-2	178	
catches	1979-0-2-3	1479	
catches	1979-0-2-4	311	
catches	1979-1-0-0	9	
catches	1979-1-0-1	205	
catches	1979-1-0-2	1490	
catches	1979-1-0-3	604	
catches	1979-1-0-4	5	
catches	1979-1-1-0	0	
catches	1979-1-1-1	4049	
catches	1979-1-1-2	0	
catches	1979-1-1-3	91	
catches	1979-1-1-4	0	
catches	1979-1-2-0	831	
catches	1979-1-2-1	996	
catches	1979-1-2-2	5254	
catches	1979-1-2-3	1474	
catches	1979-1-2-4	310	
catches	1979-2-0-0	11	
catches	1979-2-0-1	116	
catches	1979-2-0-2	548	
catches	1979-2-0-3	700	
catches	1979-2-0-4	0	
catches	1979-2-1-0	0	
catches	1979-2-1-1	3181	
catches	1979-2-1-2	0	
